agent	faction	subtype
runesmith	troy_main_dan_dindyma	default
spy	troy_main_dan_dindyma	troy_agent_spy
wizard	troy_main_dan_dindyma	default
champion	troy_main_dan_dionysias	troy_agent_priest
colonel	troy_main_dan_dionysias	troy_defender_aggro
colonel	troy_main_dan_dionysias	troy_fighter_balanced
colonel	troy_main_dan_dionysias	troy_fighter_disruptor
colonel	troy_main_dan_dionysias	troy_fighter_killer
dignitary	troy_main_dan_dionysias	troy_agent_envoy
engineer	troy_main_dan_dionysias	troy_agent_gorgon
engineer	troy_main_dan_dionysias	troy_agent_satyr
engineer	troy_main_dan_dionysias	troy_agent_seer
general	troy_main_dan_dionysias	troy_archer_skirmisher
general	troy_main_dan_dionysias	troy_archer_trickster
general	troy_main_dan_dionysias	troy_defender_aggro
general	troy_main_dan_dionysias	troy_defender_quick
general	troy_main_dan_dionysias	troy_defender_tank
general	troy_main_dan_dionysias	troy_fighter_balanced
general	troy_main_dan_dionysias	troy_fighter_disruptor
general	troy_main_dan_dionysias	troy_fighter_killer
general	troy_main_dan_dionysias	troy_warlord_tactician
general	troy_main_dan_dionysias	troy_warlord_utility
general	troy_main_dan_dionysias	troy_warlord_warmonger
minister	troy_main_dan_dionysias	default
runesmith	troy_main_dan_dionysias	default
spy	troy_main_dan_dionysias	troy_agent_spy
wizard	troy_main_dan_dionysias	default
champion	troy_main_dan_dolopia	troy_agent_priest
colonel	troy_main_dan_dolopia	troy_defender_aggro
colonel	troy_main_dan_dolopia	troy_fighter_balanced
colonel	troy_main_dan_dolopia	troy_fighter_disruptor
colonel	troy_main_dan_dolopia	troy_fighter_killer
dignitary	troy_main_dan_dolopia	troy_agent_envoy
engineer	troy_main_dan_dolopia	troy_agent_gorgon
engineer	troy_main_dan_dolopia	troy_agent_satyr
engineer	troy_main_dan_dolopia	troy_agent_seer
general	troy_main_dan_dolopia	troy_archer_skirmisher
general	troy_main_dan_dolopia	troy_archer_trickster
general	troy_main_dan_dolopia	troy_defender_aggro
general	troy_main_dan_dolopia	troy_defender_quick
general	troy_main_dan_dolopia	troy_defender_tank
general	troy_main_dan_dolopia	troy_fighter_balanced
general	troy_main_dan_dolopia	troy_fighter_disruptor
general	troy_main_dan_dolopia	troy_fighter_killer
general	troy_main_dan_dolopia	troy_warlord_tactician
general	troy_main_dan_dolopia	troy_warlord_utility
general	troy_main_dan_dolopia	troy_warlord_warmonger
minister	troy_main_dan_dolopia	default
champion	troy_main_dan_dolopians	troy_agent_priest
colonel	troy_main_dan_dolopians	troy_defender_aggro
colonel	troy_main_dan_dolopians	troy_fighter_balanced
colonel	troy_main_dan_dolopians	troy_fighter_disruptor
colonel	troy_main_dan_dolopians	troy_fighter_killer
dignitary	troy_main_dan_dolopians	troy_agent_envoy
engineer	troy_main_dan_dolopians	troy_agent_gorgon
engineer	troy_main_dan_dolopians	troy_agent_satyr
engineer	troy_main_dan_dolopians	troy_agent_seer
general	troy_main_dan_dolopians	troy_archer_skirmisher
general	troy_main_dan_dolopians	troy_archer_trickster
general	troy_main_dan_dolopians	troy_defender_aggro
general	troy_main_dan_dolopians	troy_defender_quick
general	troy_main_dan_dolopians	troy_defender_tank
general	troy_main_dan_dolopians	troy_fighter_balanced
general	troy_main_dan_dolopians	troy_fighter_disruptor
general	troy_main_dan_dolopians	troy_fighter_killer
general	troy_main_dan_dolopians	troy_warlord_tactician
general	troy_main_dan_dolopians	troy_warlord_utility
general	troy_main_dan_dolopians	troy_warlord_warmonger
minister	troy_main_dan_dolopians	default
runesmith	troy_main_dan_dolopians	default
spy	troy_main_dan_dolopians	troy_agent_spy
wizard	troy_main_dan_dolopians	default
runesmith	troy_main_dan_dolopia	default
spy	troy_main_dan_dolopia	troy_agent_spy
wizard	troy_main_dan_dolopia	default
champion	troy_main_dan_dorian_rebels	troy_agent_priest
colonel	troy_main_dan_dorian_rebels	troy_defender_aggro
colonel	troy_main_dan_dorian_rebels	troy_fighter_balanced
colonel	troy_main_dan_dorian_rebels	troy_fighter_disruptor
colonel	troy_main_dan_dorian_rebels	troy_fighter_killer
dignitary	troy_main_dan_dorian_rebels	troy_agent_envoy
general	troy_main_dan_dorian_rebels	troy_archer_skirmisher
general	troy_main_dan_dorian_rebels	troy_archer_trickster
general	troy_main_dan_dorian_rebels	troy_defender_aggro
general	troy_main_dan_dorian_rebels	troy_defender_quick
general	troy_main_dan_dorian_rebels	troy_defender_tank
general	troy_main_dan_dorian_rebels	troy_fighter_balanced
general	troy_main_dan_dorian_rebels	troy_fighter_disruptor
general	troy_main_dan_dorian_rebels	troy_fighter_killer
general	troy_main_dan_dorian_rebels	troy_warlord_tactician
general	troy_main_dan_dorian_rebels	troy_warlord_utility
general	troy_main_dan_dorian_rebels	troy_warlord_warmonger
minister	troy_main_dan_dorian_rebels	default
runesmith	troy_main_dan_dorian_rebels	default
spy	troy_main_dan_dorian_rebels	troy_agent_spy
wizard	troy_main_dan_dorian_rebels	default
champion	troy_main_dan_dorians	troy_agent_priest
colonel	troy_main_dan_dorians	troy_defender_aggro
colonel	troy_main_dan_dorians	troy_fighter_balanced
colonel	troy_main_dan_dorians	troy_fighter_disruptor
colonel	troy_main_dan_dorians	troy_fighter_killer
dignitary	troy_main_dan_dorians	troy_agent_envoy
engineer	troy_main_dan_dorians	troy_agent_gorgon
engineer	troy_main_dan_dorians	troy_agent_satyr
engineer	troy_main_dan_dorians	troy_agent_seer
general	troy_main_dan_dorians	troy_archer_skirmisher
general	troy_main_dan_dorians	troy_archer_trickster
general	troy_main_dan_dorians	troy_defender_aggro
general	troy_main_dan_dorians	troy_defender_quick
general	troy_main_dan_dorians	troy_defender_tank
general	troy_main_dan_dorians	troy_fighter_balanced
general	troy_main_dan_dorians	troy_fighter_disruptor
general	troy_main_dan_dorians	troy_fighter_killer
general	troy_main_dan_dorians	troy_warlord_tactician
general	troy_main_dan_dorians	troy_warlord_utility
general	troy_main_dan_dorians	troy_warlord_warmonger
minister	troy_main_dan_dorians	default
runesmith	troy_main_dan_dorians	default
spy	troy_main_dan_dorians	troy_agent_spy
wizard	troy_main_dan_dorians	default
champion	troy_main_dan_elis	troy_agent_priest
colonel	troy_main_dan_elis	troy_defender_aggro
colonel	troy_main_dan_elis	troy_fighter_balanced
colonel	troy_main_dan_elis	troy_fighter_disruptor
colonel	troy_main_dan_elis	troy_fighter_killer
dignitary	troy_main_dan_elis	troy_agent_envoy
engineer	troy_main_dan_elis	troy_agent_gorgon
engineer	troy_main_dan_elis	troy_agent_satyr
engineer	troy_main_dan_elis	troy_agent_seer
general	troy_main_dan_elis	troy_archer_skirmisher
general	troy_main_dan_elis	troy_archer_trickster
general	troy_main_dan_elis	troy_defender_aggro
general	troy_main_dan_elis	troy_defender_quick
general	troy_main_dan_elis	troy_defender_tank
general	troy_main_dan_elis	troy_fighter_balanced
general	troy_main_dan_elis	troy_fighter_disruptor
general	troy_main_dan_elis	troy_fighter_killer
general	troy_main_dan_elis	troy_warlord_tactician
general	troy_main_dan_elis	troy_warlord_utility
general	troy_main_dan_elis	troy_warlord_warmonger
minister	troy_main_dan_elis	default
runesmith	troy_main_dan_elis	default
spy	troy_main_dan_elis	troy_agent_spy
wizard	troy_main_dan_elis	default
champion	troy_main_dan_ellopians	troy_agent_priest
colonel	troy_main_dan_ellopians	troy_defender_aggro
colonel	troy_main_dan_ellopians	troy_fighter_balanced
colonel	troy_main_dan_ellopians	troy_fighter_disruptor
colonel	troy_main_dan_ellopians	troy_fighter_killer
dignitary	troy_main_dan_ellopians	troy_agent_envoy
engineer	troy_main_dan_ellopians	troy_agent_gorgon
engineer	troy_main_dan_ellopians	troy_agent_satyr
engineer	troy_main_dan_ellopians	troy_agent_seer
general	troy_main_dan_ellopians	troy_archer_skirmisher
general	troy_main_dan_ellopians	troy_archer_trickster
general	troy_main_dan_ellopians	troy_defender_aggro
general	troy_main_dan_ellopians	troy_defender_quick
general	troy_main_dan_ellopians	troy_defender_tank
general	troy_main_dan_ellopians	troy_fighter_balanced
general	troy_main_dan_ellopians	troy_fighter_disruptor
general	troy_main_dan_ellopians	troy_fighter_killer
general	troy_main_dan_ellopians	troy_warlord_tactician
general	troy_main_dan_ellopians	troy_warlord_utility
general	troy_main_dan_ellopians	troy_warlord_warmonger
minister	troy_main_dan_ellopians	default
runesmith	troy_main_dan_ellopians	default
spy	troy_main_dan_ellopians	troy_agent_spy
wizard	troy_main_dan_ellopians	default
champion	troy_main_dan_ephesos	troy_agent_priest
colonel	troy_main_dan_ephesos	troy_defender_aggro
colonel	troy_main_dan_ephesos	troy_fighter_balanced
colonel	troy_main_dan_ephesos	troy_fighter_disruptor
colonel	troy_main_dan_ephesos	troy_fighter_killer
dignitary	troy_main_dan_ephesos	troy_agent_envoy
engineer	troy_main_dan_ephesos	troy_agent_gorgon
engineer	troy_main_dan_ephesos	troy_agent_satyr
engineer	troy_main_dan_ephesos	troy_agent_seer
general	troy_main_dan_ephesos	troy_archer_skirmisher
general	troy_main_dan_ephesos	troy_archer_trickster
general	troy_main_dan_ephesos	troy_defender_aggro
general	troy_main_dan_ephesos	troy_defender_quick
general	troy_main_dan_ephesos	troy_defender_tank
general	troy_main_dan_ephesos	troy_fighter_balanced
general	troy_main_dan_ephesos	troy_fighter_disruptor
general	troy_main_dan_ephesos	troy_fighter_killer
general	troy_main_dan_ephesos	troy_warlord_tactician
general	troy_main_dan_ephesos	troy_warlord_utility
general	troy_main_dan_ephesos	troy_warlord_warmonger
minister	troy_main_dan_ephesos	default
runesmith	troy_main_dan_ephesos	default
spy	troy_main_dan_ephesos	troy_agent_spy
wizard	troy_main_dan_ephesos	default
champion	troy_main_dan_epidayrus	troy_agent_priest
colonel	troy_main_dan_epidayrus	troy_defender_aggro
colonel	troy_main_dan_epidayrus	troy_fighter_balanced
colonel	troy_main_dan_epidayrus	troy_fighter_disruptor
colonel	troy_main_dan_epidayrus	troy_fighter_killer
dignitary	troy_main_dan_epidayrus	troy_agent_envoy
engineer	troy_main_dan_epidayrus	troy_agent_gorgon
engineer	troy_main_dan_epidayrus	troy_agent_satyr
engineer	troy_main_dan_epidayrus	troy_agent_seer
general	troy_main_dan_epidayrus	troy_archer_skirmisher
general	troy_main_dan_epidayrus	troy_archer_trickster
general	troy_main_dan_epidayrus	troy_defender_aggro
general	troy_main_dan_epidayrus	troy_defender_quick
general	troy_main_dan_epidayrus	troy_defender_tank
general	troy_main_dan_epidayrus	troy_fighter_balanced
general	troy_main_dan_epidayrus	troy_fighter_disruptor
general	troy_main_dan_epidayrus	troy_fighter_killer
general	troy_main_dan_epidayrus	troy_warlord_tactician
general	troy_main_dan_epidayrus	troy_warlord_utility
general	troy_main_dan_epidayrus	troy_warlord_warmonger
minister	troy_main_dan_epidayrus	default
runesmith	troy_main_dan_epidayrus	default
spy	troy_main_dan_epidayrus	troy_agent_spy
wizard	troy_main_dan_epidayrus	default
champion	troy_main_dan_epirotes	troy_agent_priest
colonel	troy_main_dan_epirotes	troy_defender_aggro
colonel	troy_main_dan_epirotes	troy_fighter_balanced
colonel	troy_main_dan_epirotes	troy_fighter_disruptor
colonel	troy_main_dan_epirotes	troy_fighter_killer
dignitary	troy_main_dan_epirotes	troy_agent_envoy
engineer	troy_main_dan_epirotes	troy_agent_gorgon
engineer	troy_main_dan_epirotes	troy_agent_satyr
engineer	troy_main_dan_epirotes	troy_agent_seer
general	troy_main_dan_epirotes	troy_archer_skirmisher
general	troy_main_dan_epirotes	troy_archer_trickster
general	troy_main_dan_epirotes	troy_defender_aggro
general	troy_main_dan_epirotes	troy_defender_quick
general	troy_main_dan_epirotes	troy_defender_tank
general	troy_main_dan_epirotes	troy_fighter_balanced
general	troy_main_dan_epirotes	troy_fighter_disruptor
general	troy_main_dan_epirotes	troy_fighter_killer
general	troy_main_dan_epirotes	troy_warlord_tactician
general	troy_main_dan_epirotes	troy_warlord_utility
general	troy_main_dan_epirotes	troy_warlord_warmonger
minister	troy_main_dan_epirotes	default
runesmith	troy_main_dan_epirotes	default
spy	troy_main_dan_epirotes	troy_agent_spy
wizard	troy_main_dan_epirotes	default
champion	troy_main_dan_esperia	troy_agent_priest
colonel	troy_main_dan_esperia	troy_defender_aggro
colonel	troy_main_dan_esperia	troy_fighter_balanced
colonel	troy_main_dan_esperia	troy_fighter_disruptor
colonel	troy_main_dan_esperia	troy_fighter_killer
dignitary	troy_main_dan_esperia	troy_agent_envoy
engineer	troy_main_dan_esperia	troy_agent_gorgon
engineer	troy_main_dan_esperia	troy_agent_satyr
engineer	troy_main_dan_esperia	troy_agent_seer
general	troy_main_dan_esperia	troy_archer_skirmisher
general	troy_main_dan_esperia	troy_archer_trickster
general	troy_main_dan_esperia	troy_defender_aggro
general	troy_main_dan_esperia	troy_defender_quick
general	troy_main_dan_esperia	troy_defender_tank
general	troy_main_dan_esperia	troy_fighter_balanced
general	troy_main_dan_esperia	troy_fighter_disruptor
general	troy_main_dan_esperia	troy_fighter_killer
general	troy_main_dan_esperia	troy_warlord_tactician
general	troy_main_dan_esperia	troy_warlord_utility
general	troy_main_dan_esperia	troy_warlord_warmonger
minister	troy_main_dan_esperia	default
runesmith	troy_main_dan_esperia	default
spy	troy_main_dan_esperia	troy_agent_spy
wizard	troy_main_dan_esperia	default
champion	troy_main_dan_graea	troy_agent_priest
colonel	troy_main_dan_graea	troy_defender_aggro
colonel	troy_main_dan_graea	troy_fighter_balanced
colonel	troy_main_dan_graea	troy_fighter_disruptor
colonel	troy_main_dan_graea	troy_fighter_killer
dignitary	troy_main_dan_graea	troy_agent_envoy
engineer	troy_main_dan_graea	troy_agent_gorgon
engineer	troy_main_dan_graea	troy_agent_satyr
engineer	troy_main_dan_graea	troy_agent_seer
general	troy_main_dan_graea	troy_archer_skirmisher
general	troy_main_dan_graea	troy_archer_trickster
general	troy_main_dan_graea	troy_defender_aggro
general	troy_main_dan_graea	troy_defender_quick
general	troy_main_dan_graea	troy_defender_tank
general	troy_main_dan_graea	troy_fighter_balanced
general	troy_main_dan_graea	troy_fighter_disruptor
general	troy_main_dan_graea	troy_fighter_killer
general	troy_main_dan_graea	troy_warlord_tactician
general	troy_main_dan_graea	troy_warlord_utility
general	troy_main_dan_graea	troy_warlord_warmonger
minister	troy_main_dan_graea	default
runesmith	troy_main_dan_graea	default
spy	troy_main_dan_graea	troy_agent_spy
wizard	troy_main_dan_graea	default
champion	troy_main_dan_ionia	troy_agent_priest
colonel	troy_main_dan_ionia	troy_defender_aggro
colonel	troy_main_dan_ionia	troy_fighter_balanced
colonel	troy_main_dan_ionia	troy_fighter_disruptor
colonel	troy_main_dan_ionia	troy_fighter_killer
dignitary	troy_main_dan_ionia	troy_agent_envoy
engineer	troy_main_dan_ionia	troy_agent_gorgon
engineer	troy_main_dan_ionia	troy_agent_satyr
engineer	troy_main_dan_ionia	troy_agent_seer
general	troy_main_dan_ionia	troy_archer_skirmisher
general	troy_main_dan_ionia	troy_archer_trickster
general	troy_main_dan_ionia	troy_defender_aggro
general	troy_main_dan_ionia	troy_defender_quick
general	troy_main_dan_ionia	troy_defender_tank
general	troy_main_dan_ionia	troy_fighter_balanced
general	troy_main_dan_ionia	troy_fighter_disruptor
general	troy_main_dan_ionia	troy_fighter_killer
general	troy_main_dan_ionia	troy_warlord_tactician
general	troy_main_dan_ionia	troy_warlord_utility
general	troy_main_dan_ionia	troy_warlord_warmonger
minister	troy_main_dan_ionia	default
champion	troy_main_dan_ionian_rebels	troy_agent_priest
colonel	troy_main_dan_ionian_rebels	troy_defender_aggro
colonel	troy_main_dan_ionian_rebels	troy_fighter_balanced
colonel	troy_main_dan_ionian_rebels	troy_fighter_disruptor
colonel	troy_main_dan_ionian_rebels	troy_fighter_killer
dignitary	troy_main_dan_ionian_rebels	troy_agent_envoy
general	troy_main_dan_ionian_rebels	troy_archer_skirmisher
general	troy_main_dan_ionian_rebels	troy_archer_trickster
general	troy_main_dan_ionian_rebels	troy_defender_aggro
general	troy_main_dan_ionian_rebels	troy_defender_quick
general	troy_main_dan_ionian_rebels	troy_defender_tank
general	troy_main_dan_ionian_rebels	troy_fighter_balanced
general	troy_main_dan_ionian_rebels	troy_fighter_disruptor
general	troy_main_dan_ionian_rebels	troy_fighter_killer
general	troy_main_dan_ionian_rebels	troy_warlord_tactician
general	troy_main_dan_ionian_rebels	troy_warlord_utility
general	troy_main_dan_ionian_rebels	troy_warlord_warmonger
minister	troy_main_dan_ionian_rebels	default
runesmith	troy_main_dan_ionian_rebels	default
spy	troy_main_dan_ionian_rebels	troy_agent_spy
wizard	troy_main_dan_ionian_rebels	default
runesmith	troy_main_dan_ionia	default
spy	troy_main_dan_ionia	troy_agent_spy
wizard	troy_main_dan_ionia	default
champion	troy_main_dan_ithaca_separatists	troy_agent_priest
colonel	troy_main_dan_ithaca_separatists	troy_fighter_balanced
colonel	troy_main_dan_ithaca_separatists	troy_fighter_disruptor
colonel	troy_main_dan_ithaca_separatists	troy_fighter_killer
dignitary	troy_main_dan_ithaca_separatists	troy_agent_envoy
general	troy_main_dan_ithaca_separatists	troy_archer_skirmisher
general	troy_main_dan_ithaca_separatists	troy_archer_trickster
general	troy_main_dan_ithaca_separatists	troy_defender_aggro
general	troy_main_dan_ithaca_separatists	troy_defender_quick
general	troy_main_dan_ithaca_separatists	troy_defender_tank
general	troy_main_dan_ithaca_separatists	troy_fighter_balanced
general	troy_main_dan_ithaca_separatists	troy_fighter_disruptor
general	troy_main_dan_ithaca_separatists	troy_fighter_killer
general	troy_main_dan_ithaca_separatists	troy_warlord_tactician
general	troy_main_dan_ithaca_separatists	troy_warlord_utility
general	troy_main_dan_ithaca_separatists	troy_warlord_warmonger
minister	troy_main_dan_ithaca_separatists	default
runesmith	troy_main_dan_ithaca_separatists	default
spy	troy_main_dan_ithaca_separatists	troy_agent_spy
wizard	troy_main_dan_ithaca_separatists	default
champion	troy_main_dan_ithaca	troy_agent_priest
colonel	troy_main_dan_ithaca	troy_archer_skirmisher
colonel	troy_main_dan_ithaca	troy_archer_trickster
colonel	troy_main_dan_ithaca	troy_fighter_balanced
colonel	troy_main_dan_ithaca	troy_fighter_disruptor
colonel	troy_main_dan_ithaca	troy_fighter_killer
colonel	troy_main_dan_ithaca	troy_warlord_tactician
colonel	troy_main_dan_ithaca	troy_warlord_utility
colonel	troy_main_dan_ithaca	troy_warlord_warmonger
dignitary	troy_main_dan_ithaca	troy_agent_envoy
engineer	troy_main_dan_ithaca	troy_agent_gorgon
engineer	troy_main_dan_ithaca	troy_agent_satyr
engineer	troy_main_dan_ithaca	troy_agent_seer
general	troy_main_dan_ithaca	troy_archer_skirmisher
general	troy_main_dan_ithaca	troy_archer_trickster
general	troy_main_dan_ithaca	troy_fighter_balanced
general	troy_main_dan_ithaca	troy_fighter_disruptor
general	troy_main_dan_ithaca	troy_fighter_killer
general	troy_main_dan_ithaca	troy_warlord_tactician
general	troy_main_dan_ithaca	troy_warlord_utility
general	troy_main_dan_ithaca	troy_warlord_warmonger
minister	troy_main_dan_ithaca	default
runesmith	troy_main_dan_ithaca	default
spy	troy_main_dan_ithaca	troy_agent_spy
wizard	troy_main_dan_ithaca	default
champion	troy_main_dan_knossos	troy_agent_priest
colonel	troy_main_dan_knossos	troy_defender_aggro
colonel	troy_main_dan_knossos	troy_fighter_balanced
colonel	troy_main_dan_knossos	troy_fighter_disruptor
colonel	troy_main_dan_knossos	troy_fighter_killer
dignitary	troy_main_dan_knossos	troy_agent_envoy
engineer	troy_main_dan_knossos	troy_agent_gorgon
engineer	troy_main_dan_knossos	troy_agent_satyr
engineer	troy_main_dan_knossos	troy_agent_seer
general	troy_main_dan_knossos	troy_archer_skirmisher
general	troy_main_dan_knossos	troy_archer_trickster
general	troy_main_dan_knossos	troy_defender_aggro
general	troy_main_dan_knossos	troy_defender_quick
general	troy_main_dan_knossos	troy_defender_tank
general	troy_main_dan_knossos	troy_fighter_balanced
general	troy_main_dan_knossos	troy_fighter_disruptor
general	troy_main_dan_knossos	troy_fighter_killer
general	troy_main_dan_knossos	troy_warlord_tactician
general	troy_main_dan_knossos	troy_warlord_utility
general	troy_main_dan_knossos	troy_warlord_warmonger
minister	troy_main_dan_knossos	default
runesmith	troy_main_dan_knossos	default
spy	troy_main_dan_knossos	troy_agent_spy
wizard	troy_main_dan_knossos	default
champion	troy_main_dan_kyme	troy_agent_priest
colonel	troy_main_dan_kyme	troy_defender_aggro
colonel	troy_main_dan_kyme	troy_fighter_balanced
colonel	troy_main_dan_kyme	troy_fighter_disruptor
colonel	troy_main_dan_kyme	troy_fighter_killer
dignitary	troy_main_dan_kyme	troy_agent_envoy
engineer	troy_main_dan_kyme	troy_agent_gorgon
engineer	troy_main_dan_kyme	troy_agent_satyr
engineer	troy_main_dan_kyme	troy_agent_seer
general	troy_main_dan_kyme	troy_archer_skirmisher
general	troy_main_dan_kyme	troy_archer_trickster
general	troy_main_dan_kyme	troy_defender_aggro
general	troy_main_dan_kyme	troy_defender_quick
general	troy_main_dan_kyme	troy_defender_tank
general	troy_main_dan_kyme	troy_fighter_balanced
general	troy_main_dan_kyme	troy_fighter_disruptor
general	troy_main_dan_kyme	troy_fighter_killer
general	troy_main_dan_kyme	troy_warlord_tactician
general	troy_main_dan_kyme	troy_warlord_utility
general	troy_main_dan_kyme	troy_warlord_warmonger
minister	troy_main_dan_kyme	default
runesmith	troy_main_dan_kyme	default
spy	troy_main_dan_kyme	troy_agent_spy
wizard	troy_main_dan_kyme	default
champion	troy_main_dan_lapiths	troy_agent_priest
colonel	troy_main_dan_lapiths	troy_defender_aggro
colonel	troy_main_dan_lapiths	troy_fighter_balanced
colonel	troy_main_dan_lapiths	troy_fighter_disruptor
colonel	troy_main_dan_lapiths	troy_fighter_killer
dignitary	troy_main_dan_lapiths	troy_agent_envoy
engineer	troy_main_dan_lapiths	troy_agent_gorgon
engineer	troy_main_dan_lapiths	troy_agent_satyr
engineer	troy_main_dan_lapiths	troy_agent_seer
general	troy_main_dan_lapiths	troy_archer_skirmisher
general	troy_main_dan_lapiths	troy_archer_trickster
general	troy_main_dan_lapiths	troy_defender_aggro
general	troy_main_dan_lapiths	troy_defender_quick
general	troy_main_dan_lapiths	troy_defender_tank
general	troy_main_dan_lapiths	troy_fighter_balanced
general	troy_main_dan_lapiths	troy_fighter_disruptor
general	troy_main_dan_lapiths	troy_fighter_killer
general	troy_main_dan_lapiths	troy_warlord_tactician
general	troy_main_dan_lapiths	troy_warlord_utility
general	troy_main_dan_lapiths	troy_warlord_warmonger
minister	troy_main_dan_lapiths	default
runesmith	troy_main_dan_lapiths	default
spy	troy_main_dan_lapiths	troy_agent_spy
wizard	troy_main_dan_lapiths	default
champion	troy_main_dan_macednon	troy_agent_priest
colonel	troy_main_dan_macednon	troy_defender_aggro
colonel	troy_main_dan_macednon	troy_fighter_balanced
colonel	troy_main_dan_macednon	troy_fighter_disruptor
colonel	troy_main_dan_macednon	troy_fighter_killer
dignitary	troy_main_dan_macednon	troy_agent_envoy
engineer	troy_main_dan_macednon	troy_agent_gorgon
engineer	troy_main_dan_macednon	troy_agent_satyr
engineer	troy_main_dan_macednon	troy_agent_seer
general	troy_main_dan_macednon	troy_archer_skirmisher
general	troy_main_dan_macednon	troy_archer_trickster
general	troy_main_dan_macednon	troy_defender_aggro
general	troy_main_dan_macednon	troy_defender_quick
general	troy_main_dan_macednon	troy_defender_tank
general	troy_main_dan_macednon	troy_fighter_balanced
general	troy_main_dan_macednon	troy_fighter_disruptor
general	troy_main_dan_macednon	troy_fighter_killer
general	troy_main_dan_macednon	troy_warlord_tactician
general	troy_main_dan_macednon	troy_warlord_utility
general	troy_main_dan_macednon	troy_warlord_warmonger
minister	troy_main_dan_macednon	default
runesmith	troy_main_dan_macednon	default
spy	troy_main_dan_macednon	troy_agent_spy
wizard	troy_main_dan_macednon	default
champion	troy_main_dan_magnetes	troy_agent_priest
colonel	troy_main_dan_magnetes	troy_defender_aggro
colonel	troy_main_dan_magnetes	troy_fighter_balanced
colonel	troy_main_dan_magnetes	troy_fighter_disruptor
colonel	troy_main_dan_magnetes	troy_fighter_killer
dignitary	troy_main_dan_magnetes	troy_agent_envoy
engineer	troy_main_dan_magnetes	troy_agent_gorgon
engineer	troy_main_dan_magnetes	troy_agent_satyr
engineer	troy_main_dan_magnetes	troy_agent_seer
general	troy_main_dan_magnetes	troy_archer_skirmisher
general	troy_main_dan_magnetes	troy_archer_trickster
general	troy_main_dan_magnetes	troy_defender_aggro
general	troy_main_dan_magnetes	troy_defender_quick
general	troy_main_dan_magnetes	troy_defender_tank
general	troy_main_dan_magnetes	troy_fighter_balanced
general	troy_main_dan_magnetes	troy_fighter_disruptor
general	troy_main_dan_magnetes	troy_fighter_killer
general	troy_main_dan_magnetes	troy_warlord_tactician
general	troy_main_dan_magnetes	troy_warlord_utility
general	troy_main_dan_magnetes	troy_warlord_warmonger
minister	troy_main_dan_magnetes	default
runesmith	troy_main_dan_magnetes	default
spy	troy_main_dan_magnetes	troy_agent_spy
wizard	troy_main_dan_magnetes	default
champion	troy_main_dan_makaria	troy_agent_priest
colonel	troy_main_dan_makaria	troy_defender_aggro
colonel	troy_main_dan_makaria	troy_fighter_balanced
colonel	troy_main_dan_makaria	troy_fighter_disruptor
colonel	troy_main_dan_makaria	troy_fighter_killer
dignitary	troy_main_dan_makaria	troy_agent_envoy
engineer	troy_main_dan_makaria	troy_agent_gorgon
engineer	troy_main_dan_makaria	troy_agent_satyr
engineer	troy_main_dan_makaria	troy_agent_seer
general	troy_main_dan_makaria	troy_archer_skirmisher
general	troy_main_dan_makaria	troy_archer_trickster
general	troy_main_dan_makaria	troy_defender_aggro
general	troy_main_dan_makaria	troy_defender_quick
general	troy_main_dan_makaria	troy_defender_tank
general	troy_main_dan_makaria	troy_fighter_balanced
general	troy_main_dan_makaria	troy_fighter_disruptor
general	troy_main_dan_makaria	troy_fighter_killer
general	troy_main_dan_makaria	troy_warlord_tactician
general	troy_main_dan_makaria	troy_warlord_utility
general	troy_main_dan_makaria	troy_warlord_warmonger
minister	troy_main_dan_makaria	default
runesmith	troy_main_dan_makaria	default
spy	troy_main_dan_makaria	troy_agent_spy
wizard	troy_main_dan_makaria	default
champion	troy_main_dan_meliboea	troy_agent_priest
colonel	troy_main_dan_meliboea	troy_defender_aggro
colonel	troy_main_dan_meliboea	troy_fighter_balanced
colonel	troy_main_dan_meliboea	troy_fighter_disruptor
colonel	troy_main_dan_meliboea	troy_fighter_killer
dignitary	troy_main_dan_meliboea	troy_agent_envoy
engineer	troy_main_dan_meliboea	troy_agent_gorgon
engineer	troy_main_dan_meliboea	troy_agent_satyr
engineer	troy_main_dan_meliboea	troy_agent_seer
general	troy_main_dan_meliboea	troy_archer_skirmisher
general	troy_main_dan_meliboea	troy_archer_trickster
general	troy_main_dan_meliboea	troy_defender_aggro
general	troy_main_dan_meliboea	troy_defender_quick
general	troy_main_dan_meliboea	troy_defender_tank
general	troy_main_dan_meliboea	troy_fighter_balanced
general	troy_main_dan_meliboea	troy_fighter_disruptor
general	troy_main_dan_meliboea	troy_fighter_killer
general	troy_main_dan_meliboea	troy_warlord_tactician
general	troy_main_dan_meliboea	troy_warlord_utility
general	troy_main_dan_meliboea	troy_warlord_warmonger
minister	troy_main_dan_meliboea	default
runesmith	troy_main_dan_meliboea	default
spy	troy_main_dan_meliboea	troy_agent_spy
wizard	troy_main_dan_meliboea	default
champion	troy_main_dan_miletus	troy_agent_priest
colonel	troy_main_dan_miletus	troy_defender_aggro
colonel	troy_main_dan_miletus	troy_fighter_balanced
colonel	troy_main_dan_miletus	troy_fighter_disruptor
colonel	troy_main_dan_miletus	troy_fighter_killer
dignitary	troy_main_dan_miletus	troy_agent_envoy
engineer	troy_main_dan_miletus	troy_agent_gorgon
