art_set_id	level	age	portrait	season	uniform	card	info	sea_uniform	navy_uniform	land_animation	sea_animation	navy_animation	id	religion	land_animation_vfx_filter	sea_animation_vfx_filter	new_field	new_field	new_field	voiceover	composite_scene
troy_warlord_menestheus_chariot_3	0	0		none	troy_warlord_menestheus	troy_warlord_menestheus		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1377226433		0	0				vo_actor_group_genhero30s_02	composite_scene\porthole\troy_warlord_menestheus_chariot_3.csc
troy_defender_thracian_hero_chariot_5	0	0		none	troy_defender_thracian_hero	troy_defender_thracian_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1377549459		0	0				vo_actor_group_genhero30s_03	
troy_dlc1_trojan_amazons_archer_3	0	0		none	troy_dlc1_archer_3	troy_dlc1_ama_gen_archer_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	1377884942		0	0				vo_actor_amazon_genhero30s_01	
troy_archer_chariot_2	0	0		none	troy_archer	troy_archer_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	1380938477		0	0				vo_actor_group_genhero30s_01	composite_scene\porthole\troy_archer_chariot_1.csc
troy_defender_nestor_old	0	0		none	troy_defender_nestor_old	troy_defender_nestor_old		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1383226917		0	0				vo_actor_group_genhero50s_01	
troy_fighter_ionian_hero_chariot_2	0	0		none	troy_fighter_ionian_hero	troy_fighter_ionian_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1383591270		0	0				vo_actor_group_genhero30s_02	composite_scene\porthole\troy_fighter_ionian_hero_chariot_2.csc
troy_warlord_maeonian_hero_chariot_3	0	0		none	troy_warlord_maeonian_hero	troy_warlord_maeonian_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1383687670		0	0				vo_actor_group_genhero30s_02	composite_scene\porthole\troy_warlord_maeonian_hero_chariot_3.csc
troy_fighter_aeolian_hero_2_chariot_2	0	0		none	troy_fighter_aeolian_hero_2	troy_fighter_aeolian_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1388806958		0	0				vo_actor_group_genhero20s_02	composite_scene\porthole\troy_fighter_aeolian_hero_2_chariot_1.csc
troy_warlord_aeolian_hero_chariot_3	0	0		none	troy_warlord_aeolian_hero	troy_warlord_aeolian_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1388936889		0	0				vo_actor_group_genhero30s_01	composite_scene\porthole\troy_warlord_aeolian_hero_chariot_3.csc
troy_archer_dorian_hero_chariot_2	0	0		none	troy_archer_dorian_hero	troy_archer_dorian_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	1391913732		0	0				vo_actor_group_genhero30s_02	composite_scene\porthole\troy_archer_dorian_hero_chariot_1.csc
troy_warlord_aeolian_hero_4_chariot_2	0	0		none	troy_warlord_aeolian_hero_4	troy_warlord_aeolian_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1392319552		0	0				vo_actor_group_genhero50s_02	composite_scene\porthole\troy_warlord_aeolian_hero_4_chariot_1.csc
troy_warlord_dorian_hero_3_chariot_2	0	0		none	troy_warlord_dorian_hero_3	troy_warlord_dorian_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1392816688		0	0				vo_actor_group_genhero20s_02	composite_scene\porthole\troy_warlord_dorian_hero_3_chariot_1.csc
troy_fighter_maeonian_hero_3_chariot_1	0	0		none	troy_fighter_maeonian_hero_3	troy_fighter_maeonian_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1400144999		0	0				vo_actor_group_genhero20s_03	composite_scene\porthole\troy_fighter_maeonian_hero_3_chariot_1.csc
troy_dlc1_horde_amazons_warlord_3_chariot_3	0	0		none	troy_dlc1_warlord_3	troy_dlc1_ama_gen_warlord_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	140612340		0	0				vo_actor_amazon_genhero20s_01	
troy_defender_lelegan_hero_2_chariot_2	0	0		none	troy_defender_lelegan_hero_2	troy_defender_lelegan_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1408306666		0	0				vo_actor_group_genhero20s_03	composite_scene\porthole\troy_defender_lelegan_hero_2_chariot_1.csc
troy_fighter_aeolian_hero_4_chariot_3	0	0		none	troy_fighter_aeolian_hero_4	troy_fighter_aeolian_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	141024705		0	0				vo_actor_group_genhero50s_01	composite_scene\porthole\troy_fighter_aeolian_hero_4_chariot_3.csc
troy_archer_hero_4	0	0		none	troy_archer_hero_4	troy_archer_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	141148755		0	0				vo_actor_group_genhero50s_01	
troy_hero_achilles_epic_chariot_2	0	0		none	troy_hero_achilles_epic	troy_hero_achilles_epic		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_achil_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1411822433		0	0				vo_actor_group_hero_achilles	composite_scene\porthole\troy_hero_achilles_epic_chariot_1.csc
troy_archer_thracian_hero_3_chariot_3	0	0		none	troy_archer_thracian_hero_3	troy_archer_thracian_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	1414705888		0	0				vo_actor_group_genhero20s_03	composite_scene\porthole\troy_archer_thracian_hero_3_chariot_1.csc
troy_archer_maeonian_hero_3_chariot_2	0	0		none	troy_archer_maeonian_hero_3	troy_archer_maeonian_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	1421561039		0	0				vo_actor_group_genhero20s_03	composite_scene\porthole\troy_archer_maeonian_hero_3_chariot_1.csc
troy_dlc1_trojan_amazons_archer_3_chariot_2	0	0		none	troy_dlc1_archer_3	troy_dlc1_ama_gen_archer_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	1424967484		0	0				vo_actor_amazon_genhero30s_01	
troy_dlc1_trojan_amazons_fighter_1_chariot_2	0	0		none	troy_dlc1_fighter_1	troy_dlc1_ama_gen_fighter_hero_1		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	142792099		0	0				vo_actor_amazon_genhero20s_01	
troy_fighter_ionian_hero_4_chariot_2	0	0		none	troy_fighter_ionian_hero_4	troy_fighter_ionian_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1431766890		0	0				vo_actor_group_genhero50s_02	composite_scene\porthole\troy_fighter_ionian_hero_4_chariot_1.csc
troy_dlc1_trojan_amazons_warlord_1	0	0		none	troy_dlc1_warlord_1	troy_dlc1_ama_gen_warlord_hero_1		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1447841644		0	0				vo_actor_amazon_genhero20s_02	
troy_fighter_aeolian_hero	0	0		none	troy_fighter_aeolian_hero	troy_fighter_aeolian_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1455967147		0	0				vo_actor_group_genhero30s_03	
troy_warlord_oileus	0	0		none	troy_warlord_oileus	troy_warlord_oileus		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1456028158		0	0				vo_actor_group_genhero50s_02	
troy_warlord_pelasgian_hero_4_chariot_1	0	0		none	troy_warlord_pelasgian_hero_4	troy_warlord_pelasgian_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1456857703		0	0				vo_actor_group_genhero50s_02	composite_scene\porthole\troy_warlord_pelasgian_hero_4_chariot_1.csc
troy_fighter_hero_3_chariot_4	0	0		none	troy_fighter_hero_3	troy_fighter_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1459153380		0	0				vo_actor_group_genhero20s_02	composite_scene\porthole\troy_fighter_hero_3_chariot_3.csc
troy_dlc1_horde_amazons_archer_2	0	0		none	troy_dlc1_archer_2	troy_dlc1_ama_gen_archer_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	1459242605		0	0				vo_actor_amazon_genhero30s_02	
troy_defender_pelasgian_hero_chariot_2	0	0		none	troy_defender_pelasgian_hero	troy_defender_pelasgian_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1461133798		0	0				vo_actor_group_genhero30s_02	composite_scene\porthole\troy_defender_pelasgian_hero_chariot_2.csc
troy_defender_lelegan_hero_chariot_4	0	0		none	troy_defender_lelegan_hero	troy_defender_lelegan_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1461289470		0	0				vo_actor_group_genhero30s_03	composite_scene\porthole\troy_defender_lelegan_hero_chariot_2.csc
troy_warlord_pelasgian_hero_2_chariot_3	0	0		none	troy_warlord_pelasgian_hero_2	troy_warlord_pelasgian_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1465004156		0	0				vo_actor_group_genhero20s_02	composite_scene\porthole\troy_warlord_pelasgian_hero_2_chariot_3.csc
troy_warlord_pelasgian_hero_chariot_2	0	0		none	troy_warlord_pelasgian_hero	troy_warlord_pelasgian_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1467860312		0	0				vo_actor_group_genhero30s_03	composite_scene\porthole\troy_warlord_pelasgian_hero_chariot_1.csc
troy_hippolyta_chariot_5	0	0		none									1475292657		0	0				vo_actor_group_hero_hippolyta	composite_scene\porthole\troy_hippolyta_chariot_5.csc
troy_penthesilea	0	0		none	troy_penthesilea			troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_penth_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1479372626		0	0				vo_actor_group_hero_penthesilea	
troy_fighter_ionian_hero_3_chariot_3	0	0		none	troy_fighter_ionian_hero_3	troy_fighter_ionian_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1479945015		0	0				vo_actor_group_genhero20s_02	composite_scene\porthole\troy_fighter_ionian_hero_3_chariot_3.csc
troy_defender_thracian_hero_chariot_2	0	0		none	troy_defender_thracian_hero	troy_defender_thracian_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1480030369		0	0				vo_actor_group_genhero30s_03	composite_scene\porthole\troy_defender_thracian_hero_chariot_2.csc
troy_fighter_troilos_chariot_2	0	0		none	troy_fighter_troilos	troy_fighter_troilos		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1480177754		0	0				vo_actor_group_genhero30s_03	composite_scene\porthole\troy_fighter_troilos_chariot_1.csc
troy_warlord_alcinous	0	0		none	troy_warlord_alcinous	troy_warlord_alcinous		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	148144525		0	0				vo_actor_group_genhero50s_02	
troy_archer_aeolian_hero_3_chariot_2	0	0		none	troy_archer_aeolian_hero_3	troy_archer_aeolian_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	1483820857		0	0				vo_actor_group_genhero20s_03	composite_scene\porthole\troy_archer_aeolian_hero_3_chariot_1.csc
troy_defender_nestor_old_chariot_2	0	0		none	troy_defender_nestor_old	troy_defender_nestor_old		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1490610312		0	0				vo_actor_group_genhero50s_01	composite_scene\porthole\troy_defender_nestor_old_chariot_2.csc
troy_menelaus	0	0		none	troy_menelaus	troy_hero_menelaus		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_menel_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1494000785		0	0				vo_actor_group_hero_menelaus	
troy_warlord_hero_4_chariot_1	0	0		none	troy_warlord_hero_4	troy_warlord_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1499001806		0	0				vo_actor_group_genhero50s_02	composite_scene\porthole\troy_warlord_hero_4_chariot_1.csc
troy_fighter_dorian_hero_chariot_4	0	0		none	troy_fighter_dorian_hero	troy_fighter_dorian_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1499153988		0	0				vo_actor_group_genhero30s_03	composite_scene\porthole\troy_fighter_dorian_hero_chariot_3.csc
troy_defender_hero_4_chariot_3	0	0		none	troy_defender_hero_4	troy_defender_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1500153885		0	0				vo_actor_group_genhero50s_01	composite_scene\porthole\troy_defender_hero_4_chariot_3.csc
troy_warlord_pelasgian_hero_4_chariot_2	0	0		none	troy_warlord_pelasgian_hero_4	troy_warlord_pelasgian_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1505768679		0	0				vo_actor_group_genhero50s_02	composite_scene\porthole\troy_warlord_pelasgian_hero_4_chariot_1.csc
troy_dlc1_trojan_amazons_warlord_2_chariot_2	0	0		none	troy_dlc1_warlord_2	troy_dlc1_ama_gen_warlord_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1506524443		0	0				vo_actor_amazon_genhero30s_01	
troy_archer_maeonian_hero_4	0	0		none	troy_archer_maeonian_hero_4	troy_archer_maeonian_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	1509075144		0	0				vo_actor_group_genhero50s_01	
troy_archer_aegisthus_chariot_2	0	0		none	troy_archer_aegisthus	troy_archer_aegisthus		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_odyss_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	1510025846		0	0				vo_actor_group_genhero30s_01	composite_scene\porthole\troy_archer_aegisthus_chariot_1.csc
troy_dlc1_horde_amazons_warlord_2_chariot_3	0	0		none	troy_dlc1_warlord_2	troy_dlc1_ama_gen_warlord_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1512602767		0	0				vo_actor_amazon_genhero30s_01	
troy_fighter_patroclus_chariot_3	0	0		none	troy_fighter_patroclus	troy_fighter_patroclus		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1514435548		0	0				vo_actor_group_genhero20s_02	composite_scene\porthole\troy_fighter_patroclus_chariot_1.csc
troy_fighter_dorian_hero_3_chariot_3	0	0		none	troy_fighter_dorian_hero_3	troy_fighter_dorian_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	151639822		0	0				vo_actor_group_genhero20s_01	composite_scene\porthole\troy_fighter_dorian_hero_3_chariot_1.csc
troy_archer_dorian_hero_4_chariot_3	0	0		none	troy_archer_dorian_hero_4	troy_archer_dorian_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	1516500383		0	0				vo_actor_group_genhero50s_02	composite_scene\porthole\troy_archer_dorian_hero_4_chariot_1.csc
troy_agent_helen_01	0	0		none	troy_agent_helen			troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_agent_hu1b_helen	cam_heavy_ship_04	cam_heavy_ship_04	1518906939		0	0				vo_actor_group_priestess	
troy_warlord_ionian_hero_2_chariot_2	0	0		none	troy_warlord_ionian_hero_2	troy_warlord_ionian_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1521283889		0	0				vo_actor_group_genhero20s_03	composite_scene\porthole\troy_warlord_ionian_hero_2_chariot_1.csc
troy_archer_lelegan_hero_2_chariot_2	0	0		none	troy_archer_lelegan_hero_2	troy_archer_lelegan_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	1522277997		0	0				vo_actor_group_genhero20s_02	composite_scene\porthole\troy_archer_lelegan_hero_2_chariot_1.csc
troy_fighter_troilos_chariot_5	0	0		none	troy_fighter_troilos	troy_fighter_troilos		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1525134778		0	0				vo_actor_group_genhero30s_03	
troy_defender_maeonian_hero_chariot_4	0	0		none	troy_defender_maeonian_hero	troy_defender_maeonian_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1526521818		0	0				vo_actor_group_genhero30s_03	composite_scene\porthole\troy_defender_maeonian_hero_chariot_2.csc
troy_defender_dorian_hero_4	0	0		none	troy_defender_dorian_hero_4	troy_defender_dorian_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1527317269		0	0				vo_actor_group_genhero50s_02	
troy_archer_ionian_hero_4	0	0		none	troy_archer_ionian_hero_4	troy_archer_ionian_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	1533027576		0	0				vo_actor_group_genhero50s_02	
troy_defender_aeolian_hero_3_chariot_2	0	0		none	troy_defender_aeolian_hero_3	troy_defender_aeolian_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1533125826		0	0				vo_actor_group_genhero20s_03	composite_scene\porthole\troy_defender_aeolian_hero_3_chariot_1.csc
troy_defender_maeonian_hero	0	0		none	troy_defender_maeonian_hero	troy_defender_maeonian_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1534451276		0	0				vo_actor_group_genhero30s_03	
troy_defender_ionian_hero	0	0		none	troy_defender_ionian_hero	troy_defender_ionian_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1535414434		0	0				vo_actor_group_genhero30s_03	
troy_dlc1_trojan_amazons_archer_1_chariot_3	0	0		none	troy_dlc1_archer_1	troy_dlc1_ama_gen_archer_hero_1		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	153785828		0	0				vo_actor_amazon_genhero30s_01	composite_scene\porthole\troy_dlc1_horde_amazons_archer_1_chariot_1.csc
troy_fighter_aeolian_hero_3_chariot_2	0	0		none	troy_fighter_aeolian_hero_3	troy_fighter_aeolian_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1538543676		0	0				vo_actor_group_genhero20s_03	composite_scene\porthole\troy_fighter_aeolian_hero_3_chariot_2.csc
troy_defender_pelasgian_hero_4_chariot_2	0	0		none	troy_defender_pelasgian_hero_4	troy_defender_pelasgian_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1538917183		0	0				vo_actor_group_genhero50s_01	composite_scene\porthole\troy_defender_pelasgian_hero_4_chariot_1.csc
troy_fighter_ionian_hero_2_chariot_2	0	0		none	troy_fighter_ionian_hero_2	troy_fighter_ionian_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1541536208		0	0				vo_actor_group_genhero20s_01	composite_scene\porthole\troy_fighter_ionian_hero_2_chariot_1.csc
troy_warlord_lelegan_hero_4	0	0		none	troy_warlord_lelegan_hero_4	troy_warlord_lelegan_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1542618096		0	0				vo_actor_group_genhero50s_02	
troy_archer_aegisthus	0	0		none	troy_archer_aegisthus	troy_archer_aegisthus		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_odyss_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	1544133641		0	0				vo_actor_group_genhero30s_01	
troy_archer_dorian_hero	0	0		none	troy_archer_dorian_hero	troy_archer_dorian_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	1544905494		0	0				vo_actor_group_genhero30s_02	
troy_defender_ionian_hero_4_chariot_1	0	0		none	troy_defender_ionian_hero_4	troy_defender_ionian_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1546572780		0	0				vo_actor_group_genhero50s_01	composite_scene\porthole\troy_defender_ionian_hero_4_chariot_1.csc
troy_defender_hero_2_chariot_3	0	0		none	troy_defender_hero_2	troy_defender_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1551886518		0	0				vo_actor_group_genhero20s_02	composite_scene\porthole\troy_defender_hero_2_chariot_3.csc
troy_dlc1_horde_amazons_fighter_2_chariot_2	0	0		none	troy_dlc1_fighter_2	troy_dlc1_ama_gen_fighter_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1552064534		0	0				vo_actor_amazon_genhero20s_02	
troy_archer_lelegan_hero_3_chariot_3	0	0		none	troy_archer_lelegan_hero_3	troy_archer_lelegan_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	1552178975		0	0				vo_actor_group_genhero20s_03	composite_scene\porthole\troy_archer_lelegan_hero_3_chariot_1.csc
troy_fighter_diomedes_chariot_5	0	0		none	troy_fighter_diomedes	troy_fighter_diomedes		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1553567355		0	0				vo_actor_group_genhero30s_01	
troy_archer_thracian_hero_4_chariot_1	0	0		none	troy_archer_thracian_hero_4	troy_archer_thracian_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	1558750336		0	0				vo_actor_group_genhero50s_01	composite_scene\porthole\troy_archer_thracian_hero_4_chariot_1.csc
troy_archer_ionian_hero_4_chariot_3	0	0		none	troy_archer_ionian_hero_4	troy_archer_ionian_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	1559084513		0	0				vo_actor_group_genhero50s_02	composite_scene\porthole\troy_archer_ionian_hero_4_chariot_1.csc
troy_archer_lelegan_hero_4_chariot_2	0	0		none	troy_archer_lelegan_hero_4	troy_archer_lelegan_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	1559639897		0	0				vo_actor_group_genhero50s_01	composite_scene\porthole\troy_archer_lelegan_hero_4_chariot_1.csc
troy_fighter_dorian_hero_chariot_1	0	0		none	troy_fighter_dorian_hero	troy_fighter_dorian_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1563061284		0	0				vo_actor_group_genhero30s_03	composite_scene\porthole\troy_fighter_dorian_hero_chariot_1.csc
