agent_type	art_set_id	culture	subculture	faction	is_custom	is_male	agent_subtype	campaign_map_scale	main_unit
general	troy_defender_hero_3_chariot_2		troy_main_sbc_danaan_achaeans		false	true	default	1.35	troy_hero_defender_agro_chariot_heavy
general	troy_defender_hero_3_chariot_3		troy_main_sbc_danaan_achaeans		false	true	default	1.35	troy_hero_defender_agro_chariot_javelin
general	troy_defender_hero_4		troy_main_sbc_danaan_achaeans		false	true	troy_defender_tank	1.35	troy_hero_defender_tank
general	troy_defender_hero_4_chariot_1		troy_main_sbc_danaan_achaeans		false	true	default	1.35	troy_hero_defender_tank_chariot
general	troy_defender_hero_4_chariot_2		troy_main_sbc_danaan_achaeans		false	true	default	1.35	troy_hero_defender_tank_chariot_heavy
general	troy_defender_hero_4_chariot_3		troy_main_sbc_danaan_achaeans		false	true	default	1.35	troy_hero_defender_tank_chariot_javelin
general	troy_defender_idomeneus				true	true	troy_defender_tank	1.35	troy_hero_defender_tank
general	troy_defender_idomeneus_chariot_1				true	true	default	1.35	troy_hero_defender_tank_chariot
general	troy_defender_idomeneus_chariot_2				true	true	default	1.35	troy_hero_defender_tank_chariot_heavy
general	troy_defender_idomeneus_chariot_3				true	true	default	1.35	troy_hero_defender_tank_chariot_javelin
general	troy_defender_ionian_hero		troy_main_sbc_danaan_ionians		false	true	troy_defender_quick	1.35	troy_ach_chariots
general	troy_defender_ionian_hero_2		troy_main_sbc_danaan_ionians		false	true	troy_defender_aggro	1.35	troy_hero_defender_agro
general	troy_defender_ionian_hero_2_chariot_1		troy_main_sbc_danaan_ionians		false	true	default	1.35	troy_hero_defender_agro_chariot
general	troy_defender_ionian_hero_2_chariot_2		troy_main_sbc_danaan_ionians		false	true	default	1.35	troy_hero_defender_agro_chariot_heavy
general	troy_defender_ionian_hero_2_chariot_3		troy_main_sbc_danaan_ionians		false	true	default	1.35	troy_hero_defender_agro_chariot_javelin
general	troy_defender_ionian_hero_3		troy_main_sbc_danaan_ionians		false	true	troy_defender_quick	1.35	troy_hero_defender_quick
general	troy_defender_ionian_hero_3_chariot_1		troy_main_sbc_danaan_ionians		false	true	default	1.35	troy_hero_defender_quick_chariot
general	troy_defender_ionian_hero_3_chariot_2		troy_main_sbc_danaan_ionians		false	true	default	1.35	troy_hero_defender_quick_chariot_ammo
general	troy_defender_ionian_hero_3_chariot_3		troy_main_sbc_danaan_ionians		false	true	default	1.35	troy_hero_defender_quick_chariot_melee
general	troy_defender_ionian_hero_3_chariot_4		troy_main_sbc_danaan_ionians		false	true	default	1.35	troy_hero_defender_quick_chariot_ranged
general	troy_defender_ionian_hero_3_chariot_5		troy_main_sbc_danaan_ionians		false	true	default	1.35	troy_hero_defender_quick_ranged
general	troy_defender_ionian_hero_4		troy_main_sbc_danaan_ionians		false	true	troy_defender_tank	1.35	troy_hero_defender_tank
general	troy_defender_ionian_hero_4_chariot_1		troy_main_sbc_danaan_ionians		false	true	default	1.35	troy_hero_defender_tank_chariot
general	troy_defender_ionian_hero_4_chariot_2		troy_main_sbc_danaan_ionians		false	true	default	1.35	troy_hero_defender_tank_chariot_heavy
general	troy_defender_ionian_hero_4_chariot_3		troy_main_sbc_danaan_ionians		false	true	default	1.35	troy_hero_defender_tank_chariot_javelin
general	troy_defender_ionian_hero_chariot_1		troy_main_sbc_danaan_ionians		false	true	default	1.35	troy_hero_defender_quick
general	troy_defender_ionian_hero_chariot_2		troy_main_sbc_danaan_ionians		false	true	default	1.35	troy_hero_defender_quick_chariot
general	troy_defender_ionian_hero_chariot_3		troy_main_sbc_danaan_ionians		false	true	default	1.35	troy_hero_defender_quick_chariot_ammo
general	troy_defender_ionian_hero_chariot_4		troy_main_sbc_danaan_ionians		false	true	default	1.35	troy_hero_defender_quick_chariot_melee
general	troy_defender_ionian_hero_chariot_5		troy_main_sbc_danaan_ionians		false	true	default	1.35	troy_hero_defender_quick_chariot_ranged
general	troy_defender_lelegan_hero		troy_main_sbc_trojan_leleges		false	true	troy_defender_quick	1.35	troy_hero_defender_quick
general	troy_defender_lelegan_hero_2		troy_main_sbc_trojan_leleges		false	true	troy_defender_aggro	1.35	troy_hero_defender_agro
general	troy_defender_lelegan_hero_2_chariot_1		troy_main_sbc_trojan_leleges		false	true	default	1.35	troy_hero_defender_agro_chariot
general	troy_defender_lelegan_hero_2_chariot_2		troy_main_sbc_trojan_leleges		false	true	default	1.35	troy_hero_defender_agro_chariot_heavy
general	troy_defender_lelegan_hero_2_chariot_3		troy_main_sbc_trojan_leleges		false	true	default	1.35	troy_hero_defender_agro_chariot_javelin
general	troy_defender_lelegan_hero_3		troy_main_sbc_trojan_leleges		false	true	troy_defender_aggro	1.35	troy_hero_defender_agro
general	troy_defender_lelegan_hero_3_chariot_1		troy_main_sbc_trojan_leleges		false	true	default	1.35	troy_hero_defender_agro_chariot
general	troy_defender_lelegan_hero_3_chariot_2		troy_main_sbc_trojan_leleges		false	true	default	1.35	troy_hero_defender_agro_chariot_heavy
general	troy_defender_lelegan_hero_3_chariot_3		troy_main_sbc_trojan_leleges		false	true	default	1.35	troy_hero_defender_agro_chariot_javelin
general	troy_defender_lelegan_hero_4		troy_main_sbc_trojan_leleges		false	true	troy_defender_tank	1.35	troy_hero_defender_tank
general	troy_defender_lelegan_hero_4_chariot_1		troy_main_sbc_trojan_leleges		false	true	default	1.35	troy_hero_defender_tank_chariot
general	troy_defender_lelegan_hero_4_chariot_2		troy_main_sbc_trojan_leleges		false	true	default	1.35	troy_hero_defender_tank_chariot_heavy
general	troy_defender_lelegan_hero_4_chariot_3		troy_main_sbc_trojan_leleges		false	true	default	1.35	troy_hero_defender_tank_chariot_javelin
general	troy_defender_lelegan_hero_chariot_1		troy_main_sbc_trojan_leleges		false	true	default	1.35	troy_hero_defender_quick_chariot
general	troy_defender_lelegan_hero_chariot_2		troy_main_sbc_trojan_leleges		false	true	default	1.35	troy_hero_defender_quick_chariot_ammo
general	troy_defender_lelegan_hero_chariot_3		troy_main_sbc_trojan_leleges		false	true	default	1.35	troy_hero_defender_quick_chariot_melee
general	troy_defender_lelegan_hero_chariot_4		troy_main_sbc_trojan_leleges		false	true	default	1.35	troy_hero_defender_quick_chariot_ranged
general	troy_defender_lelegan_hero_chariot_5		troy_main_sbc_trojan_leleges		false	true	default	1.35	troy_hero_defender_quick_ranged
general	troy_defender_maeonian_hero		troy_main_sbc_trojan_maeonians		false	true	troy_defender_quick	1.35	troy_hero_defender_quick
general	troy_defender_maeonian_hero_2		troy_main_sbc_trojan_maeonians		false	true	troy_defender_aggro	1.35	troy_hero_defender_agro
general	troy_defender_maeonian_hero_2_chariot_1		troy_main_sbc_trojan_maeonians		false	true	default	1.35	troy_hero_defender_agro_chariot
general	troy_defender_maeonian_hero_2_chariot_2		troy_main_sbc_trojan_maeonians		false	true	default	1.35	troy_hero_defender_agro_chariot_heavy
general	troy_defender_maeonian_hero_2_chariot_3		troy_main_sbc_trojan_maeonians		false	true	default	1.35	troy_hero_defender_agro_chariot_javelin
general	troy_defender_maeonian_hero_3		troy_main_sbc_trojan_maeonians		false	true	troy_defender_aggro	1.35	troy_hero_defender_agro
general	troy_defender_maeonian_hero_3_chariot_1		troy_main_sbc_trojan_maeonians		false	true	default	1.35	troy_hero_defender_agro_chariot
general	troy_defender_maeonian_hero_3_chariot_2		troy_main_sbc_trojan_maeonians		false	true	default	1.35	troy_hero_defender_agro_chariot_heavy
general	troy_defender_maeonian_hero_3_chariot_3		troy_main_sbc_trojan_maeonians		false	true	default	1.35	troy_hero_defender_agro_chariot_javelin
general	troy_defender_maeonian_hero_4		troy_main_sbc_trojan_maeonians		false	true	troy_defender_tank	1.35	troy_hero_defender_tank
general	troy_defender_maeonian_hero_4_chariot_1		troy_main_sbc_trojan_maeonians		false	true	default	1.35	troy_hero_defender_tank_chariot
general	troy_defender_maeonian_hero_4_chariot_2		troy_main_sbc_trojan_maeonians		false	true	default	1.35	troy_hero_defender_tank_chariot_heavy
general	troy_defender_maeonian_hero_4_chariot_3		troy_main_sbc_trojan_maeonians		false	true	default	1.35	troy_hero_defender_tank_chariot_javelin
general	troy_defender_maeonian_hero_chariot_1		troy_main_sbc_trojan_maeonians		false	true	default	1.35	troy_hero_defender_quick_chariot
general	troy_defender_maeonian_hero_chariot_2		troy_main_sbc_trojan_maeonians		false	true	default	1.35	troy_hero_defender_quick_chariot_ammo
general	troy_defender_maeonian_hero_chariot_3		troy_main_sbc_trojan_maeonians		false	true	default	1.35	troy_hero_defender_quick_chariot_melee
general	troy_defender_maeonian_hero_chariot_4		troy_main_sbc_trojan_maeonians		false	true	default	1.35	troy_hero_defender_quick_chariot_ranged
general	troy_defender_maeonian_hero_chariot_5		troy_main_sbc_trojan_maeonians		false	true	default	1.35	troy_hero_defender_quick_ranged
general	troy_defender_nestor_old				true	true	troy_defender_quick	1.35	troy_hero_defender_quick
general	troy_defender_nestor_old_chariot_1				true	true	default	1.35	troy_hero_defender_quick_chariot
general	troy_defender_nestor_old_chariot_2				true	true	default	1.35	troy_hero_defender_quick_chariot_ammo
general	troy_defender_nestor_old_chariot_3				true	true	default	1.35	troy_hero_defender_quick_chariot_melee
general	troy_defender_nestor_old_chariot_4				true	true	default	1.35	troy_hero_defender_quick_chariot_ranged
general	troy_defender_nestor_old_chariot_5				true	true	default	1.35	troy_hero_defender_quick_ranged
general	troy_defender_nestor_young			troy_main_dan_pylos_tutorial	true	true	default	1.35	troy_tutorial_battle_nestor
general	troy_defender_nestor_young_chariot_1				true	true	default	1.35	troy_hero_defender_quick_chariot
general	troy_defender_nestor_young_chariot_2				true	true	default	1.35	troy_hero_defender_quick_chariot_ammo
general	troy_defender_nestor_young_chariot_3				true	true	default	1.35	troy_hero_defender_quick_chariot_melee
general	troy_defender_nestor_young_chariot_4				true	true	default	1.35	troy_hero_defender_quick_chariot_ranged
general	troy_defender_nestor_young_chariot_5				true	true	default	1.35	troy_hero_defender_quick_ranged
general	troy_defender_orestes				true	true	troy_defender_quick	1.35	troy_hero_defender_quick
general	troy_defender_orestes_chariot_1				true	true	default	1.35	troy_hero_defender_quick_chariot
general	troy_defender_orestes_chariot_2				true	true	default	1.35	troy_hero_defender_quick_chariot_ammo
general	troy_defender_orestes_chariot_3				true	true	default	1.35	troy_hero_defender_quick_chariot_melee
general	troy_defender_orestes_chariot_4				true	true	default	1.35	troy_hero_defender_quick_chariot_ranged
general	troy_defender_orestes_chariot_5				true	true	default	1.35	troy_hero_defender_quick_ranged
general	troy_defender_pelasgian_hero		troy_main_sbc_trojan_pelasgians		false	true	troy_defender_quick	1.35	troy_hero_defender_quick
general	troy_defender_pelasgian_hero_2		troy_main_sbc_trojan_pelasgians		false	true	troy_defender_aggro	1.35	troy_hero_defender_agro
general	troy_defender_pelasgian_hero_2_chariot_1		troy_main_sbc_trojan_pelasgians		false	true	default	1.35	troy_hero_defender_agro_chariot
general	troy_defender_pelasgian_hero_2_chariot_2		troy_main_sbc_trojan_pelasgians		false	true	default	1.35	troy_hero_defender_agro_chariot_heavy
general	troy_defender_pelasgian_hero_2_chariot_3		troy_main_sbc_trojan_pelasgians		false	true	default	1.35	troy_hero_defender_agro_chariot_javelin
general	troy_defender_pelasgian_hero_3		troy_main_sbc_trojan_pelasgians		false	true	troy_defender_aggro	1.35	troy_hero_defender_agro
general	troy_defender_pelasgian_hero_3_chariot_1		troy_main_sbc_trojan_pelasgians		false	true	default	1.35	troy_hero_defender_agro_chariot
general	troy_defender_pelasgian_hero_3_chariot_2		troy_main_sbc_trojan_pelasgians		false	true	default	1.35	troy_hero_defender_agro_chariot_heavy
general	troy_defender_pelasgian_hero_3_chariot_3		troy_main_sbc_trojan_pelasgians		false	true	default	1.35	troy_hero_defender_agro_chariot_javelin
general	troy_defender_pelasgian_hero_4		troy_main_sbc_trojan_pelasgians		false	true	troy_defender_tank	1.35	troy_hero_defender_tank
general	troy_defender_pelasgian_hero_4_chariot_1		troy_main_sbc_trojan_pelasgians		false	true	default	1.35	troy_hero_defender_tank_chariot
general	troy_defender_pelasgian_hero_4_chariot_2		troy_main_sbc_trojan_pelasgians		false	true	default	1.35	troy_hero_defender_tank_chariot_heavy
general	troy_defender_pelasgian_hero_4_chariot_3		troy_main_sbc_trojan_pelasgians		false	true	default	1.35	troy_hero_defender_tank_chariot_javelin
general	troy_defender_pelasgian_hero_chariot_1		troy_main_sbc_trojan_pelasgians		false	true	default	1.35	troy_hero_defender_quick_chariot
general	troy_defender_pelasgian_hero_chariot_2		troy_main_sbc_trojan_pelasgians		false	true	default	1.35	troy_hero_defender_quick_chariot_ammo
general	troy_defender_pelasgian_hero_chariot_3		troy_main_sbc_trojan_pelasgians		false	true	default	1.35	troy_hero_defender_quick_chariot_melee
general	troy_defender_pelasgian_hero_chariot_4		troy_main_sbc_trojan_pelasgians		false	true	default	1.35	troy_hero_defender_quick_chariot_ranged
general	troy_defender_pelasgian_hero_chariot_5		troy_main_sbc_trojan_pelasgians		false	true	default	1.35	troy_hero_defender_quick_ranged
general	troy_defender_thracian_hero		troy_main_sbc_trojan_thracians		false	true	troy_defender_quick	1.35	troy_hero_defender_quick
general	troy_defender_thracian_hero_2		troy_main_sbc_trojan_thracians		false	true	troy_defender_aggro	1.35	troy_hero_defender_agro
general	troy_defender_thracian_hero_2_chariot_1		troy_main_sbc_trojan_thracians		false	true	default	1.35	troy_hero_defender_agro_chariot
general	troy_defender_thracian_hero_2_chariot_2		troy_main_sbc_trojan_thracians		false	true	default	1.35	troy_hero_defender_agro_chariot_heavy
general	troy_defender_thracian_hero_2_chariot_3		troy_main_sbc_trojan_thracians		false	true	default	1.35	troy_hero_defender_agro_chariot_javelin
general	troy_defender_thracian_hero_3		troy_main_sbc_trojan_thracians		false	true	troy_defender_aggro	1.35	troy_hero_defender_agro
general	troy_defender_thracian_hero_3_chariot_1		troy_main_sbc_trojan_thracians		false	true	default	1.35	troy_hero_defender_agro_chariot
general	troy_defender_thracian_hero_3_chariot_2		troy_main_sbc_trojan_thracians		false	true	default	1.35	troy_hero_defender_agro_chariot_heavy
general	troy_defender_thracian_hero_3_chariot_3		troy_main_sbc_trojan_thracians		false	true	default	1.35	troy_hero_defender_agro_chariot_javelin
general	troy_defender_thracian_hero_4		troy_main_sbc_trojan_thracians		false	true	troy_defender_tank	1.35	troy_hero_defender_tank
general	troy_defender_thracian_hero_4_chariot_1		troy_main_sbc_trojan_thracians		false	true	default	1.35	troy_hero_defender_tank_chariot
general	troy_defender_thracian_hero_4_chariot_2		troy_main_sbc_trojan_thracians		false	true	default	1.35	troy_hero_defender_tank_chariot_heavy
general	troy_defender_thracian_hero_4_chariot_3		troy_main_sbc_trojan_thracians		false	true	default	1.35	troy_hero_defender_tank_chariot_javelin
general	troy_defender_thracian_hero_chariot_1		troy_main_sbc_trojan_thracians		false	true	default	1.35	troy_hero_defender_quick_chariot
general	troy_defender_thracian_hero_chariot_2		troy_main_sbc_trojan_thracians		false	true	default	1.35	troy_hero_defender_quick_chariot_ammo
general	troy_defender_thracian_hero_chariot_3		troy_main_sbc_trojan_thracians		false	true	default	1.35	troy_hero_defender_quick_chariot_melee
general	troy_defender_thracian_hero_chariot_4		troy_main_sbc_trojan_thracians		false	true	default	1.35	troy_hero_defender_quick_chariot_ranged
general	troy_defender_thracian_hero_chariot_5		troy_main_sbc_trojan_thracians		false	true	default	1.35	troy_hero_defender_quick_ranged
general	troy_dlc1_horde_amazons_archer_1		troy_amazons_sbc_horde_amazons		false	true	troy_dlc1_pen_archer_skirmisher	1.35	troy_dlc1_pen_hero_archer_skirmisher
general	troy_dlc1_horde_amazons_archer_1_chariot_1		troy_amazons_sbc_horde_amazons		false	true	default	1.35	troy_dlc1_pen_hero_archer_skirmisher_chariot_ammo
general	troy_dlc1_horde_amazons_archer_1_chariot_2		troy_amazons_sbc_horde_amazons		false	true	default	1.35	troy_dlc1_pen_hero_skirmisher_archer_horse_wild
general	troy_dlc1_horde_amazons_archer_1_chariot_3		troy_amazons_sbc_horde_amazons		false	true	default	1.35	troy_dlc1_pen_hero_skirmisher_archer_horse_wild_spec_fearless
general	troy_dlc1_horde_amazons_archer_2		troy_amazons_sbc_horde_amazons		false	true	troy_dlc1_pen_archer_trickster	1.35	troy_dlc1_pen_hero_archer_trickster
general	troy_dlc1_horde_amazons_archer_2_chariot_1		troy_amazons_sbc_horde_amazons		false	true	default	1.35	troy_dlc1_pen_hero_archer_trickster_chariot_ammo
general	troy_dlc1_horde_amazons_archer_2_chariot_2		troy_amazons_sbc_horde_amazons		false	true	default	1.35	troy_dlc1_pen_hero_trickster_archer_horse_wild
general	troy_dlc1_horde_amazons_archer_2_chariot_3		troy_amazons_sbc_horde_amazons		false	true	default	1.35	troy_dlc1_pen_hero_trickster_archer_horse_wild_spec_fearless
general	troy_dlc1_horde_amazons_archer_3		troy_amazons_sbc_horde_amazons		false	true	troy_dlc1_pen_archer_skirmisher	1.35	troy_dlc1_pen_hero_archer_skirmisher
general	troy_dlc1_horde_amazons_archer_3_chariot_1		troy_amazons_sbc_horde_amazons		false	true	default	1.35	troy_dlc1_pen_hero_archer_skirmisher_chariot_ammo
general	troy_dlc1_horde_amazons_archer_3_chariot_2		troy_amazons_sbc_horde_amazons		false	true	default	1.35	troy_dlc1_pen_hero_skirmisher_archer_horse_wild
general	troy_dlc1_horde_amazons_archer_3_chariot_3		troy_amazons_sbc_horde_amazons		false	true	default	1.35	troy_dlc1_pen_hero_skirmisher_archer_horse_wild_spec_fearless
general	troy_dlc1_horde_amazons_fighter_1		troy_amazons_sbc_horde_amazons		false	true	troy_dlc1_pen_fighter_balanced	1.35	troy_dlc1_pen_hero_fighter_balanced
general	troy_dlc1_horde_amazons_fighter_1_chariot_1		troy_amazons_sbc_horde_amazons		false	true	default	1.35	troy_dlc1_pen_hero_balanced_horse_melee
general	troy_dlc1_horde_amazons_fighter_1_chariot_2		troy_amazons_sbc_horde_amazons		false	true	default	1.35	troy_dlc1_pen_hero_balanced_horse_melee_spec_leadership_armour
general	troy_dlc1_horde_amazons_fighter_1_chariot_3		troy_amazons_sbc_horde_amazons		false	true	default	1.35	troy_dlc1_pen_hero_fighter_balanced_chariot_heavy
general	troy_dlc1_horde_amazons_fighter_2		troy_amazons_sbc_horde_amazons		false	true	troy_dlc1_pen_fighter_disruptor	1.35	troy_dlc1_pen_hero_fighter_disruptor
general	troy_dlc1_horde_amazons_fighter_2_chariot_1		troy_amazons_sbc_horde_amazons		false	true	default	1.35	troy_dlc1_pen_hero_fighter_disruptor_chariot_melee
general	troy_dlc1_horde_amazons_fighter_2_chariot_2		troy_amazons_sbc_horde_amazons		false	true	default	1.35	troy_dlc1_pen_hero_fighter_disruptor_horse_javelin
general	troy_dlc1_horde_amazons_fighter_2_chariot_3		troy_amazons_sbc_horde_amazons		false	true	default	1.35	troy_dlc1_pen_hero_fighter_disruptor_horse_javelin_spec_ammo
general	troy_dlc1_horde_amazons_fighter_3		troy_amazons_sbc_horde_amazons		false	true	troy_dlc1_pen_fighter_killer	1.35	troy_dlc1_pen_hero_fighter_killer
general	troy_dlc1_horde_amazons_fighter_3_chariot_1		troy_amazons_sbc_horde_amazons		false	true	default	1.35	troy_dlc1_pen_hero_fighter_killer_chariot_heavy
general	troy_dlc1_horde_amazons_fighter_3_chariot_2		troy_amazons_sbc_horde_amazons		false	true	default	1.35	troy_dlc1_pen_hero_killer_horse_melee
general	troy_dlc1_horde_amazons_fighter_3_chariot_3		troy_amazons_sbc_horde_amazons		false	true	default	1.35	troy_dlc1_pen_hero_killer_horse_melee_spec_leadership_armour
general	troy_dlc1_horde_amazons_warlord_1		troy_amazons_sbc_horde_amazons		false	true	troy_dlc1_pen_warlord_tactician	1.35	troy_dlc1_pen_hero_warlord_tactician
general	troy_dlc1_horde_amazons_warlord_1_chariot_1		troy_amazons_sbc_horde_amazons		false	true	default	1.35	troy_dlc1_pen_hero_warlord_tactician_chariot_melee
general	troy_dlc1_horde_amazons_warlord_1_chariot_2		troy_amazons_sbc_horde_amazons		false	true	default	1.35	troy_dlc1_pen_hero_warlord_tactician_horse_javelin
general	troy_dlc1_horde_amazons_warlord_1_chariot_3		troy_amazons_sbc_horde_amazons		false	true	default	1.35	troy_dlc1_pen_hero_warlord_tactician_horse_javelin_spec_ammo
general	troy_dlc1_horde_amazons_warlord_2		troy_amazons_sbc_horde_amazons		false	true	troy_dlc1_pen_warlord_utility	1.35	troy_dlc1_pen_hero_warlord_utility
general	troy_dlc1_horde_amazons_warlord_2_chariot_1		troy_amazons_sbc_horde_amazons		false	true	default	1.35	troy_dlc1_pen_hero_warlord_utility_chariot_melee
general	troy_dlc1_horde_amazons_warlord_2_chariot_2		troy_amazons_sbc_horde_amazons		false	true	default	1.35	troy_dlc1_pen_hero_warlord_utility_horse_javelin
general	troy_dlc1_horde_amazons_warlord_2_chariot_3		troy_amazons_sbc_horde_amazons		false	true	default	1.35	troy_dlc1_pen_hero_warlord_utility_horse_javelin_spec_ammo
general	troy_dlc1_horde_amazons_warlord_3		troy_amazons_sbc_horde_amazons		false	true	troy_dlc1_pen_warlord_warmonger	1.35	troy_dlc1_pen_hero_warlord_warmonger
general	troy_dlc1_horde_amazons_warlord_3_chariot_1		troy_amazons_sbc_horde_amazons		false	true	default	1.35	troy_dlc1_pen_hero_warlord_warmonger_chariot_heavy
general	troy_dlc1_horde_amazons_warlord_3_chariot_2		troy_amazons_sbc_horde_amazons		false	true	default	1.35	troy_dlc1_pen_hero_warmonger_horse_melee
general	troy_dlc1_horde_amazons_warlord_3_chariot_3		troy_amazons_sbc_horde_amazons		false	true	default	1.35	troy_dlc1_pen_hero_warmonger_horse_melee_spec_leadership_armour
general	troy_dlc1_trojan_amazons_archer_1		troy_amazons_sbc_trojan_amazons		false	true	troy_dlc1_hip_archer_trickster	1.35	troy_dlc1_hip_hero_archer_trickster
general	troy_dlc1_trojan_amazons_archer_1_chariot_1		troy_amazons_sbc_trojan_amazons		false	true	default	1.35	troy_dlc1_hip_hero_trickster_archer_horse_wild
general	troy_dlc1_trojan_amazons_archer_1_chariot_2		troy_amazons_sbc_trojan_amazons		false	true	default	1.35	troy_dlc1_hip_hero_trickster_archer_horse_wild_spec_fearless
general	troy_dlc1_trojan_amazons_archer_1_chariot_3		troy_amazons_sbc_trojan_amazons		false	true	default	1.35	troy_dlc1_hip_hero_trickster_chariot_ammo
general	troy_dlc1_trojan_amazons_archer_2		troy_amazons_sbc_trojan_amazons		false	true	troy_dlc1_hip_archer_skirmisher	1.35	troy_dlc1_hip_hero_archer_skirmisher
general	troy_dlc1_trojan_amazons_archer_2_chariot_1		troy_amazons_sbc_trojan_amazons		false	true	default	1.35	troy_dlc1_hip_hero_skirmisher_archer_horse_wild
general	troy_dlc1_trojan_amazons_archer_2_chariot_2		troy_amazons_sbc_trojan_amazons		false	true	default	1.35	troy_dlc1_hip_hero_skirmisher_archer_horse_wild_spec_fearless
general	troy_dlc1_trojan_amazons_archer_2_chariot_3		troy_amazons_sbc_trojan_amazons		false	true	default	1.35	troy_dlc1_hip_hero_skirmisher_chariot_ammo
general	troy_dlc1_trojan_amazons_archer_3		troy_amazons_sbc_trojan_amazons		false	true	troy_dlc1_hip_archer_trickster	1.35	troy_dlc1_hip_hero_archer_trickster
general	troy_dlc1_trojan_amazons_archer_3_chariot_1		troy_amazons_sbc_trojan_amazons		false	true	default	1.35	troy_dlc1_hip_hero_trickster_archer_horse_wild
general	troy_dlc1_trojan_amazons_archer_3_chariot_2		troy_amazons_sbc_trojan_amazons		false	true	default	1.35	troy_dlc1_hip_hero_trickster_archer_horse_wild_spec_fearless
general	troy_dlc1_trojan_amazons_archer_3_chariot_3		troy_amazons_sbc_trojan_amazons		false	true	default	1.35	troy_dlc1_hip_hero_trickster_chariot_ammo
general	troy_dlc1_trojan_amazons_fighter_1		troy_amazons_sbc_trojan_amazons		false	true	troy_dlc1_hip_fighter_balanced	1.35	troy_dlc1_hip_hero_fighter_balanced
general	troy_dlc1_trojan_amazons_fighter_1_chariot_1		troy_amazons_sbc_trojan_amazons		false	true	default	1.35	troy_dlc1_hip_hero_balanced_horse_melee
general	troy_dlc1_trojan_amazons_fighter_1_chariot_2		troy_amazons_sbc_trojan_amazons		false	true	default	1.35	troy_dlc1_hip_hero_balanced_horse_melee_spec_leadership_armour
general	troy_dlc1_trojan_amazons_fighter_1_chariot_3		troy_amazons_sbc_trojan_amazons		false	true	default	1.35	troy_dlc1_hip_hero_fighter_balanced_chariot_heavy
general	troy_dlc1_trojan_amazons_fighter_2		troy_amazons_sbc_trojan_amazons		false	true	troy_dlc1_hip_fighter_disruptor	1.35	troy_dlc1_hip_hero_fighter_disruptor
general	troy_dlc1_trojan_amazons_fighter_2_chariot_1		troy_amazons_sbc_trojan_amazons		false	true	default	1.35	troy_dlc1_hip_hero_fighter_disruptor_chariot_melee
general	troy_dlc1_trojan_amazons_fighter_2_chariot_2		troy_amazons_sbc_trojan_amazons		false	true	default	1.35	troy_dlc1_hip_hero_fighter_disruptor_horse_javelin
general	troy_dlc1_trojan_amazons_fighter_2_chariot_3		troy_amazons_sbc_trojan_amazons		false	true	default	1.35	troy_dlc1_hip_hero_fighter_disruptor_horse_javelin_spec_ammo
general	troy_dlc1_trojan_amazons_fighter_3		troy_amazons_sbc_trojan_amazons		false	true	troy_dlc1_hip_fighter_killer	1.35	troy_dlc1_hip_hero_fighter_killer
general	troy_dlc1_trojan_amazons_fighter_3_chariot_1		troy_amazons_sbc_trojan_amazons		false	true	default	1.35	troy_dlc1_hip_hero_fighter_killer_chariot_heavy
general	troy_dlc1_trojan_amazons_fighter_3_chariot_2		troy_amazons_sbc_trojan_amazons		false	true	default	1.35	troy_dlc1_hip_hero_killer_horse_melee
general	troy_dlc1_trojan_amazons_fighter_3_chariot_3		troy_amazons_sbc_trojan_amazons		false	true	default	1.35	troy_dlc1_hip_hero_killer_horse_melee_spec_leadership_armour
general	troy_dlc1_trojan_amazons_warlord_1		troy_amazons_sbc_trojan_amazons		false	true	troy_dlc1_hip_warlord_tactician	1.35	troy_dlc1_hip_hero_warlord_tactician
general	troy_dlc1_trojan_amazons_warlord_1_chariot_1		troy_amazons_sbc_trojan_amazons		false	true	default	1.35	troy_dlc1_hip_hero_warlord_tactician_chariot_melee
general	troy_dlc1_trojan_amazons_warlord_1_chariot_2		troy_amazons_sbc_trojan_amazons		false	true	default	1.35	troy_dlc1_hip_hero_warlord_tactician_horse_javelin
general	troy_dlc1_trojan_amazons_warlord_1_chariot_3		troy_amazons_sbc_trojan_amazons		false	true	default	1.35	troy_dlc1_hip_hero_warlord_tactician_horse_javelin_spec_ammo
general	troy_dlc1_trojan_amazons_warlord_2		troy_amazons_sbc_trojan_amazons		false	true	troy_dlc1_hip_warlord_utility	1.35	troy_dlc1_hip_hero_warlord_utility
general	troy_dlc1_trojan_amazons_warlord_2_chariot_1		troy_amazons_sbc_trojan_amazons		false	true	default	1.35	troy_dlc1_hip_hero_warlord_utility_chariot_melee
general	troy_dlc1_trojan_amazons_warlord_2_chariot_2		troy_amazons_sbc_trojan_amazons		false	true	default	1.35	troy_dlc1_hip_hero_warlord_utility_horse_javelin
general	troy_dlc1_trojan_amazons_warlord_2_chariot_3		troy_amazons_sbc_trojan_amazons		false	true	default	1.35	troy_dlc1_hip_hero_warlord_utility_horse_javelin_spec_ammo
general	troy_dlc1_trojan_amazons_warlord_3		troy_amazons_sbc_trojan_amazons		false	true	troy_dlc1_hip_warlord_warmonger	1.35	troy_dlc1_hip_hero_warlord_warmonger
general	troy_dlc1_trojan_amazons_warlord_3_chariot_1		troy_amazons_sbc_trojan_amazons		false	true	default	1.35	troy_dlc1_hip_hero_warlord_warmonger_chariot_heavy
