effect	icon	priority	icon_negative	category	is_positive_value_good
troy_effect_agent_spy_growth_all	fx_icon_growth.png	100	fx_icon_growth_negative.png	campaign	true
troy_effect_agent_spy_hinder_enemy_settlement_public_order		100		campaign	true
troy_effect_agent_spy_hold_out_time_when_besieging		0		campaign	true
troy_effect_agent_spy_host_army_sight_range_mod	fx_icon_spy.png	100	fx_icon_army.png	campaign	true
troy_effect_agent_spy_host_army_sight_range_mod_add_outcome	fx_icon_army.png	100	fx_icon_army.png	campaign	true
troy_effect_agent_spy_own_settlement_public_order	fx_icon_happiness.png	100	fx_icon_happiness.png	campaign	true
troy_effect_agent_spy_own_settlement_sight_mod	fx_icon_siege_defence.png	100	fx_icon_siege_defence.png	campaign	true
troy_effect_agent_spy_own_settlement_sight_operational	fx_icon_siege_defence.png	100	fx_icon_siege_defence.png	campaign	true
troy_effect_agent_spy_own_settlement_sight_operational_cost_mod	fx_icon_agent.png	100	fx_icon_agent.png	campaign	true
troy_effect_agent_spy_poison_enemy_army		0		campaign	true
troy_effect_agent_spy_poison_enemy_army_cannot_fail	fx_icon_agent.png	100	fx_icon_agent.png	campaign	true
troy_effect_agent_spy_poison_enemy_army_mod	fx_icon_agent.png	100	fx_icon_agent.png	campaign	true
troy_effect_agent_spy_poisoning_hero	fx_icon_agent.png	100	fx_icon_agent.png	campaign	true
troy_effect_agent_spy_recovery_time_mod_enemy_agent	fx_icon_agent.png	100	fx_icon_agent.png	campaign	true
troy_effect_agent_spy_replenishment_rate_hosting_army	fx_icon_replenishment.png	100	fx_icon_replenishment.png	campaign	true
troy_effect_agent_spy_replenishment_rate_own_army		0		campaign	true
troy_effect_agent_spy_replenishment_rate_own_army_mod	fx_icon_replenishment.png	100	fx_icon_replenishment.png	campaign	true
troy_effect_agent_spy_success_act_again	fx_icon_agent.png	100	fx_icon_agent.png	campaign	true
troy_effect_agent_spy_success_assassinate_attritions_enemy_army	fx_icon_agent.png	100	fx_icon_agent.png	campaign	true
troy_effect_agent_spy_success_mod	fx_icon_spy.png	100	fx_icon_spy.png	campaign	true
troy_effect_agent_stayr_happy_elders		0		campaign	true
troy_effect_anc_battle_speed_cavalry	fx_icon_charge.png	100	fx_icon_charge.png	campaign	true
troy_effect_ancillary_armour_mod_all_units_siege	fx_icon_armour.png	600	fx_icon_armour.png	battle	true
troy_effect_ancillary_armour_spec_giant_units	fx_icon_armour.png	600	fx_icon_armour.png	battle	true
troy_effect_ancillary_battle_speed_chariot_units	fx_icon_battle_movement.png	100	fx_icon_battle_movement.png	campaign	true
troy_effect_ancillary_battle_speed_hero	fx_icon_battle_movement.png	100	fx_icon_battle_movement.png	battle	true
troy_effect_ancillary_battle_speed_light_units	fx_icon_battle_movement.png	100	fx_icon_battle_movement.png	campaign	true
troy_effect_ancillary_battle_speed_spear_units	fx_icon_battle_movement.png	100	fx_icon_battle_movement.png	campaign	true
troy_effect_ancillary_melee_defence_giant_units	fx_icon_defence.png	600	fx_icon_defence.png	battle	true
troy_effect_ancillary_recruitment_cost_spartoi	fx_icon_resource_income.png	105	fx_icon_resource_income.png	campaign	false
troy_effect_ancillary_self_weapon_strength_against_trojans	fx_icon_weapon_damage.png	600	fx_icon_weapon_damage.png	battle	true
troy_effect_army_ammunition_all_armies_inland_open_field	fx_icon_ammo.png	61	fx_icon_ammo.png	battle	true
troy_effect_army_ammunition_all_units_defending_siege	fx_icon_ammo.png	61	fx_icon_ammo.png	battle	true
troy_effect_army_ammunitions_all	fx_icon_ammo.png	100	fx_icon_ammo.png	battle	true
troy_effect_army_ammunitions_archers	fx_icon_ammo.png	100	fx_icon_ammo.png	battle	true
troy_effect_army_armour_mod_all	fx_icon_armour.png	101	fx_icon_armour.png	battle	true
troy_effect_army_armour_piercing_all_armies_inland_open_field	fx_icon_armour_piercing.png	55	fx_icon_armour.png	battle	true
troy_effect_army_armour_piercing_damage_island_battles	fx_icon_armour_piercing.png	55	fx_icon_armour.png	battle	true
troy_effect_army_armour_piercing_damage_island_battles_2	fx_icon_armour_piercing.png	55	fx_icon_armour_piercing.png	battle	true
troy_effect_army_attrition_due_to_sabotage	fx_icon_attrition.png	0	fx_icon_attrition.png	campaign	true
troy_effect_army_attrition_from_desertation	fx_icon_attrition.png	101	fx_icon_attrition.png	campaign	false
troy_effect_army_attrition_mod_deep_sea	fx_icon_attrition.png	101	fx_icon_attrition.png	campaign	false
troy_effect_army_battle_armour_mod_shield_units	fx_icon_armour.png	101	fx_icon_armour.png	battle	true
troy_effect_army_battle_speed_movement_all_units	fx_icon_battle_movement.png	115	fx_icon_battle_movement.png	battle	true
troy_effect_army_battle_speed_movement_infantry	fx_icon_battle_movement.png	101	fx_icon_battle_movement.png	battle	true
troy_effect_army_battle_speed_movement_island_battles	fx_icon_battle_movement.png	101	fx_icon_battle_movement.png	battle	true
troy_effect_army_battle_speed_movement_melee_cav_chariot	fx_icon_battle_movement.png	101	fx_icon_battle_movement.png	battle	true
troy_effect_army_battle_speed_movement_siege_battles	fx_icon_battle_movement.png	600	fx_icon_battle_movement.png	battle	true
troy_effect_army_battle_upkeep_mod_non_ranged_units	fx_icon_resource_upkeep.png	101	fx_icon_resource_income.png	campaign	false
troy_effect_army_campaign_ambush_defence_success_chance	fx_icon_ambush.png	110	fx_icon_ambush.png	campaign	true
troy_effect_army_campaign_attrition_all_immunity	fx_icon_attrition.png	56	fx_icon_attrition.png	campaign	true
troy_effect_army_campaign_attrition_desert_resistance	disaster.png	100	disaster.png	campaign	false
troy_effect_army_campaign_attrition_snow_resistance	disaster.png	100	disaster.png	campaign	false
troy_effect_army_campaign_attrition_storm_resistance	disaster.png	100	disaster.png	campaign	false
troy_effect_army_campaign_attrition_swamp_resistance	disaster.png	100	disaster.png	campaign	false
troy_effect_army_campaign_movement_mod_armies	fx_icon_campaign_movement.png	101	fx_icon_campaign_movement.png	campaign	true
troy_effect_army_campaign_movement_mod_armies_enemy	fx_icon_campaign_movement.png	101	fx_icon_campaign_movement.png	campaign	false
troy_effect_army_campaign_movement_mod_fleets	fx_icon_campaign_movement.png	1	fx_icon_campaign_movement.png	campaign	true
troy_effect_army_campaign_movement_range	fx_icon_campaign_movement.png	13	fx_icon_campaign_movement.png	campaign	true
troy_effect_army_campaign_recruitment_points	fx_icon_unit_capacity.png	270	fx_icon_unit_capacity.png	campaign	true
troy_effect_army_campaign_reinforcement_range	fx_icon_military.png	101	fx_icon_military.png	campaign	true
troy_effect_army_campaign_siege_attack_holdout_time	fx_icon_siege_attack.png	102	fx_icon_siege_attack.png	campaign	true
troy_effect_army_campaign_siege_defend_attrition	fx_icon_attrition.png	101	fx_icon_attrition.png	campaign	false
troy_effect_army_campaign_stance_ambush_hidden_dummy	fx_icon_subterfuge.png	102	fx_icon_subterfuge.png	campaign	true
troy_effect_army_campaign_stance_ap_cost	fx_icon_campaign_movement.png	2	fx_icon_campaign_movement.png	campaign	true
troy_effect_army_campaign_stance_begin_fatigued_3_winded	fx_icon_fatigue_positive.png	101	fx_icon_fatigue_negative.png	battle	false
troy_effect_army_campaign_stance_begin_fatigued_4_tired	fx_icon_fatigue_positive.png	101	fx_icon_fatigue_negative.png	battle	false
troy_effect_army_campaign_stance_cannot_attack_dummy	fx_icon_army.png	623	fx_icon_army.png	campaign	true
troy_effect_army_campaign_stance_cannot_move_dummy	fx_icon_campaign_movement.png	225	fx_icon_campaign_movement.png	campaign	true
troy_effect_army_campaign_stance_cannot_recruit_dummy	fx_icon_attrition.png	91	fx_icon_attrition.png	campaign	true
troy_effect_army_campaign_stance_diplomacy_penalty_dummy	fx_icon_diplomacy.png	114	fx_icon_diplomacy.png	campaign	true
troy_effect_army_campaign_stance_fortification_recruitment_dummy	fx_icon_replenishment.png	5	fx_icon_replenishment.png	campaign	true
troy_effect_army_campaign_stance_growth_all_dummy	fx_icon_growth.png	47	fx_icon_growth_negative.png	campaign	false
troy_effect_army_campaign_stance_march_retreat_dummy	fx_icon_army.png	622	fx_icon_army.png	campaign	false
troy_effect_army_campaign_stance_public_order_hit_dummy	fx_icon_happiness.png	46	fx_icon_happiness.png	campaign	false
troy_effect_army_campaign_upkeep	fx_icon_resource_upkeep.png	70	fx_icon_resource_income.png	campaign	false
troy_effect_army_charge_all_units	fx_icon_charge.png	100	fx_icon_charge.png	battle	true
troy_effect_army_charge_bonus_mod_enemy_when_we_attack	fx_icon_charge.png	101	fx_icon_charge.png	battle	false
troy_effect_army_charge_bonus_mod_when_attacking_all	fx_icon_charge.png	101	fx_icon_charge.png	battle	true
troy_effect_army_effect_morale_mod	fx_icon_morale.png	100	fx_icon_morale.png	battle	true
troy_effect_army_effect_morale_mod_all_own	fx_icon_morale.png	100	fx_icon_morale.png	battle	true
troy_effect_army_effect_morale_ranged_units	fx_icon_morale.png	100	fx_icon_morale.png	campaign	true
troy_effect_army_enable_attribute_berserk	fx_icon_berserk.png	620	fx_icon_berserk.png	battle	false
troy_effect_army_enable_desertation_attrition_hidden		0		campaign	false
troy_effect_army_income_from_sacking	fx_icon_resource_income.png	100	fx_icon_resource_upkeep.png	campaign	true
troy_effect_army_land_unit_cap	fx_icon_unit_capacity.png	100	fx_icon_unit_capacity.png	campaign	true
troy_effect_army_leaves_via_port	fx_icon_army.png	100		campaign	true
troy_effect_army_melee_attack_for_spearmen	fx_icon_melee.png	100	fx_icon_melee.png	battle	true
troy_effect_army_melee_attack_mod_all	fx_icon_melee.png	101	fx_icon_melee.png	battle	true
troy_effect_army_melee_attack_mod_all_enemy_army	fx_icon_melee.png	100	fx_icon_melee.png	battle	false
troy_effect_army_melee_attack_mod_when_attacking_all_armies	fx_icon_melee.png	101	fx_icon_melee.png	battle	true
troy_effect_army_melee_defence_all_armies_inland_open_field	fx_icon_defence.png	61	fx_icon_defence.png	battle	true
troy_effect_army_melee_defence_mod_all	fx_icon_defence.png	61	fx_icon_defence.png	battle	true
troy_effect_army_melee_defence_mod_all_enemy_units	fx_icon_defence.png	100	fx_icon_defence.png	battle	false
troy_effect_army_missile_damage_mod	fx_icon_ranged_damage.png	100	fx_icon_ranged_damage.png	campaign	true
troy_effect_army_missile_damage_mod_archers	fx_icon_ranged_damage.png	600	fx_icon_ranged_damage.png	battle	true
troy_effect_army_missile_damage_mod_slingers	fx_icon_ranged_damage.png	600	fx_icon_ranged_damage.png	battle	true
troy_effect_army_missile_resistance_all	fx_icon_resistance_missile.png	100	fx_icon_resistance_missile.png	battle	true
troy_effect_army_morale_all_armies_inland_open_field	fx_icon_morale.png	101	fx_icon_morale.png	battle	true
troy_effect_army_morale_all_enemy_units	fx_icon_morale.png	101	fx_icon_morale.png	battle	false
troy_effect_army_morale_all_enemy_units_dummy_for_ares	fx_icon_morale.png	101	fx_icon_morale.png	battle	false
troy_effect_army_morale_all_enemy_units_generic	fx_icon_morale.png	101	fx_icon_morale.png	battle	true
troy_effect_army_morale_defending	fx_icon_morale.png	101	fx_icon_morale.png	battle	true
troy_effect_army_morale_mod_enemy_when_we_besiege_them	fx_icon_morale.png	101	fx_icon_morale.png	battle	false
troy_effect_army_morale_mult_defending	fx_icon_morale.png	101	fx_icon_morale.png	battle	true
troy_effect_army_morale_mult_when_attacking	fx_icon_morale.png	101	fx_icon_morale.png	battle	true
troy_effect_army_myth_centaurs_upkeep	fx_icon_resource_upkeep.png	100	fx_icon_resource_income.png	campaign	false
troy_effect_army_myth_cyclops_upkeep	fx_icon_resource_upkeep.png	100	fx_icon_resource_income.png	campaign	false
troy_effect_army_myth_giants_upkeep	fx_icon_resource_upkeep.png	100	fx_icon_resource_income.png	campaign	false
troy_effect_army_myth_minotaur_upkeep	fx_icon_resource_upkeep.png	100	fx_icon_resource_income.png	campaign	false
troy_effect_army_navy_campaign_attrition_high_seas_resistance	fx_icon_naval_battle.png	100	fx_icon_naval_battle.png	campaign	false
troy_effect_army_navy_morale	fx_icon_morale.png	101	fx_icon_morale.png	battle	true
troy_effect_army_own_campaign_movement_range	fx_icon_campaign_movement.png	60	fx_icon_campaign_movement.png	campaign	true
troy_effect_army_post_battle_loot_mod	fx_icon_resource_income.png	101	fx_icon_resource_upkeep.png	campaign	true
troy_effect_army_recruitment_cost_mod_all_army_units	fx_icon_resource_income.png	90	fx_icon_resource_upkeep.png	campaign	false
troy_effect_army_recruitment_cost_mod_all_units_influenced_province	fx_icon_resource_upkeep.png	100	fx_icon_resource_income.png	campaign	false
troy_effect_army_recruitment_points	fx_icon_army.png	101	fx_icon_army.png	campaign	true
troy_effect_army_replenishment_any_territory	fx_icon_replenishment.png	600	fx_icon_replenishment.png	campaign	true
troy_effect_army_replenishment_rate_all	fx_icon_replenishment.png	100	fx_icon_replenishment.png	campaign	true
troy_effect_army_settlement_siege_equipment_enable		0		campaign	true
troy_effect_army_sight_range_all_armies	fx_icon_military.png	101	fx_icon_military.png	campaign	true
troy_effect_army_units_experience_per_turn	fx_icon_experience.png	100	fx_icon_experience.png	campaign	true
troy_effect_army_unrestricted_replenishment	fx_icon_growth.png	141	fx_icon_growth_negative.png	campaign	true
troy_effect_army_upkeep_all_land_armies	fx_icon_resource_income.png	101	fx_icon_resource_upkeep.png	campaign	false
troy_effect_army_upkeep_mod_all	fx_icon_resource_income.png	101	fx_icon_resource_upkeep.png	campaign	false
troy_effect_army_ward_save_hero	fx_icon_resistance_ward_save.png	101	fx_icon_resistance_ward_save.png	battle	true
troy_effect_army_weapon_damage_mod	fx_icon_weapon_damage.png	55	fx_icon_weapon_damage.png	battle	true
troy_effect_army_weapon_damage_mod_mult	fx_icon_weapon_damage.png	55	fx_icon_weapon_damage.png	battle	true
troy_effect_battle_speed_hero_chariots	fx_icon_item_ability.png	1	fx_icon_item_ability.png	battle	true
troy_effect_bonus_damage_versus_heroes	fx_icon_weapon_damage.png	600	fx_icon_weapon_damage.png	battle	true
troy_effect_building_achilles_elites_melee_attack	fx_icon_melee.png	100	fx_icon_melee.png	campaign	true
troy_effect_building_achilles_elites_rank_up	fx_icon_experience.png	1	fx_icon_experience.png	campaign	true
troy_effect_building_achilles_elites_recruitment_cost	fx_icon_resource_upkeep.png	1	fx_icon_resource_upkeep.png	campaign	false
troy_effect_building_achilles_elites_upkeep	fx_icon_resource_upkeep.png	600	fx_icon_resource_upkeep.png	campaign	false
troy_effect_building_achilles_elites_upkeep_provincewide	fx_icon_resource_upkeep.png	100	fx_icon_resource_upkeep.png	campaign	false
troy_effect_building_aeneas_armour_piercing	fx_icon_armour_piercing.png	600	fx_icon_armour_piercing.png	campaign	true
troy_effect_building_aeneas_elites_rank_up	fx_icon_experience.png	1	fx_icon_experience.png	campaign	true
troy_effect_building_aeneas_elites_upkeep	fx_icon_resource_upkeep.png	600	fx_icon_resource_upkeep.png	campaign	false
troy_effect_building_aeneas_mob_rable_recriutment_cost	fx_icon_army.png	100	fx_icon_army.png	campaign	false
troy_effect_building_aeneas_morale	fx_icon_morale.png	600	fx_icon_morale.png	battle	true
troy_effect_building_agamemnon_elites_morale	fx_icon_morale.png	600	fx_icon_morale.png	battle	true
troy_effect_building_agamemnon_elites_range	fx_icon_ranged_damage.png	100	fx_icon_ranged_damage.png	campaign	true
troy_effect_building_agamemnon_elites_rank_up	fx_icon_experience.png	1	fx_icon_experience.png	campaign	true
troy_effect_building_agamemnon_elites_upkeep	fx_icon_resource_upkeep.png	600	fx_icon_resource_upkeep.png	campaign	false
troy_effect_building_ammunition_on_recruitment	fx_icon_army.png	100	fx_icon_army.png	campaign	true
troy_effect_building_battle_speed_corybantes	fx_icon_battle_movement.png	100	fx_icon_battle_movement.png	campaign	true
troy_effect_building_build_time_in_sea_shore_regions	fx_icon_construction.png	101	fx_icon_construction.png	campaign	false
troy_effect_building_build_time_inland_non_capitals	fx_icon_construction.png	101	fx_icon_construction.png	campaign	false
troy_effect_building_campaign_movement_provincewide	fx_icon_campaign_movement.png	600	fx_icon_campaign_movement.png	campaign	true
troy_effect_building_charge_on_recruitment	fx_icon_army.png	100	fx_icon_army.png	campaign	true
troy_effect_building_cost_mod_all	fx_icon_resource_income.png	101	fx_icon_resource_upkeep.png	campaign	false
troy_effect_building_cost_mod_main_buildings	fx_icon_resource_upkeep.png	101	fx_icon_resource_income.png	campaign	false
troy_effect_building_cost_mod_military_buildings	fx_icon_resource_upkeep.png	100	fx_icon_resource_income.png	campaign	false
troy_effect_building_cost_mod_temple_buildings	fx_icon_construction.png	100	fx_icon_construction.png	campaign	false
troy_effect_building_cost_mod_temples_all	fx_icon_resource_upkeep.png	101	fx_icon_resource_income.png	campaign	false
troy_effect_building_defence_mod	fx_icon_defence.png	101	fx_icon_defence.png	battle	true
troy_effect_building_defence_mod_region	fx_icon_defence.png	101	fx_icon_defence.png	battle	true
troy_effect_building_diplomacy	fx_icon_diplomacy.png	145	fx_icon_diplomacy.png	campaign	true
troy_effect_building_dummy_office_champion	fx_icon_agamemnon_office_4.png	101	fx_icon_agamemnon_office_4.png	campaign	true
troy_effect_building_enemy_success_rate_mod	fx_icon_agent.png	100	fx_icon_agent.png	campaign	false
troy_effect_building_exotic_goods	fx_icon_sarpedon_luxuries.png	101	fx_icon_sarpedon_luxuries.png	campaign	true
troy_effect_building_foreign_recruitment_duration	fx_icon_turns.png	101	fx_icon_turns.png	campaign	false
troy_effect_building_global_recruitment_achilles_dummy	fx_icon_army.png	1	fx_icon_army.png	campaign	true
troy_effect_building_global_recruitment_aeneas_dummy	fx_icon_army.png	1	fx_icon_army.png	campaign	true
troy_effect_building_global_recruitment_agamemnon_dummy	fx_icon_army.png	1	fx_icon_army.png	campaign	true
troy_effect_building_global_recruitment_hector_dummy	fx_icon_army.png	1	fx_icon_army.png	campaign	true
troy_effect_building_global_recruitment_menelaus_dummy	fx_icon_army.png	1	fx_icon_army.png	campaign	true
troy_effect_building_global_recruitment_paris_dummy	fx_icon_army.png	1	fx_icon_army.png	campaign	true
troy_effect_building_global_recruitment_sarpedon_dummy	fx_icon_army.png	1	fx_icon_army.png	campaign	true
troy_effect_building_hector_elites_melee_defense	fx_icon_melee.png	1	fx_icon_melee.png	campaign	true
troy_effect_building_hector_elites_rank_up	fx_icon_experience.png	1	fx_icon_experience.png	campaign	true
troy_effect_building_hector_elites_upkeep	fx_icon_resource_upkeep.png	600	fx_icon_resource_upkeep.png	campaign	false
troy_effect_building_hero_attack	fx_icon_melee.png	101	fx_icon_melee.png	battle	true
troy_effect_building_hero_defence	fx_icon_defence.png	101	fx_icon_defence.png	battle	true
troy_effect_building_lock_altar_of_dike_dummy	fx_icon_construction.png	600	fx_icon_construction.png	campaign	false
troy_effect_building_lock_foreign_barracks_dummy	fx_icon_construction.png	600	fx_icon_construction.png	campaign	false
troy_effect_building_melee_attack_mod	fx_icon_melee.png	101	fx_icon_melee.png	battle	true
troy_effect_building_melee_attack_on_recruitment	fx_icon_army.png	100	fx_icon_army.png	campaign	true
troy_effect_building_melee_defence_on_recruitment	fx_icon_army.png	100	fx_icon_army.png	campaign	true
troy_effect_building_menelaus_elites_armour_piercing	fx_icon_armour_piercing.png	600	fx_icon_armour_piercing.png	campaign	true
troy_effect_building_menelaus_elites_rank_up	fx_icon_experience.png	1	fx_icon_experience.png	campaign	true
troy_effect_building_menelaus_elites_upkeep	fx_icon_resource_upkeep.png	600	fx_icon_resource_upkeep.png	campaign	false
troy_effect_building_menelaus_recruitment_cost_foreign_units	fx_icon_army.png	101	fx_icon_army.png	campaign	false
troy_effect_building_morale_all	fx_icon_morale.png	101	fx_icon_morale.png	battle	true
troy_effect_building_morale_all_units_defending_siege	fx_icon_morale.png	61	fx_icon_morale.png	battle	true
troy_effect_building_morale_on_recruitment	fx_icon_army.png	100	fx_icon_army.png	battle	true
troy_effect_building_morale_region	fx_icon_morale.png	101	fx_icon_morale.png	battle	true
troy_effect_building_paris_elites_missile_damage	fx_icon_ranged_damage.png	600	fx_icon_ranged_damage.png	battle	true
troy_effect_building_paris_elites_rank_up	fx_icon_experience.png	1	fx_icon_experience.png	campaign	true
troy_effect_building_paris_elites_upkeep	fx_icon_resource_upkeep.png	600	fx_icon_resource_upkeep.png	campaign	false
troy_effect_building_paris_organize_feast	fx_icon_happiness.png	1	fx_icon_happiness.png	campaign	false
troy_effect_building_priam_benevolence	fx_icon_priam_benevolence.png	101	fx_icon_priam_benevolence.png	campaign	true
troy_effect_building_recriutment_mod_chariot	fx_icon_army.png	101	fx_icon_army.png	campaign	false
troy_effect_building_recruit_rank_envoy	fx_icon_envoy.png	100	fx_icon_envoy.png	campaign	true
troy_effect_building_recruitment_cost_axes	fx_icon_resource_upkeep.png	100	fx_icon_resource_income.png	campaign	false
troy_effect_building_recruitment_cost_heros	fx_icon_resource_upkeep.png	100	fx_icon_resource_income.png	campaign	false
troy_effect_building_recruitment_cost_heros_agents	fx_icon_resource_upkeep.png	100	fx_icon_resource_income.png	campaign	false
troy_effect_building_recruitment_cost_missile	fx_icon_resource_income.png	100	fx_icon_resource_income.png	campaign	false
troy_effect_building_recruitment_cost_reduction_this_faction	fx_icon_resource_upkeep.png	106	fx_icon_resource_income.png	campaign	true
troy_effect_building_recruitment_cost_swords	fx_icon_resource_upkeep.png	100	fx_icon_resource_income.png	campaign	false
troy_effect_building_recruitment_rank_all	fx_icon_experience.png	100	fx_icon_experience.png	campaign	true
troy_effect_building_recruitment_rank_axes	fx_icon_experience.png	100	fx_icon_experience.png	campaign	true
troy_effect_building_recruitment_rank_corybantes	fx_icon_experience.png	100	fx_icon_experience.png	campaign	true
troy_effect_building_recruitment_rank_dardania_mob_rabble	fx_icon_experience.png	100	fx_icon_experience.png	campaign	true
troy_effect_building_recruitment_rank_missile	fx_icon_experience.png	100	fx_icon_experience.png	campaign	true
troy_effect_building_recruitment_rank_spartoi	fx_icon_experience.png	100	fx_icon_experience.png	campaign	true
troy_effect_building_recruitment_rank_swordsmen	fx_icon_experience.png	100	fx_icon_experience.png	campaign	true
troy_effect_building_resource_stack_bronze_big_cheap	amber.png	100	amber.png	campaign	true
troy_effect_building_resource_stack_bronze_medium_average	amber.png	100	amber.png	campaign	true
troy_effect_building_resource_stack_bronze_small_cheap	amber.png	100	amber.png	campaign	true
troy_effect_building_resource_stack_food_big_cheap	amber.png	100	amber.png	campaign	true
troy_effect_building_resource_stack_food_medium_average	amber.png	100	amber.png	campaign	true
troy_effect_building_resource_stack_food_small_cheap	amber.png	100	amber.png	campaign	true
troy_effect_building_resource_stack_stone_big_cheap	amber.png	100	amber.png	campaign	true
troy_effect_building_resource_stack_stone_medium_average	amber.png	100	amber.png	campaign	true
troy_effect_building_resource_stack_stone_small_cheap	amber.png	100	amber.png	campaign	true
troy_effect_building_resource_stack_wood_big_cheap	amber.png	100	amber.png	campaign	true
troy_effect_building_resource_stack_wood_medium_average	amber.png	100	amber.png	campaign	true
troy_effect_building_resource_stack_wood_small_cheap	amber.png	100	amber.png	campaign	true
troy_effect_building_sarpedon_elites_ap_damage	fx_icon_weapon_damage.png	600	fx_icon_weapon_damage.png	campaign	true
troy_effect_building_sarpedon_elites_missile_damage	fx_icon_ranged_damage.png	600	fx_icon_ranged_damage.png	campaign	true
troy_effect_building_sarpedon_elites_rank_up	fx_icon_experience.png	1	fx_icon_experience.png	campaign	true
troy_effect_building_sarpedon_elites_upkeep	fx_icon_resource_upkeep.png	600	fx_icon_resource_upkeep.png	campaign	false
troy_effect_building_sight_range	fx_icon_construction.png	101	fx_icon_construction.png	campaign	true
troy_effect_building_taunt_dummy	fx_icon_siege_attack.png	1	fx_icon_siege_attack.png	campaign	true
troy_effect_building_unit_upgarde_adromachoi_dummy	fx_icon_experience.png	101	fx_icon_experience.png	campaign	true
troy_effect_building_unit_upgarde_amazon_champions_dummy	fx_icon_experience.png	101	fx_icon_experience.png	campaign	true
troy_effect_building_unit_upgarde_amazon_chargers_dummy	fx_icon_experience.png	101	fx_icon_experience.png	campaign	true
troy_effect_building_unit_upgarde_anairetes_dummy	fx_icon_experience.png	101	fx_icon_experience.png	campaign	true
troy_effect_building_unit_upgarde_aristomachoi_dummy	fx_icon_experience.png	101	fx_icon_experience.png	campaign	true
troy_effect_building_unit_upgarde_black_spears_dummy	fx_icon_experience.png	101	fx_icon_experience.png	campaign	true
troy_effect_building_unit_upgarde_chariot_archers_dummy	fx_icon_experience.png	101	fx_icon_experience.png	campaign	true
troy_effect_building_unit_upgarde_chariot_javelins_dummy	fx_icon_experience.png	101	fx_icon_experience.png	campaign	true
troy_effect_building_unit_upgarde_daughters_of_ares_dummy	fx_icon_experience.png	101	fx_icon_experience.png	campaign	true
troy_effect_building_unit_upgarde_followers_of_artemis_dummy	fx_icon_experience.png	101	fx_icon_experience.png	campaign	true
troy_effect_building_unit_upgarde_furies_dummy	fx_icon_experience.png	101	fx_icon_experience.png	campaign	true
troy_effect_building_unit_upgarde_hippolyta_chosen_dummy	fx_icon_experience.png	101	fx_icon_experience.png	campaign	true
troy_effect_building_unit_upgarde_hippomachoi_dummy	fx_icon_experience.png	101	fx_icon_experience.png	campaign	true
troy_effect_building_unit_upgarde_hippotoxotai_dummy	fx_icon_experience.png	101	fx_icon_experience.png	campaign	true
troy_effect_building_unit_upgarde_horsewoman_dummy	fx_icon_experience.png	101	fx_icon_experience.png	campaign	true
troy_effect_building_unit_upgarde_horsewomen_dummy	fx_icon_experience.png	101	fx_icon_experience.png	campaign	true
troy_effect_building_unit_upgarde_huntresses_dummy	fx_icon_experience.png	101	fx_icon_experience.png	campaign	true
troy_effect_building_unit_upgarde_initiates_dummy	fx_icon_experience.png	101	fx_icon_experience.png	campaign	true
troy_effect_building_unit_upgarde_korynites_dummy	fx_icon_experience.png	101	fx_icon_experience.png	campaign	true
troy_effect_building_unit_upgarde_labrys_wielders_dummy	fx_icon_experience.png	101	fx_icon_experience.png	campaign	true
troy_effect_building_unit_upgarde_mounted_huntresses_dummy	fx_icon_experience.png	101	fx_icon_experience.png	campaign	true
troy_effect_building_unit_upgarde_mounted_skirmishers_dummy	fx_icon_experience.png	101	fx_icon_experience.png	campaign	true
troy_effect_building_unit_upgarde_oathsworn_dummy	fx_icon_experience.png	101	fx_icon_experience.png	campaign	true
troy_effect_building_unit_upgarde_shielded_stoneslingers_dummy	fx_icon_experience.png	101	fx_icon_experience.png	campaign	true
troy_effect_building_unit_upgarde_styganores_dummy	fx_icon_experience.png	101	fx_icon_experience.png	campaign	true
troy_effect_building_unit_upgarde_themyscira_chosen_dummy	fx_icon_experience.png	101	fx_icon_experience.png	campaign	true
troy_effect_building_unit_upgarde_toxares_dummy	fx_icon_experience.png	101	fx_icon_experience.png	campaign	true
troy_effect_building_unit_upgarde_toxoannases_dummy	fx_icon_experience.png	101	fx_icon_experience.png	campaign	true
troy_effect_building_unit_upgarde_war_riders_dummy	fx_icon_experience.png	101	fx_icon_experience.png	campaign	true
troy_effect_building_unit_upgarde_warband_dummy	fx_icon_experience.png	101	fx_icon_experience.png	campaign	true
troy_effect_building_unit_upgarde_warmaiden_dummy	fx_icon_experience.png	101	fx_icon_experience.png	campaign	true
troy_effect_building_upkeep_axes	fx_icon_resource_upkeep.png	100	fx_icon_resource_income.png	campaign	false
troy_effect_building_upkeep_mod_cavalry	fx_icon_resource_upkeep.png	100	fx_icon_resource_income.png	campaign	false
troy_effect_building_upkeep_mod_chariot	fx_icon_resource_upkeep.png	100	fx_icon_resource_income.png	campaign	false
troy_effect_building_upkeep_mod_missile	fx_icon_resource_upkeep.png	100	fx_icon_resource_income.png	campaign	false
troy_effect_building_upkeep_mod_swords	fx_icon_resource_upkeep.png	100	fx_icon_resource_income.png	campaign	false
troy_effect_building_weapon_strength_spartoi	fx_icon_weapon_damage.png	100	fx_icon_weapon_damage.png	campaign	true
troy_effect_buildings_bronze_from_vassals	fx_icon_bronze_income.png	101	fx_icon_bronze_upkeep.png	campaign	true
