character_skill_key	effect_key	effect_scope	level	value
troy_agent_priest_skill_action_passive_divine_protection_mod_3	troy_effect_priestess_ritual_cost_mod	character_to_character_own	1	12.0
troy_agent_priest_skill_action_passive_divine_protection_mod_3	troy_effect_priestess_ritual_favour_mod_zeus	character_to_character_own_at_own_settlement	1	10.0
troy_agent_priest_skill_action_passive_divine_protection_mod_5	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_action_passive_divine_protection_mod_5	troy_effect_priestess_ritual_cost_mod	character_to_character_own	1	12.0
troy_agent_priest_skill_action_passive_divine_protection_mod_5	troy_effect_priestess_ritual_favour_mod_poseidon	character_to_character_own_at_own_settlement	1	10.0
troy_agent_priest_skill_action_rituals_success_rate_mod	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_action_rituals_success_rate_mod	troy_effect_agent_priestess_rituals_own_god_favour_mod	character_to_character_own_at_own_settlement	1	5.0
troy_agent_priest_skill_action_rituals_success_rate_mod	troy_effect_priestess_ritual_cost_mod	character_to_character_own	1	7.0
troy_agent_priest_skill_action_rituals_success_rate_mod_1	troy_effect_add_outcome_hero_campaign_happiness	character_to_character_own_passive_local_province	1	1.0
troy_agent_priest_skill_action_rituals_success_rate_mod_1	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_action_rituals_success_rate_mod_2	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_action_rituals_success_rate_mod_2	troy_effect_agent_priestess_rituals_own_god_favour_mod	character_to_character_own_at_own_settlement	1	5.0
troy_agent_priest_skill_action_rituals_success_rate_mod_2	troy_effect_priestess_ritual_cost_mod	character_to_character_own	1	7.0
troy_agent_priest_skill_action_rituals_success_rate_mod_3	troy_effect_add_outcome_hero_campaign_happiness	character_to_character_own_passive_local_province	1	2.0
troy_agent_priest_skill_action_rituals_success_rate_mod_3	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_action_sacrifice_bad_omen_melee_attack	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_action_sacrifice_bad_omen_melee_attack	troy_effect_priestess_ritual_cost_mod	character_to_character_own	1	12.0
troy_agent_priest_skill_action_sacrifice_bad_omen_melee_attack	troy_effect_priestess_ritual_favour_mod_apollo	character_to_character_own_at_own_settlement	1	10.0
troy_agent_priest_skill_action_sacrifice_chance_good_omen_mod	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_action_sacrifice_chance_good_omen_mod	troy_effect_agent_priestess_sacrifce_chance_of_good_omens	character_to_character_own_emebedded	1	10.0
troy_agent_priest_skill_action_sacrifice_chance_good_omen_mod_1	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_action_sacrifice_chance_good_omen_mod_1	troy_effect_agent_priestess_sacrifce_chance_of_good_omens	character_to_character_own_emebedded	1	20.0
troy_agent_priest_skill_action_sacrifice_chance_good_omen_mod_2	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_action_sacrifice_chance_good_omen_mod_2	troy_effect_agent_priestess_sacrifice_good_omen_morale_mod	character_to_character_own_emebedded	1	10.0
troy_agent_priest_skill_actions_HIDDEN	troy_effect_agent_envoy_enable_force_army_retreat	character_to_character_own	1	1.0
troy_agent_priest_skill_actions_HIDDEN	troy_effect_agent_priestess_enable_priest_passive	character_to_character_own	1	1.0
troy_agent_priest_skill_actions_HIDDEN	troy_effect_agent_priestess_persuade_unlock	character_to_character_own	1	0.0
troy_agent_priest_skill_actions_HIDDEN	troy_effect_agent_priestess_ritual_enemy	character_to_character_own	1	1.0
troy_agent_priest_skill_actions_HIDDEN	troy_effect_agent_priestess_ritual_own	character_to_character_own	1	1.0
troy_agent_priest_skill_actions_HIDDEN	troy_effect_agent_priestess_sacrifice	character_to_character_own	1	1.0
troy_agent_priest_skill_actions_HIDDEN	troy_effect_agent_priestesss_block_points_replenishment	character_to_character_own	1	1.0
troy_agent_priest_skill_actions_divine_wrath_success_chance_mod	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_actions_divine_wrath_success_chance_mod	troy_effect_agent_priestess_divine_wrath_success_chance_mod	character_to_character_own	1	10.0
troy_agent_priest_skill_actions_divine_wrath_success_chance_mod_2	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_actions_divine_wrath_success_chance_mod_2	troy_effect_agent_priestess_divine_wrath_success_chance_mod	character_to_character_own	1	20.0
troy_agent_priest_skill_actions_divine_wrath_success_chance_mod_3	troy_effect_add_outcome_envoy_campaign_happiness	character_to_character_own_passive_local_province	1	-10.0
troy_agent_priest_skill_actions_divine_wrath_success_chance_mod_3	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_actions_divine_wrath_success_chance_mod_3	troy_effect_agent_priestess_rituals_own_god_favour_mod	character_to_character_own_at_own_settlement	1	30.0
troy_agent_priest_skill_actions_divine_wrath_success_chance_mod_3	troy_effect_priestess_ritual_cost_mod	character_to_character_own	1	40.0
troy_agent_priest_skill_actions_make_enemy_army_retreat_success_chance_mod	troy_effect_add_outcome_gods_success_rate_agents	character_to_character_own	1	5.0
troy_agent_priest_skill_actions_make_enemy_army_retreat_success_chance_mod	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_actions_make_enemy_army_retreat_success_chance_mod_1	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_actions_make_enemy_army_retreat_success_chance_mod_1	troy_effect_agent_priestess_make_them_retreat_success_chance_mod	character_to_character_own	1	10.0
troy_agent_priest_skill_actions_make_enemy_army_retreat_success_chance_mod_2	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_actions_make_enemy_army_retreat_success_chance_mod_2	troy_effect_agent_priestess_make_them_retreat_success_chance_mod	character_to_character_own	1	20.0
troy_agent_priest_skill_campaign_movement_range	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_campaign_movement_range	troy_effect_agent_spy_envoy_priestess_campaign_movement_mod_agent_own	character_to_character_own	1	16.0
troy_agent_priest_skill_campaign_movement_range_1	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_campaign_movement_range_1	troy_effect_priestess_ritual_cost_mod	character_to_character_own	1	12.0
troy_agent_priest_skill_campaign_movement_range_1	troy_effect_priestess_ritual_favour_mod_aphrodite	character_to_character_own_at_own_settlement	1	10.0
troy_agent_priest_skill_critical_failure_does_not_harm	troy_effect_agent_enemy_success_chance_against_this_agent_mod	character_to_character_own	1	-25.0
troy_agent_priest_skill_critical_failure_does_not_harm	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_critical_failure_does_not_harm	troy_effect_campaign_agent_action_success_chance	character_to_character_own	1	25.0
troy_agent_priest_skill_critical_success_all_favour	troy_effect_add_outcome_agent_spy_own_settlement_public_order	character_to_character_own_at_own_settlement	1	3.0
troy_agent_priest_skill_critical_success_all_favour	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_fail_does_it_again	troy_effect_add_outcome_agent_spy_envoy_priestess_fail_act_again	character_to_character_own	1	1.0
troy_agent_priest_skill_fail_does_it_again	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_recovery_time	troy_effect_agent_enemy_success_chance_against_this_agent_mod	character_to_character_own	1	-10.0
troy_agent_priest_skill_recovery_time	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_recovery_time	troy_effect_agent_recovery_time_mod_agents_only	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_action_cost_mod	troy_effect_agent_action_cost_mod_this_agent	character_to_character_own	1	-20.0
troy_agent_priest_skill_spec_action_cost_mod	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_action_divine_wrath_persuade_envoy	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_action_divine_wrath_persuade_envoy	troy_effect_agent_priestess_persuade_agent_dummy_enabled	character_to_character_own	1	1.0
troy_agent_priest_skill_spec_action_divine_wrath_persuade_envoy	troy_effect_agent_priestess_persuade_envoy_mod	character_to_character_own	1	20.0
troy_agent_priest_skill_spec_action_divine_wrath_persuade_envoy	troy_effect_agent_priestess_persuade_unlock	character_to_character_own	1	1.0
troy_agent_priest_skill_spec_action_divine_wrath_persuade_envoy_1	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_action_divine_wrath_persuade_envoy_1	troy_effect_agent_priestess_persuade_agent_dummy_enabled	character_to_character_own	1	1.0
troy_agent_priest_skill_spec_action_divine_wrath_persuade_envoy_1	troy_effect_agent_priestess_persuade_envoy_mod	character_to_character_own	1	30.0
troy_agent_priest_skill_spec_action_divine_wrath_persuade_envoy_1	troy_effect_agent_priestess_persuade_unlock	character_to_character_own	1	1.0
troy_agent_priest_skill_spec_action_divine_wrath_persuade_spy	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_action_divine_wrath_persuade_spy	troy_effect_agent_priestess_persuade_agent_dummy_enabled	character_to_character_own	1	1.0
troy_agent_priest_skill_spec_action_divine_wrath_persuade_spy	troy_effect_agent_priestess_persuade_spy_mod	character_to_character_own	1	20.0
troy_agent_priest_skill_spec_action_divine_wrath_persuade_spy	troy_effect_agent_priestess_persuade_unlock	character_to_character_own	1	1.0
troy_agent_priest_skill_spec_action_divine_wrath_persuade_spy_1	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_action_divine_wrath_persuade_spy_1	troy_effect_agent_priestess_persuade_agent_dummy_enabled	character_to_character_own	1	1.0
troy_agent_priest_skill_spec_action_divine_wrath_persuade_spy_1	troy_effect_agent_priestess_persuade_spy_mod	character_to_character_own	1	30.0
troy_agent_priest_skill_spec_action_divine_wrath_persuade_spy_1	troy_effect_agent_priestess_persuade_unlock	character_to_character_own	1	1.0
troy_agent_priest_skill_spec_action_failure_gives_movement	troy_effect_agent_action_cost_mod_this_agent	character_to_character_own	1	-20.0
troy_agent_priest_skill_spec_action_failure_gives_movement	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_action_failure_gives_movement	troy_effect_agent_spy_envoy_priestess_campaign_movement_mod_agent_own	character_to_character_own	1	16.0
troy_agent_priest_skill_spec_action_passive_divine_protection_aphrodite_happiness	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_action_passive_divine_protection_aphrodite_happiness	troy_effect_priestess_ritual_cost_mod	character_to_character_own	1	25.0
troy_agent_priest_skill_spec_action_passive_divine_protection_aphrodite_happiness	troy_effect_priestess_ritual_favour_mod_aphrodite	character_to_character_own_at_own_settlement	1	20.0
troy_agent_priest_skill_spec_action_passive_divine_protection_aphrodite_up_poseidon_down	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_action_passive_divine_protection_aphrodite_up_poseidon_down	troy_effect_agent_priestess_divine_protection_aphrodite_up_poseidon_down	character_to_character_own_passive	1	1.0
troy_agent_priest_skill_spec_action_passive_divine_protection_apollo_rank_priest	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_action_passive_divine_protection_apollo_rank_priest	troy_effect_priestess_ritual_cost_mod	character_to_character_own	1	25.0
troy_agent_priest_skill_spec_action_passive_divine_protection_apollo_rank_priest	troy_effect_priestess_ritual_favour_mod_apollo	character_to_character_own_at_own_settlement	1	20.0
troy_agent_priest_skill_spec_action_passive_divine_protection_apollo_up_chance	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_action_passive_divine_protection_apollo_up_chance	troy_effect_gods_favour_mod_apollo_chance	character_to_character_own	1	1.0
troy_agent_priest_skill_spec_action_passive_divine_protection_ares_damage	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_action_passive_divine_protection_ares_damage	troy_effect_priestess_ritual_cost_mod	character_to_character_own	1	25.0
troy_agent_priest_skill_spec_action_passive_divine_protection_ares_damage	troy_effect_priestess_ritual_favour_mod_ares	character_to_character_own_at_own_settlement	1	20.0
troy_agent_priest_skill_spec_action_passive_divine_protection_ares_up_athena_down	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_action_passive_divine_protection_ares_up_athena_down	troy_effect_agent_priestess_divine_protection_ares_up_athena_down	character_to_character_own_passive	1	1.0
troy_agent_priest_skill_spec_action_passive_divine_protection_athena_cost_main_cities	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_action_passive_divine_protection_athena_cost_main_cities	troy_effect_priestess_ritual_cost_mod	character_to_character_own	1	25.0
troy_agent_priest_skill_spec_action_passive_divine_protection_athena_cost_main_cities	troy_effect_priestess_ritual_favour_mod_athena	character_to_character_own_at_own_settlement	1	20.0
troy_agent_priest_skill_spec_action_passive_divine_protection_athena_up_ares_down	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_action_passive_divine_protection_athena_up_ares_down	troy_effect_agent_priestess_divine_protection_athena_up_ares_down	character_to_character_own_passive	1	1.0
troy_agent_priest_skill_spec_action_passive_divine_protection_hera_food	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_action_passive_divine_protection_hera_food	troy_effect_priestess_ritual_cost_mod	character_to_character_own	1	25.0
troy_agent_priest_skill_spec_action_passive_divine_protection_hera_food	troy_effect_priestess_ritual_favour_mod_hera	character_to_character_own_at_own_settlement	1	20.0
troy_agent_priest_skill_spec_action_passive_divine_protection_hera_up_zeus_down	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_action_passive_divine_protection_hera_up_zeus_down	troy_effect_agent_priestess_divine_protection_hera_up_zeus_down	character_to_character_own_passive	1	1.0
troy_agent_priest_skill_spec_action_passive_divine_protection_mod_4	troy_effect_add_outcome_agent_spy_own_settlement_public_order	character_to_character_own_at_own_settlement	1	3.0
troy_agent_priest_skill_spec_action_passive_divine_protection_mod_4	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_action_passive_divine_protection_poseidon_naval_movement	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_action_passive_divine_protection_poseidon_naval_movement	troy_effect_priestess_ritual_cost_mod	character_to_character_own	1	25.0
troy_agent_priest_skill_spec_action_passive_divine_protection_poseidon_naval_movement	troy_effect_priestess_ritual_favour_mod_poseidon	character_to_character_own_at_own_settlement	1	20.0
troy_agent_priest_skill_spec_action_passive_divine_protection_poseidon_up_aphrodite_down	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_action_passive_divine_protection_poseidon_up_aphrodite_down	troy_effect_agent_priestess_divine_protection_poseidon_up_aphrodite_down	character_to_character_own_passive	1	1.0
troy_agent_priest_skill_spec_action_passive_divine_protection_zeus_armour	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_action_passive_divine_protection_zeus_armour	troy_effect_priestess_ritual_cost_mod	character_to_character_own	1	25.0
troy_agent_priest_skill_spec_action_passive_divine_protection_zeus_armour	troy_effect_priestess_ritual_favour_mod_zeus	character_to_character_own_at_own_settlement	1	20.0
troy_agent_priest_skill_spec_action_passive_divine_protection_zeus_up_hera_down	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_action_passive_divine_protection_zeus_up_hera_down	troy_effect_agent_priestess_divine_protection_zeus_up_hera_down	character_to_character_own_passive	1	1.0
troy_agent_priest_skill_spec_action_rituals_enemy_favour_mod	troy_effect_add_outcome_agent_spy_own_settlement_public_order	character_to_character_own_at_own_settlement	1	-8.0
troy_agent_priest_skill_spec_action_rituals_enemy_favour_mod	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_action_rituals_enemy_favour_mod	troy_effect_agent_priestess_rituals_own_god_favour_mod	character_to_character_own_at_own_settlement	1	10.0
troy_agent_priest_skill_spec_action_rituals_enemy_favour_mod	troy_effect_priestess_ritual_cost_mod	character_to_character_own	1	12.0
troy_agent_priest_skill_spec_action_rituals_enemy_favour_mod_1	troy_effect_agent_critical_success_mod_agents	character_to_character_own	1	10.0
troy_agent_priest_skill_spec_action_rituals_enemy_favour_mod_1	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_action_rituals_enemy_favour_mod_2	troy_effect_agent_enemy_success_chance_against_this_agent_mod	character_to_character_own	1	-10.0
troy_agent_priest_skill_spec_action_rituals_enemy_favour_mod_2	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_action_rituals_own_favour_mod	troy_effect_add_outcome_agent_spy_own_settlement_public_order	character_to_character_own_at_own_settlement	1	2.0
troy_agent_priest_skill_spec_action_rituals_own_favour_mod	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_action_rituals_own_favour_mod_1	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_action_rituals_own_favour_mod_1	troy_effect_agent_priestess_rituals_own_god_favour_mod	character_to_character_own_at_own_settlement	1	15.0
troy_agent_priest_skill_spec_action_rituals_own_favour_mod_1	troy_effect_priestess_ritual_cost_mod	character_to_character_own	1	20.0
troy_agent_priest_skill_spec_action_rituals_own_favour_mod_cost_temples	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_action_rituals_own_favour_mod_cost_temples	troy_effect_agent_priestess_rituals_own_god_favour_mod	character_to_character_own_at_own_settlement	1	20.0
troy_agent_priest_skill_spec_action_rituals_own_favour_mod_cost_temples	troy_effect_priestess_ritual_cost_mod	character_to_character_own	1	25.0
troy_agent_priest_skill_spec_action_rituals_own_favour_time_mod	troy_effect_add_outcome_hero_campaign_happiness	character_to_character_own_passive_local_province	1	2.0
troy_agent_priest_skill_spec_action_rituals_own_favour_time_mod	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_action_sacrifice_bad_omen_melee_defence	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_action_sacrifice_bad_omen_melee_defence	troy_effect_agent_priestess_sacrifice_good_omen_melee_attack_mod	character_to_character_own_emebedded	1	10.0
troy_agent_priest_skill_spec_action_sacrifice_bad_omen_missile_damage	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_action_sacrifice_bad_omen_missile_damage	troy_effect_agent_priestess_sacrifice_good_omen_melee_attack_mod	character_to_character_own_emebedded	1	10.0
troy_agent_priest_skill_spec_action_sacrifice_bad_omen_morale	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_action_sacrifice_bad_omen_morale	troy_effect_agent_priestess_sacrifice_good_omen_melee_defence_mod	character_to_character_own_emebedded	1	10.0
troy_agent_priest_skill_spec_action_sacrifice_good_omen_melee_attack	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_action_sacrifice_good_omen_melee_attack	troy_effect_agent_priestess_sacrifice_good_omen_morale_mod	character_to_character_own_emebedded	1	10.0
troy_agent_priest_skill_spec_action_sacrifice_good_omen_melee_defence	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_action_sacrifice_good_omen_melee_defence	troy_effect_agent_priestess_sacrifice_good_omen_melee_defence_mod	character_to_character_own_emebedded	1	15.0
troy_agent_priest_skill_spec_action_sacrifice_good_omen_missile_damage	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_action_sacrifice_good_omen_missile_damage	troy_effect_agent_priestess_sacrifice_good_omen_missile_damage_mod	character_to_character_own_emebedded	1	10.0
troy_agent_priest_skill_spec_action_sacrifice_good_omen_morale	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_action_sacrifice_good_omen_morale	troy_effect_agent_priestess_sacrifice_good_omen_morale_mod	character_to_character_own_emebedded	1	5.0
troy_agent_priest_skill_spec_action_success_ritual_enemy_garrison_damaged	troy_effect_agent_critical_success_mod_agents	character_to_character_own	1	10.0
troy_agent_priest_skill_spec_action_success_ritual_enemy_garrison_damaged	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_action_successful_wrath_allows_action_again	troy_effect_add_outcome_agent_priestess_successful_wrath_act_again	character_to_character_own_vs_foreign_character	1	1.0
troy_agent_priest_skill_spec_action_successful_wrath_allows_action_again	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_action_vs_enemy_agent_lowers_enemy_favour	troy_effect_add_outcome_gods_success_rate_agents	character_to_character_own	1	10.0
troy_agent_priest_skill_spec_action_vs_enemy_agent_lowers_enemy_favour	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_actions_divine_wrath_success_chance_mod_1	troy_effect_add_outcome_agent_recruitment_rank_agents	character_to_character_own_passive_local_province	1	2.0
troy_agent_priest_skill_spec_actions_divine_wrath_success_chance_mod_1	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_actions_divine_wrath_success_chance_mod_1_horde	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_actions_divine_wrath_success_chance_mod_1_horde	troy_effect_agent_recruitment_rank_agents	character_to_force_regionwide_any	1	2.0
troy_agent_priest_skill_spec_actions_successful_enemy_army_attrition	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_actions_successful_enemy_army_attrition	troy_effect_agent_priestess_rituals_enemy_god_favour_mod	character_to_character_own	1	15.0
troy_agent_priest_skill_spec_actions_successful_enemy_army_attrition	troy_effect_agent_priestess_rituals_success_chance_mod	character_to_character_own_when_acting_foreign_settlement	1	10.0
troy_agent_priest_skill_spec_actions_successful_enemy_army_retreat_bronze	troy_effect_add_outcome_agent_add_gold	character_to_character_own_vs_foreign_army	1	30.0
troy_agent_priest_skill_spec_actions_successful_enemy_army_retreat_bronze	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_actions_successful_enemy_army_retreat_charge_bonus	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_actions_successful_enemy_army_retreat_charge_bonus	troy_effect_agent_priestess_rituals_enemy_god_favour_mod	character_to_character_own	1	15.0
troy_agent_priest_skill_spec_actions_successful_enemy_army_retreat_charge_bonus_1	troy_effect_add_outcome_army_morale_all_enemy_units	character_to_character_own_vs_foreign_army	1	-5.0
troy_agent_priest_skill_spec_actions_successful_enemy_army_retreat_charge_bonus_1	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_actions_successful_enemy_army_retreat_gold	troy_effect_add_outcome_agent_add_gold	character_to_character_own_vs_foreign_army	1	10.0
troy_agent_priest_skill_spec_actions_successful_enemy_army_retreat_gold	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_actions_successful_enemy_army_retreat_morale	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_actions_successful_enemy_army_retreat_morale	troy_effect_agent_priestess_rituals_success_chance_mod	character_to_character_own_when_acting_foreign_settlement	1	10.0
troy_agent_priest_skill_spec_actions_successful_enemy_army_retreat_morale_1	troy_effect_add_outcome_army_morale_all_enemy_units	character_to_character_own_vs_foreign_army	1	-5.0
troy_agent_priest_skill_spec_actions_successful_enemy_army_retreat_morale_1	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_immortal	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_immortal	troy_effect_agent_spy_envoy_priestess_immortality	character_to_character_own	1	1.0
troy_agent_priest_skill_spec_immortal_1	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_priest_skill_spec_immortal_1	troy_effect_agent_spy_envoy_priestess_immortality	character_to_character_own	1	1.0
troy_agent_priest_skill_spec_recovery_time_1	troy_effect_agent_enemy_success_chance_against_this_agent_mod	character_to_character_own	1	-10.0
troy_agent_priest_skill_spec_recovery_time_1	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
