key	text	tooltip
ui_text_replacements_localised_text_hp_gameplay_realms_desc_01	The various regions surrounding the Aegean Sea are divided into historical realms of great cultural importance to the various tribes of Achaea and Anatolia. Controlling all regions in a given realm grants the ruling faction a special bonus related to that realm, as well as an associated title.	true
ui_text_replacements_localised_text_hp_title_axe_&_shield_infantry	Axe & Shield Infantry	true
ui_text_replacements_localised_text_hp_title_unit_light_bowmen	Light Bowmen	true
ui_text_replacements_localised_text_hp_title_hero_battle_ability_defender_fortify	Fortify	true
ui_text_replacements_localised_text_troy_paris_fm_helen_terrified_desc	Helen's capture has brought endless dusk, as if the very sun had been extinguished.	true
ui_text_replacements_localised_text_hp_hero_hector_motivation	Beset by enemies on all sides and with his younger brother Paris bringing doom to the homeland in the form of Helen of Sparta, the great Hector knows that disaster looms for Troy unless he goes to impossible lengths to safeguard her. Hector will have to rally Troy’s allies and unify his father's house if his people are to stand a chance against the mightiest invading force the Aegean has ever seen.	true
ui_text_replacements_localised_text_hp_description_hero_battle_ability_fighter_ares_rage	The Hero goes berserk, gains bonus weapon damage, and becomes unbreakable.	true
ui_text_replacements_localised_text_hp_title_religion_poseidon	Temple: Poseidon	true
ui_text_replacements_localised_text_hp_title_blood_sacrifice	Blood Sacrifice	true
ui_text_replacements_localised_text_building_title_replacement_target_stands	Target Stands	true
ui_text_replacements_localised_text_hp_title_gold_craftsmen	Gold: Craftsmen	true
ui_text_replacements_localised_text_effect_scopes_enemy_agents	(enemy agents)	true
ui_text_replacements_localised_text_hp_title_sacred_stone_of_athena	Sacred Stone of Athena	true
ui_text_replacements_localised_text_hp_description_unit_ability_armoured_and_shielded	Armoured units are able to block damage caused by any source apart from armour-piercing weapons, which will cleave or smash through their protection. Shields have a chance of blocking arrows, javelins or slingshot, but only in a forward-facing arc.	true
ui_text_replacements_localised_text_hp_description_aeneas_dardania	The mighty warrior Aeneas was the son of the love-goddess Aphrodite, the first cousin once removed of Priam, and second only to Hector in military prowess among the allies of Troy. According to the Iliad, when Aeneas faced certain death in battle, the gods themselves interceded to spare his life. As lord of fertile and prosperous Dardania, he fought with honour and dignity, commanding the vast numbers of conscripts at his disposal to overwhelm his enemies on the battlefield.\\n\\nThe gods of Olympus may have had a greater destiny in mind when they decided to favour the Dardanian ruler: in the Aeneid, Virgil claims that the king and his men fled west after the Trojan War, settling in Italy where they became the progenitors of the Roman people. Aeneas himself was believed to be the ancestor of Romulus and Remus, the legendary founders of Rome.	true
ui_text_replacements_localised_text_troy_effect_text_army_post_battle_loot_mod	%+n% to treasures looted after battle	true
ui_text_replacements_localised_text_hp_title_building_mounted_scouts	Mounted Scouts	true
ui_text_replacements_localised_text_hp_title_game_guide_campaign_UI_building_browser	The Building Browser	true
ui_text_replacements_localised_text_troy_effect_text_army_melee_defence_mod_all_enemy_units	%+n% to melee defence of all units in the enemy army  	true
ui_text_replacements_localised_text_hp_help_info_overlays_04	Info overlays can be accessed from anywhere on the user interface. For instance, if you activate them from the Character panel, you can learn about the information and features specific to that panel.	true
ui_text_replacements_localised_text_hp_title_gold_traders	Gold: Traders	true
ui_text_replacements_localised_text_hp_title_processions_to_poseidon	Processions to Poseidon	true
ui_text_replacements_localised_text_hp_campaign_settlements_4	Other building chains fall into several categories: ports (for coastal villages and cities), military, resource, and special. Special building chains are unique to specific Heroes and unlock their unique bonuses and/or battlefield units. All have a cost in a combination of specific resources in order to build.	true
ui_text_replacements_localised_text_hp_title_sling_infantry	Sling Infantry	true
ui_text_replacements_localised_text_hp_title_serrated_weapons	Serrated Weapons	true
ui_text_replacements_localised_text_frontend_aga_fm_king_of_men_2	[[img:mycenae_flag]][[/img]]Appointed Heroes receive bonuses and provide factionwide effects.	true
ui_text_replacements_localised_text_hp_agent_actions_spy_network_title	Outrider	true
ui_text_replacements_localised_text_hp_title_royal_collectors	Royal Collectors	true
ui_text_replacements_localised_text_troy_main_fm_priam_obj_gain_favour_with_apollo_factor	Gained Apollo's Favour	true
ui_text_replacements_localised_text_hp_campaign_diplomacy_elements_military_alliance	The most powerful form of alliance, a military alliance is an agreement which obliges one faction to join another's wars, whether a third party declares war or war is declared against a third party. A military alliance improves diplomatic attitude between partners over time.	true
ui_text_replacements_localised_text_troy_main_fm_achilles_hot_blooded_insulted_reached_dilemma_choice_2_title	Soothe Achilles' mood with an offering.	true
ui_text_replacements_localised_text_hp_title_troy_myth_oreads	Oreads	true
ui_text_replacements_localised_text_hp_description_battle_tactical_map	During battle, get a bird's-eye view of the entire battlefield at any time via the tactical map. Press the Tab key to toggle the map, or press the Tactical Map button at the bottom-right of the screen. From there, you can see the entire battlefield, including all known allied and enemy positions and the topography of the landscape. Any units not in the line of sight of your own troops are not displayed on the tactical map. It is also possible to control your units by selecting them on the tactical map and issuing orders exactly as you would on the battlefield.	true
ui_text_replacements_localised_text_hp_title_hippolyta_heroic_motivation	Hippolyta Heroic Motivation	true
ui_text_replacements_localised_text_hp_title_zeus	Zeus	true
ui_text_replacements_localised_text_hp_gameplay_realms_desc_03	Gaining control of a region that is part of a realm will trigger a mission to conquer the remaining regions, thus allowing you to track which settlements you must occupy to be crowned that realm’s ruler.	true
ui_text_replacements_localised_text_hp_battle_terrain_types_hills	Hills are valuable tactical positions to occupy. Missile units at a higher elevation generally have a clearer field of fire, and gain a damage bonus based on that elevation above the target. Melee units fight more effectively against units at a lower elevation. Units charging downhill will gather greater momentum, enhancing their impact damage; conversely, troops charging uphill will do so more slowly, reducing their impact damage. Units fighting uphill will also do so less effectively, and with a greater fatigue penalty.	true
ui_text_replacements_localised_text_hp_title_gold_mine_settlement	Gold Mine Settlement	true
ui_text_replacements_localised_text_hp_agent_actions_envoy_infiltrate_flavour_desc	The envoy accuses an enemy agent of unlawful actions and demands they consider the implications of their methods.	true
ui_text_replacements_localised_text_hp_title_building_pyrrhichios_arena	Pyrrhichios Arena	true
ui_text_replacements_localised_text_hp_title_building_gold_shaft_mine	Gold Shaft Mine	true
ui_text_replacements_localised_text_hp_title_building_muster_field	Muster Field	true
ui_text_replacements_localised_text_hp_title_praise_the_ancestors	Praise the Ancestors	true
ui_text_replacements_localised_text_hp_title_campaign_controls	Campaign Controls	true
ui_text_replacements_localised_text_hp_title_unit_exemplary_trojan_slingers	Exemplary Trojan Slingers	true
ui_text_replacements_localised_text_hp_description_unit_attributes	Attributes are the innate, 'passive' abilities that units can use to govern their capabilities in battle. As such, they do not generally have to be activated, although an attribute may bestow an ability activated by a button on the battle HUD. For example, some units are inherently fearsome, so their very presence in battle can cause fear to an enemy, reducing their morale. Similarly, some units can hide, enabling them to remain out of sight of enemies within a certain distance.	true
ui_text_replacements_localised_text_wh2_intro_campaign_province_overview_panel_buildings	These icons represent buildings within the settlements in the province.\\n\\nThe first icon within each settlement represents the settlement building, upgrades to which affect the settlement as a whole.	true
ui_text_replacements_localised_text_hp_building_description_amazons_hippolyta_military	While the majority of Bronze Age religious rituals were practiced openly, a number of ancillary cults, called 'Mysteries', were conducted in secret among chosen initiates. These arcane practices, most likely evolved from much older agrarian faiths, grew in parallel with public religion and were widespread around the Aegean Sea and beyond. One such group, known today as the Eleusinian Mysteries, was already ancient in the days of Mycenaean Greece and lasted until the 4th century AD, while another sect from central Anatolia worshipped enigmatic chthonic deities named the Cabiri, whose origins precede the Greek gods themselves.	true
ui_text_replacements_localised_text_hp_title_goldsmith	Goldsmith	true
ui_text_replacements_localised_text_hp_campaign_sieges_besieging_5	Infantry units with no siege equipment can be directed to scale sections of the settlement wall and fight any defenders present, then drop down into the interior. When a unit reaches its designated wall section, it will erect ladders and begin climbing. This is a much slower and riskier procedure than using siege towers.	true
ui_text_replacements_localised_text_hp_campaign_diplomacy_negotiate_5	If you don’t wish to manually negotiate, you can click on the Make It Work button. This will reveal a baseline requirement from the other party in order to accept your offer, usually in gold. This can often be a useful starting point from which you can begin to modify your offer.	true
ui_text_replacements_localised_text_hp_penthesilea_roster_dlc1_mounted_huntress	Mounted Huntress	true
ui_text_replacements_localised_text_hp_title_battle_tactical_map	The Tactical Map	true
ui_text_replacements_localised_text_hp_campaign_description_armies_at_sea	Armies can move over lakes and seas but take time to construct and dismantle their boats as they transition between the land and the water.	true
ui_text_replacements_localised_text_hp_title_royal_barracks	Royal Barracks	true
ui_text_replacements_localised_text_start_campaign_button_label_odysseus	Sail Away	true
ui_text_replacements_localised_text_hp_hero_hippolyta_motivation	Still haunted by the pillaging of the sacred Amazon capital of Themiscyra at the hands of the savage Athenians years prior, Queen Hippolyta has grown obsessed with securing a future for her sisters and brothers. Eschewing the path of vengeance, she will embark on a mission to rediscover her people’s roots and thus forge a new future for her people as war comes to Anatolia from across the Aegean.	true
ui_text_replacements_localised_text_troy_unit_ability_volley_description	"They loosed arrows without rest until the blood of their enemies flowed into the earth."	true
ui_text_replacements_localised_text_hp_gameplay_campaign_victory_totalwar_02	You can see the specific objectives required to achieve a Total War victory on the Victory panel.	true
ui_text_replacements_localised_text_wh2_intro_campaign_manpower_1	Siege weapons require manpower to build, which is provided by the troops of the besieging army. More troops means more available manpower.\\n\\nThe manpower available per-turn and the total available manpower are shown here.	true
ui_text_replacements_localised_text_troy_main_tutorial_scripted_tour_diplomacy_11	The factions most likely to accept your deal are listed at the top. The numbers on the right show whether they will accept it outright or if they require something more.	true
ui_text_replacements_localised_text_hp_battle_damage_types_armour-piercing	Weapons, skills and abilities that cause armour-piercing damage ignore a unit’s armour value. This type of damage from melee weapons and projectiles may still be evaded according to the attacked unit’s melee and missile evasion characteristics.	true
ui_text_replacements_localised_text_hp_building_description_main_core_farm_apoikia	Whether city-states sought to expand their influence to farther regions of the world or were displaced by war, they would sometimes found colonies called 'apoikia'. These settlements in distant lands acted as sovereign entities but maintained close economic and social ties with their metropolis of origin, in effect acting as advanced posts. This was the case in Anatolia, which saw an influx of colonial communities originating in Mycenae, ensuring an Achaean presence across the Aegean for centuries to come.	true
ui_text_replacements_localised_text_hp_agent_actions_spy_sedition_target	Target: Enemy settlement	true
ui_text_replacements_localised_text_hp_campaign_description_horde_growth	The [[img:icon_growth]][[/img]]growth of a [[sl:campaign_hordes]]horde[[/sl]] is a measure of the expansion of its population. [[img:icon_growth]][[/img]]Growth of a horde leads to the accumulation of [[img:icon_pop_surplus]][[/img]]population surplus, which can be spent on [[sl:campaign_raising_forces]]raising additional hordes[[/sl]] or upgrading [[sl:campaign_buildings]]buildings[[/sl]].	true
ui_text_replacements_localised_text_hp_title_building_cyclopean_walls	Cyclopean Walls	true
ui_text_replacements_localised_text_troy_main_tutorial_scripted_tour_diplomacy_6	At any point during a deal you can press the Decline Deal button, which will remove all offers and demands from the Deal tab.	true
ui_text_replacements_localised_text_hp_title_ammunition	Ammunition	true
ui_text_replacements_localised_text_horde_growth_tooltip	{{tr:hp_campaign_description_horde_growth}}	true
ui_text_replacements_localised_text_hp_title_stances	Army Stances	true
ui_text_replacements_localised_text_hp_description_camera_controls_1	In battle, moving the camera to give the best vantage point is crucial to your understanding, and to victory. The basic camera controls are mapped to the W, A, S and D keys. The height of the camera can be adjusted with Z and X, and you can rotate the camera with Q and E. You can also adjust the camera height by scrolling the mouse wheel. The camera can also be freely manipulated by holding down the middle mouse button and moving the mouse around. Double left-clicking on any unit or unit card will zoom the camera to that unit - likewise, double left-clicking on any point of terrain will take the camera there also.	true
ui_text_replacements_localised_text_troy_gods_effect_bundle_apollo_prayer_title	Prayer to Apollo	true
ui_text_replacements_localised_text_hp_title_unit_renowned_trojan_slingers	Renowned Trojan Slingers	true
ui_text_replacements_localised_text_hp_agent_actions_envoy_denounce_title	Denounce Treachery	true
ui_text_replacements_localised_text_strategic_threat_diplomatic_penalty_effect	penalties to diplomatic relations with all factions	true
ui_text_replacements_localised_text_hp_campaign_diplomacy_attitude_2	There are many factors which improve or reduce diplomatic attitude. Non-aggression pacts, long-term peace and being in an alliance all boost diplomatic attitude for example. Being at war, doing deals with a faction’s enemies, and trespassing on another faction’s territory without first seeking a military access agreement are some actions that will reduce attitude. 	true
ui_text_replacements_localised_text_hp_campaign_title_hero_actions	Agent Actions	true
ui_text_replacements_localised_text_hp_title_zeus_wrath	Zeus' Wrath	true
ui_text_replacements_localised_text_hp_title_unit_odysseus_midnight_runners	Odysseus' Midnight Runners	true
ui_text_replacements_localised_text_hp_description_agent_recruitment	Agents are recruited from settlements where a prerequisite building has been constructed. Epic agents additionally require the maximum level for certain gods.	true
ui_text_replacements_localised_text_hp_title_loggers_camp	Loggers' Camp	true
ui_text_replacements_localised_text_hp_title_building_sanctuary_of_ares	Sanctuary of Ares	true
ui_text_replacements_localised_text_troy_dlc1_st_recruitment_4	Each horde army has a number of recruitment slots indicating how many units can be recruited by armies in a single turn. The number of recruitment slots is shown here. There are a number of ways to increase it; for example, via certain buildings or character skills.	true
ui_text_replacements_localised_text_hp_help_tutorial_battles_title	Tutorial Battles	true
ui_text_replacements_localised_text_hp_gameplay_trojan_horses_gifts_desc_02	If the player plays or has confederated Ithaca, Odysseus will reveal that he has concocted a stratagem to capture Troy through deceit. Later, after encircling Troy and laying siege to the city, Odysseus will reveal that he requires resources to build a horse-headed ship with which to deceive the Trojans. If the operation is financed, a special Trojan Horse battle will become available on the next turn.	true
ui_text_replacements_localised_text_hp_agent_actions_spy_foster_flavour_desc	The spy co-ordinates the recovery of warriors from injuries sustained in battle, so that they may rejoin their armies and return to active service.	true
ui_text_replacements_localised_text_hp_title_sarpedon_faction_mechanics	Sarpedon Faction Mechanics	true
ui_text_replacements_localised_text_hp_title_heroes_battle	Heroes	true
ui_text_replacements_localised_text_troy_st_recruitment_3	Click on a unit to select it for recruitment. Note that unit recruitment has an initial cost in resources and you must pay further resources as upkeep each turn that the unit is in existence.	true
ui_text_replacements_localised_text_hp_title_building_wine_cupbearers	Wine Cup Bearers	true
ui_text_replacements_localised_text_hp_title_armies_at_sea	Armies at Sea	true
ui_text_replacements_localised_text_troy_divine_will_zeus_cult_level_3_title	Father of Heroes	true
ui_text_replacements_localised_text_troy_main_tutorial_scripted_tour_diplomacy_8	Pressing the Quick Deal button will exit the current deal. Foreign factions will not be angered by this, so don't worry.	true
ui_text_replacements_localised_text_hero_skill_aeneas_unit_leadership_spec_clubs_title	Chosen of the Gods (Club)	true
ui_text_replacements_localised_text_hp_penthesilea_dlc1_rituals_of_the_huntress	Rituals of the Huntress	true
ui_text_replacements_localised_text_hp_descripton_unit_weight_class_light_cavalry	Light Cavalry are extremely fast and can roam around the battlefield with ease, but they lack the weight needed to punch through enemy lines and are best used for harassing and killing routing units.	true
ui_text_replacements_localised_text_hp_gameplay_campaign_victory_desc_01	There are two distinct ways each faction can win the single-player campaign: personal victory and Total War victory. While both require you to dominate your enemies and conquer significant territory, a personal victory is usually simpler to achieve as long as you heed your faction’s affiliation.	true
ui_text_replacements_localised_text_hp_title_paris_unit_roster	Paris Unit Roster	true
ui_text_replacements_localised_text_hp_description_unit_selection	To issue orders units must first be selected. You can select a unit by left-clicking either on it or on its unit card on the Army panel; left-clicking away deselects it. Multiple units can be selected by holding down the left mouse button and dragging a box around them. You can also hold down Ctrl and select multiple unit cards to add them to your current selection. Holding Shift and selecting two unit cards also selects any that are in-between, which is useful for selecting a large number at once. Select your entire army with Ctrl +A. Pressing G groups selected units together.	true
ui_text_replacements_localised_text_hp_title_call_to_arms	Call To Arms	true
ui_text_replacements_localised_text_sacrifice_description	The priestess in the army performs a ritual sacrifice to determine the outcome of the battle.	true
ui_text_replacements_localised_text_hp_title_unit_spear_fighters	Spear Fighters	true
ui_text_replacements_localised_text_hp_title_trial_gardens	Trial Gardens	true
ui_text_replacements_localised_text_troy_tutorial_tp_time_controls_2	We have slowed down the game automatically, which will not happen during an ordinary battle. Use the time control buttons to play at normal speed or pause. 	true
ui_text_replacements_localised_text_hp_hyppolyta_dlc1_sacred_woodland	Sacred Woodland	true
ui_text_replacements_localised_text_hp_description_amazons	Wild and dangerous, the Amazons stay away from civilisation and anyone would advise any civilisation to do likewise.	true
ui_text_replacements_localised_text_hp_description_formations	Units that have been formed into groups can be set into fixed formations designed to enable certain types of strategy. Notice the group formation options slide out from the bottom of the screen when a group is selected. Pressing Ctrl + G automatically creates a formation group (as opposed to G which creates a selection group). Formation groups differ from selection groups because when a formation group is selected for movement the units will always manoeuvre while holding the formation they were in when the group was created. Selection groups do not hold formation and are mostly used for unit selection purposes. Whenever formation presets are chosen, the formation group system takes effect, creating a group number and automatically moving all grouped units into the chosen formation which they will hold until they are ungrouped.	true
ui_text_replacements_localised_text_hp_title_temple_of_dike	Temple of Dike	true
ui_text_replacements_localised_text_troy_main_fm_priam_mission_recruit_mythic_desc	Reports from Priam's court indicate that he has grown increasingly religious in his old age. Ancient myths hold a great sway on the king's mind and he has become fascinated by stories of fantastical creatures marching into battle alongside mortal men. Should you recruit such military units to your cause, your father would surely consider you a legendary hero also, and therefore deserving of the throne.	true
ui_text_replacements_localised_text_hp_title_building_temple_of_mysteries	Temple of Mysteries	true
ui_text_replacements_localised_text_hp_campaign_zoc_1	All armies and settlements have a range at which they can engage with enemies militarily known as their zone of control, indicated by the circle that appears when they are moused over or selected. An army or settlement’s zone of control cannot be entered by a neutral or enemy army without attacking it directly.	true
ui_text_replacements_localised_text_effect_scopes_character_to_force_regionwide_any_passive	when standing idle, affecting all own armies in the region	true
ui_text_replacements_localised_text_hp_title_tutorial_and_help	Tutorial & Help	true
ui_text_replacements_localised_text_character_desc_troy_menelaus	Although his best days on the battlefield are already behind him as the Trojan War heats up, Menelaus nevertheless joins his brother's alliance, determined to return Helen to Sparta.	true
ui_text_replacements_localised_text_hp_title_royal_workshop	Royal Workshop	true
ui_text_replacements_localised_text_hp_description_agents	Agents are talented individuals that serve you for a price. They can execute actions on the campaign map that might include but are not limited to: assassination, spying, misdirection, sabotage, army support, etc.	true
ui_text_replacements_localised_text_hp_title_building_exotic_goods_storage	Exotic Goods Storage	true
ui_text_replacements_localised_text_hp_title_giants_meeting_place	Giant's Meeting Place	true
ui_text_replacements_localised_text_hp_building_description_main_core_farm_settlement	Farmers throughout history never shared the glory of the warriors who defended them, but their contribution to the survival of civilisation was no less paramount. Advanced farming techniques such as water management and animal-assisted ploughing were already well-established during the Aegean Bronze Age, supplying the region  not only with meat and produce, but also with refined goods including wine, cheese, and olive oil. Unfortunately for the common folk, they were often the first to face raiders seeking easy plunder, making their already precarious existence all the more difficult.	true
ui_text_replacements_localised_text_character_desc_troy_ama_warlord_tactician	After years studying the battle intricate techniques, this Hero sees the field as an extension of her will, directing her warriors to outmanoeuvre and outlast her opponents, attacking where the foe is least defended.	true
ui_text_replacements_localised_text_hp_title_aphrodite	Aphrodite	true
ui_text_replacements_localised_text_hp_description_unit_details_panel	The Unit Details panel, accessed by selecting a unit then pressing the I key or left-clicking the Unit Details button at the bottom left of the screen, shows a detailed array of information regarding a unit's fighting ability. The panel gives a thorough breakdown of unit statistics, such as armour, speed, melee capabilities, troop numbers, current experience level, and any useful attributes it may have, such as hiding, armour-piercing, and vanguard deployment.	true
ui_text_replacements_localised_text_hp_description_unit_ability_good_against_ranged	Arrows, javelins and slingshot do not present much of a problem for this unit, who are able to respond to a rain of death coming from the sky more quickly than most.	true
ui_text_replacements_localised_text_troy_story_dilemma_choice_oath_trojans_title	Support the Trojans	true
ui_text_replacements_localised_text_tax_province_tooltip	Province production will be added to your treasury as {{tr:icon_income}} resource income. Switching production off will increase [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} and decrease your income.	true
ui_text_replacements_localised_text_frontend_pen_fm_initiation_rites_1	[[img:penthesilea_flag]][[/img]]You can only recruit basic units directly.	true
ui_text_replacements_localised_text_hp_battle_types_siege_2	During a siege battle, the defender will control the city’s garrison, any army stationed in the city at the time, and any friendly armies within the settlement's zone of control when battle commences.	true
ui_text_replacements_localised_text_hp_title_confederation	Confederation	true
ui_text_replacements_localised_text_troy_st_char_screen_2	This window contains information about the Hero's various statistics. Any extra special effects affecting them are listed at the bottom as icons.	true
ui_text_replacements_localised_text_hp_description_hero_battle_ability_fighter_terrify	Terrifies a target enemy unit, reducing their morale.	true
ui_text_replacements_localised_text_hp_description_hero_battle_ability_warlord_march_of_hermes	Can be toggled on or off. While on, the Hero and any nearby friendly units are granted increased movement speed.	true
ui_text_replacements_localised_text_hp_description_hero_battle_ability_archer_strafe	Enables the Hero to fire while moving and grants bonuses to their movement, melee defence and missile defence. 	true
ui_text_replacements_localised_text_hp_title_plant_informant	Plant Informant	true
ui_text_replacements_localised_text_hp_title_building_mountain_colony	Mountain Colony	true
ui_text_replacements_localised_text_hp_hippolyta_roster_dlc1_toxoannases	Toxoannasses	true
ui_text_replacements_localised_text_objectives_panel_button	Objectives||View details of your victory conditions and objectives.	true
ui_text_replacements_localised_text_hp_title_unit_heavy_javelin_throwers	Heavy-Javelin Throwers	true
ui_text_replacements_localised_text_hp_campaign_factions_3	Each faction-leading Hero exemplifies one of the game's character classes, although they are different from, and more powerful than, standard recruitable Heroes as they have their own unique skill trees.	true
ui_text_replacements_localised_text_hp_description_hero_battle_ability_fighter_blood_sacrifice	Increases the Hero's rage generation rate, morale and weapon damage, but reduces their hit points.	true
ui_text_replacements_localised_text_hp_gameplay_hero_warlord_desc_07	Mentor	true
ui_text_replacements_localised_text_hp_title_sacred_stone_of_aphrodite	Sacred Stone of Aphrodite	true
ui_text_replacements_localised_text_hp_hero_odysseus_fm_overview	Odysseus’ unique faction mechanics derive from his people’s sea-faring skills. He can establish a recruitment base in allied territory, while Ithacan coastal settlements can erect powerful buildings unique to the faction.	true
ui_text_replacements_localised_text_hp_gameplay_antagonist_plan_desc_03	Make sure to consult the Antagonist panel before you undertake a major move against your antagonist; this insight could mark the difference between victory and defeat.	true
ui_text_replacements_localised_text_hp_description_game_guide_campaign_UI_strategic_map	The strategic overview map, accessed from the Toggle Strategic Overview button in the top-right of the campaign HUD, provides you with a top-level view of the campaign map. It shows a much wider and more detailed view of the Old World than the actual campaign map, with several toggles and filters with which to better manage your campaign. At the top, there are two sections – filters and overlays. The filters show you points of interest on the campaign map, like settlements, resources, Heroes and armies, as well as any ongoing sieges. These filters can be turned on and off by left-clicking their checkboxes. The overlays allow you to change what the colourisation of the map represents. Its default setting is region ownership, but it can also be changed to show diplomatic status, diplomatic attitude, regional wealth, happiness, growth, and divine favour. The legend in the top-right of the campaign HUD explains what the colour gradient represents. You can only view one overlay at a time, and can deactivate them entirely by left-clicking on the Overlays checkbox.	true
ui_text_replacements_localised_text_hp_title_shrine_of_dike	Shrine of Dike	true
ui_text_replacements_localised_text_hp_description_economy	There are five resources available to you in A Total War Saga: TROY – food, wood, stone, bronze and gold. All of them can be produced in certain settlements, bartered for with other factions, or ripped out from said factions coffers by right of victory.	true
ui_text_replacements_localised_text_hp_title_effigy_of_athena	Effigy of Athena	true
ui_text_replacements_localised_text_hp_gaf_bio_hera_3	Described as jealous and vindictive, Hera often schemed against Zeus' conquests and made life difficult for his illegitimate progeny. She was also known for her vanity: when Paris chose Aphrodite over her, she vowed to bring down the House of Troy in retaliation. The Iliad shows her scheming to aid the Achaeans and endeavouring with Athena to bring ruin to the mighty city-state.\\n\\n	true
ui_text_replacements_localised_text_hp_hero_hippolyta_fm_amazon_kingdom_01	Hippolyta’s unique mechanic reflects her obsession with founding an enduring new Amazon kingdom. The progress of this new civilisation is represented by the accumulation of Amazon treasures, which teach Hippolyta’s people about their ancient origins and inspire future greatness. The main method of acquiring Amazon treasures is through the control of sacred sites and settlements, as indicated on the campaign map.	true
ui_text_replacements_localised_text_frontend_hec_par_fm_priam_heir_1	[[img:hector_flag]][[/img]][[img:paris_flag]][[/img]]Fulfil tasks for your father Priam, King of Troy, to gain his benevolence.	true
ui_text_replacements_localised_text_troy_st_diplomacy_quickdeal_3	The list of factions will get re-ordered, so that the ones most willing to the treaty in question will appear at the top. Their likeliness to agree is also shown. Green numbers mean that the factions will agree straight away.	true
ui_text_replacements_localised_text_hp_description_achilles_phthia	Swift-footed Achilles, legendary hero of the Iliad, was the mightiest warrior the world has ever known. His seeming invincibility in combat was the subject of myth and conjecture: legend claims that his mother, the sea-goddess Thetis, granted him invulnerability as an infant by dipping him head first into the waters of the Styx. Such was his might that no other man could lift his massive spear of Pelian ash.\\n\\nAchilles was the leader of the Myrmidons, an elite fighting force from Phthia said to have been created by Zeus himself from a colony of ants. Fiercely loyal, they fought with ferocity and overcame unsurmountable odds through sheer, unflinching determination.\\n\\nWhile Achilles' mere presence was often enough to turn the tide of battle, the Phthian champion was prone to great, unpredictable mood swings that could either shake or bolster the resolve of the entire Achaean host.	true
ui_text_replacements_localised_text_hp_hero_sarpedon_motivation	Sarpedon, son of Zeus, has shaped Lycia into a proud and prosperous kingdom, but all the riches in the world are not enough to unmake the injustice committed by Minos of Crete, who exiled his people to the lands of Lycia years ago. As war brews between Achaea and Sarpedon’s allies in Troy, he must face the usurpers who stole his Cretan homeland and forge a new destiny of prosperity and power for his people. 	true
ui_text_replacements_localised_text_hp_title_collectors_office	Collector's Office	true
ui_text_replacements_localised_text_hp_title_unit_heavy_island_skirmishers	Heavy Island Skirmishers	true
ui_text_replacements_localised_text_troy_effect_text_army_battle_speed_movement_all_units	%+n% to battle speed of all units	true
ui_text_replacements_localised_text_troy_effect_text_army_melee_defence_mod_all	%+n% to melee defence of all units 	true
ui_text_replacements_localised_text_wh2_intro_campaign_attacking_description	A selected [[sl:campaign_armies]]army[[/sl]] can be ordered to attack an enemy army or [[sl:campaign_settlements]]settlement[[/sl]] by right-clicking on it.	true
ui_text_replacements_localised_text_hp_title_unit_island_club_warriors	Island Club Warriors	true
ui_text_replacements_localised_text_hp_title_epic_heroes	Epic Heroes	true
ui_text_replacements_localised_text_troy_casualty_prediction_medium	Medium	true
ui_text_replacements_localised_text_effect_scopes_own_characters_regionwide	(own characters in this region)	true
ui_text_replacements_localised_text_troy_effect_text_priestess_agent_experience_gain	%+n to army experience from presence of priestess	true
ui_text_replacements_localised_text_troy_st_province_5	Use this check box to turn off or on the production of the province. Turning it off means that you won't get any of its resources, but happiness will be increased. Use it as an emergency measure.	true
ui_text_replacements_localised_text_hp_title_bonus_vs_axemen	Bonus vs Axemen	true
ui_text_replacements_localised_text_troy_early_game_mission_construct_temple_title_1	House of the Gods	true
ui_text_replacements_localised_text_hp_title_processions_to_apollo	Processions to Apollo	true
ui_text_replacements_localised_text_hp_building_description_main_core_forest_furnace	Although iron was known to the people of Mycenae and Troy, it would only achieve prominence following the massive collapse of civilisation that marked the end of the Bronze Age. At the time of the Trojan War, bronze was still favoured by smiths as it was easier to work with, and for its higher durability compared to wrought iron. Eventually, however, the rarity of tin, which had to be imported from distant lands, as well as the deforestation caused by the need for charcoal to heat forges, led to improvements in metalworking techniques, ushering in the Iron Age.	true
ui_text_replacements_localised_text_hp_campaign_description_money	{{tr:hp_campaign_money_term_description_redir}}	true
ui_text_replacements_localised_text_hp_campaign_factions_2	Epic Heroes are the faction leaders – the figureheads and overall controllers of the many factions in the game. They cannot be slain, so if they fall in battle, they will spend some turns recovering from their wounds before returning to take command once again. Should this happen, you will be prompted to choose another character to lead whilst they are away.	true
ui_text_replacements_localised_text_troy_special_units_available	available in the Special Recruitment pool	true
ui_text_replacements_localised_text_hp_gameplay_trojan_horses_gifts_desc_01	A second explanation for the myth of the Trojan Horse supposes that the stratagem was a ploy by Odysseus to infiltrate the walls of Troy through a ruse. In this version of the events, the legendary horse was a boat loaded with treasure, as ships of the Late Bronze Age Aegean often featured horse-headed prows.	true
