key	text	tooltip
effects_description_troy_trait_loyalty_end_turn_positive_happiness	 %+n to {{tr:troy_main_motivation}} if this Hero ends turn in an owned province with positive populace	true
effects_description_troy_effect_dlc1_hero_warlord_embrace_of_ares_replace	Replaces "Embrace of Ares" ability	true
effects_description_troy_effect_hero_unit_weapon_damage	%+n% to damage of all units in Hero's army	true
effects_description_troy_effect_dlc1_hero_archer_ability_deadly_focus_replace	Replaces "Deadly Focus" ability	true
effects_description_troy_effect_decrees_recruitment_medium_units	%+n% to recruitment cost of all medium infantry units	true
effects_description_troy_effect_hero_all_ability_duel	"Divine Challenge" ability	true
effects_description_troy_effect_gods_success_mod_enemy_agents	%+n% to success chance of enemy agent actions	true
effects_description_troy_effect_building_resource_stack_food_medium_average	Foreign Traders: +1 medium average food stack	true
effects_description_troy_effect_hero_archer_ability_poison_attacks_spec_berserk	"Poison Attacks (Berserk)" specialisation	true
effects_description_troy_effect_agent_spy_hold_out_time_when_besieging	[PH] [hidden]	true
effects_description_troy_effect_economy_food_faction		true
effects_description_troy_main_stance_ambush_chance_dummy	Chance of ambushing any enemy army this force attacks	true
effects_description_troy_effect_economy_mod_wood	%+n% {{tr:troy_effect_wood_per_turn}}	true
effects_description_troy_effect_army_campaign_attrition_swamp_resistance	Attrition: %+n% casualties suffered from swamp attrition	true
effects_description_troy_effect_priestess_ritual_favour_mod_apollo	%+n% {{tr:troy_effect_desc_favour_from_rituals_mod}} {{tr:hp_title_apollo}}	true
effects_description_troy_effect_army_melee_attack_mod_when_attacking_all_armies	%+n to melee attack of all units when attacking 	true
effects_description_troy_effect_fm_achilles_priestess_ritual_favour_mod	Favour from priestess rituals: %+n%	true
effects_description_troy_effect_army_attrition_mod_deep_sea	%+n% to attrition in deep sea waters	true
effects_description_troy_effect_agent_seer_divine_errand_hidden	[PH] [hidden]	true
effects_description_troy_effect_add_outcome_building_cost_mod_all	{{tr:troy_effect_text_building_cost_mod_all}}	true
effects_description_troy_trait_loyalty_army_large	 %+n to {{tr:troy_main_motivation}} if this Hero ends turn leading an army of 16 units or more	true
effects_description_troy_effect_building_recruitment_cost_heros_agents	%+n% to recruitment cost of Heroes and non-epic agents	true
effects_description_troy_effect_faction_diplomacy_pelasgians	%+n to diplomatic relations with Pelasgians	true
effects_description_troy_effect_building_morale_on_recruitment	%+n to morale for units recruited in this province	true
effects_description_troy_effect_technology_melee_defence_all_ranged	%+n% to melee defence of all missile units	true
effects_description_troy_effect_building_menelaus_elites_armour_piercing	%+n to armour-piercing damage of all Light Spear Runners and Renowned Laconian Axemen	true
effects_description_troy_effect_troy_story_danaans	{{tr:troy_story_effect_danaans}}	true
effects_description_troy_effect_hero_fighter_ability_throw_spear	"Olympian Throw" ability	true
effects_description_troy_effect_dlc1_god_lineage_trait_favour_ares_dummy	Favour of Ares: %+n%	true
effects_description_troy_trait_loyalty_end_turn_not_own_region	 %+n to {{tr:troy_main_motivation}} after this Hero ends turn in a region not owned by his faction	true
effects_description_troy_effect_hero_public_order_from_characters	%+n to happiness in the local province from presence of Heroes	true
effects_description_troy_trait_loyalty_occupy_raze	 %+n to {{tr:troy_main_motivation}} after this Hero occupies or razes settlements	true
effects_description_troy_effect_army_own_campaign_movement_range	%+n% to campaign movement range of own armies starting the turn here	true
effects_description_troy_effect_unit_fatigue_reduction_myth_cav_chariot	%+n% to fatigue in battle for mythic, mounted and chariot units	true
effects_description_troy_effect_hero_warlord_ability_recuperate	"Reinvigorate" ability	true
effects_description_troy_effect_hero_warlord_ability_cover	"Shield Wall" ability	true
effects_description_troy_effect_hero_campaign_attrition	%+n% to attrition in Hero's army	true
effects_description_troy_effect_army_campaign_movement_range	%+n% to campaign movement range	true
effects_description_troy_effect_hero_warlord_ability_insult_replace	Replaces "Taunt" ability	true
effects_description_troy_effect_hero_warlord_ability_commanding_shout_spec_cost	"Heraclean Roar (Cost)" specialisation	true
effects_description_troy_main_building_high_influence_gold_production	{{tr:troy_main_building_high_influence}} %+n {{tr:troy_effect_gold_per_turn}} (depletes local deposit)	true
effects_description_troy_effect_post_battle_captives_mod	 %+n% to battle captives taken	true
effects_description_troy_effect_hero_warlord_ability_fight_on_replace	Replaces "Leader of Men" ability	true
effects_description_troy_effect_hero_defender_ability_consecrated_ground_replace	Replaces "Hallowed Ground" ability	true
effects_description_troy_effect_agent_cap_mod_satyr	 %+n to recruitment cap of satyr agents	true
effects_description_troy_effect_building_lock_foreign_barracks_dummy	Locks the Foreign Encampment building chain for this settlement	true
effects_description_troy_effect_gods_success_rate_agents	{{tr:troy_effect_text_gods_success_rate_agents}}	true
effects_description_troy_effect_faction_unit_recruitment_points	{{tr:troy_effect_text_faction_unit_recruitment_points}}	true
effects_description_troy_effect_hero_unit_fatigue_reduction	Grants fatigue reduction to all units in Hero's army	true
effects_description_troy_effect_army_myth_giants_upkeep	%+n% to upkeep cost of giants units	true
effects_description_troy_effect_construction_time_mod_all	{{tr:troy_effect_text_construction_time_mod_all}}	true
effects_description_troy_effect_hero_self_hitpoints_spec_regeneration	Grants passive hitpoint regeneration to Hero	true
effects_description_troy_effect_hero_campaign_wounded_time	%+n to turns Hero spends wounded	true
effects_description_troy_effect_army_battle_upkeep_mod_non_ranged_units	%+n% to upkeep cost of non-missile units	true
effects_description_troy_effect_building_paris_elites_upkeep	%+n% to upkeep cost of Trojan Nobles and Archer Chariots units	true
effects_description_troy_effect_army_recruitment_points	%+n to horde recruitment capacity	true
effects_description_troy_effect_royal_decrees_only_hecatomb_cost_mod	%+n% to cost of a Hecatomb	true
effects_description_troy_effect_hero_hector_unit_knights_vow_spec_swords	%+n% to upkeep cost of Hector's elite sword units	true
effects_description_troy_effect_hero_fighter_ability_blood_sacrifice_replace	Replaces "Blood Sacrifice" ability	true
effects_description_troy_effect_army_campaign_stance_ap_cost	[[col:yellow]]Campaign movement range required to adopt: %n%[[/col]]	true
effects_description_troy_effect_agent_priestess_charge_bonus_mod_when_fighting_on_land	%+n% to charge bonus when fighting on land	true
effects_description_troy_effect_agent_spy_host_army_sight_range_mod_add_outcome	{{tr:troy_effect_text_host_army_sight_range_mod}}	true
effects_description_troy_effect_hero_self_enemy_trojans_spec_agamemnon	%+n damage when fighting against Agamemnon's faction	true
effects_description_troy_effect_hero_archer_ability_escape	"Escape" ability	true
effects_description_troy_effect_agent_spy_envoy_recovery_time_mod_this_agent	%+n to this agent's recovery time when wounded	true
effects_description_troy_effect_hero_unit_missile_damage_spec_ranged_experience_per_turn	%+n to experience of missile units in Hero's army per turn	true
effects_description_troy_effect_hero_self_armour_spec_missile_resistance	%+n% to missile resistance of Hero	true
effects_description_troy_effect_event_add_stone	%+n {{tr:troy_effect_stone_per_turn}}	true
effects_description_troy_effect_hero_self_morale_spec_cause_fear	The Hero frightens nearby enemy units!	true
effects_description_troy_effect_fm_aeneas_speak_with_dead_captives	+50% to battle captives taken	true
effects_description_troy_effect_hero_fighter_ability_desecrate_the_fallen_spec_armour	"Humiliate the Dead (Armour)" specialisation	true
effects_description_troy_effect_agent_priestess_sacrifice_good_omen_melee_defence_mod	%+n% to melee defence from good omens	true
effects_description_troy_effect_army_battle_speed_movement_siege_battles	%+n% to battle speed of all units during siege battles	true
effects_description_troy_effect_gods_aristeia_points_mod	%+n% Aristeia gained by Heroes	true
effects_description_troy_effect_gods_experience_for_all_agents_dummy	%+n to experience of all agents	true
effects_description_troy_effect_melee_attack_axes	%+n% to melee attack of axe units	true
effects_description_troy_effect_building_hero_attack	%+n to melee attack skill of all Heroes fighting in this region	true
effects_description_troy_effect_hero_campaign_ambush_defence	%+n% to chance of Hero evading ambushes	true
effects_description_troy_effect_agent_critical_failure_mod	{{tr:troy_effect_text_agent_critical_failure_mod}}	true
effects_description_troy_effect_faction_replenishment_characters	[PH] [hidden] additional replenishment rate for lords and heroes	true
effects_description_troy_effect_hero_campaign_upkeep	{{tr:troy_effect_text_hero_campaign_upkeep}}	true
effects_description_troy_effect_building_cost_mod_all	{{tr:troy_effect_text_building_cost_mod_all}}	true
effects_description_troy_effect_hero_archer_ability_cheat_hades_spec_melee_defence	"Cheat Hades (Defence)" specialisation	true
effects_description_troy_effect_agent_spy_assassinate_enemy_critical_chance_mod	%+n% to critical success chance of spy actions	true
effects_description_troy_effect_fm_trojan_alliance_regions_or_more_dummy	This alliance level is active at %n allied regions or more	true
effects_description_troy_effect_faction_settlement_walls_really_hidden	[HIDDEN] Used to indicate the presence of walls for major settlemetns	true
effects_description_troy_effect_building_taunt_dummy	Enemy factions are more likely to attack this region	true
effects_description_troy_effect_hero_self_enemy_trojans_spec_paris	%+n damage when fighting against Paris' faction	true
effects_description_troy_effect_dlc1_effect_horde_unit_replenishment_hidden	[HIDDEN] For core replenishment effects for settle stance	true
effects_description_troy_effect_gods_diplomacy_mod_with_all_subcultures	%+n to diplomatic relations with all factions	true
effects_description_troy_effect_anc_battle_speed_cavalry	%+n% to battle speed for cavalry units	true
effects_description_troy_effect_building_unit_upgarde_oathsworn_dummy	{{tr:troy_effect_initiation_rite_tr}} Oathsworn	true
effects_description_troy_effect_hero_fighter_ability_batter	"Assault & Battery" ability	true
effects_description_troy_effect_hero_self_melee_armour_piercing	%+n% to armour-piercing damage of Hero	true
effects_description_troy_effect_economy_mod_all_resources_wood	%+n% {{tr:troy_effect_wood_per_turn}}	true
effects_description_troy_effect_army_units_experience_per_turn	%+n to experience of all units per turn	true
effects_description_troy_effect_army_melee_attack_for_spearmen	%+n% to melee attack of all spear units	true
effects_description_troy_effect_add_outcome_agent_spy_poisoning_hero	{{tr:troy_effect_text_agent_spy_poisoning_hero}}	true
effects_description_troy_effect_buildings_replenishment	{{tr:troy_effect_text_buildings_replenishment}}	true
effects_description_troy_effect_hero_defender_ability_taunt_spec_armor	"The War-god's Call (Armour)" specialisation	true
effects_description_troy_effect_agent_cap_mod_seer	 %+n to recruitment cap of seer agents	true
effects_description_troy_effect_fm_aeneas_speak_with_dead_assaracus_hero_aura	%+n% to aura size of Hero	true
effects_description_troy_effect_hero_warlord_ability_warning_shout	"Warning Shout" ability	true
effects_description_troy_effect_diplomacy_strategic_threat_attitude_all_factions_minor	Minor {{tr:strategic_threat_diplomatic_penalty_effect}}	true
effects_description_troy_effect_agent_spy_success_mod	%+n% to success chance of all spy actions	true
effects_description_troy_effect_melee_attack_mod_swords_axes	%+n% to melee attack of sword and axe units	true
effects_description_troy_effect_building_upkeep_mod_chariot	%+n% to upkeep cost of chariot units	true
effects_description_troy_effect_add_outcome_hero_campaign_happiness	{{tr:troy_effect_text_hero_campaign_happiness}}	true
effects_description_troy_effect_hero_defender_ability_taunt_replace	Replaces "The War-god's Call" ability	true
effects_description_troy_effect_economy_special_gold_coitasma	%+n to gold income per turn from prospecting	true
effects_description_troy_effect_hero_campaign_ambush_defence_spec_enemy_province_happiness	Reduces happiness in the local enemy province by %+n	true
effects_description_troy_effect_army_upkeep_all_land_armies	%+n% to upkeep cost of all units	true
effects_description_troy_effect_army_navy_campaign_attrition_high_seas_resistance	%+n% to attrition from traveling through deep waters	true
effects_description_troy_effect_hero_archer_ability_feign_death_replace	Replaces "Cheat Hades" ability	true
effects_description_troy_effect_hero_warlord_ability_rallying_cry_replace	Replaces "Rallying Cry" ability	true
effects_description_troy_effect_building_unit_upgarde_hippotoxotai_dummy	{{tr:troy_effect_initiation_rite_tr}} Hippotoxotai	true
effects_description_troy_effect_agent_envoy_campaign_movement_mod_armies_agent	{{tr:troy_effect_text_agent_envoy_campaign_movement_mod_armies_agent}}	true
effects_description_troy_dlc1_hero_campaign_horde_growth_spec_momentum_post_battle_occupation	%+n% to battle glory when killing captives after an offensive siege battle	true
effects_description_troy_effect_dlc1_oath_available	Blood Oath available. Bloodsworn units summoned: %n	true
effects_description_troy_main_effect_public_order_tax_rate	{{tr:public_order_effect}}: %+n	true
effects_description_troy_effect_hero_unit_fatigue_reduction_spec_fatigued_slower	Grants additional fatigue reduction to all units in Hero's army	true
effects_description_troy_effect_building_global_recruitment_paris_dummy	Grants access to global recruitment of Trojan Nobles and Archer Chariots units	true
effects_description_troy_effect_buildings_stone_from_vassals	%+n {{tr:troy_effect_stone_per_turn}} per vassal	true
effects_description_troy_effect_hero_archer_ability_rapid_fire_spec_dmg	"Swift of Heel (Damage)" specialisation	true
effects_description_troy_trait_loyalty_diplomatic_agreement_neighbour	 %+n to {{tr:troy_main_motivation}} after striking a diplomatic agreement with a neighbouring faction	true
effects_description_troy_effect_hero_warlord_seize_the_moment_replace	Replaces "Seize the Moment" ability	true
effects_description_troy_effect_hero_fighter_ability_cleave_spec_damage	Cleave (Damage)	true
effects_description_troy_effect_favour_all_gods_enthropy	%+n% to favour of all the gods due to neglect	true
effects_description_troy_trait_loyalty_end_turn_raiding	 %+n to {{tr:troy_main_motivation}} after this Hero ends turn in raiding stance	true
effects_description_troy_effect_army_armour_mod_all	 %+n to armour of all units	true
effects_description_troy_effect_agent_spy_assassinate_satyr_mod	%+n% to chance of assassinating a foreign satyr	true
effects_description_troy_effect_construction_time_mod_temples_all	%+n to construction time of all temple buildings	true
effects_description_troy_effect_faction_growth_factionwide	%+n to growth	true
effects_description_troy_effect_technology_construction_time_horde_civil_buildings	%+n%  to construction cost of all civil buildings	true
effects_description_troy_dlc1_hero_unit_experience	%+n% to experience received in battle for all units	true
effects_description_troy_main_effect_influence_factor_per_alliance	%+n to influence per defensive or military alliance, up to 10	true
effects_description_troy_effect_gods_build_time_capitals_only	 %+n to construction time in province capitals 	true
effects_description_troy_effect_campaign_ai_unit_recruitment_tier_3	[HIDDEN]	true
effects_description_troy_effect_agent_priestess_cost_of_actions	%+n% to cost of all priestess actions	true
effects_description_troy_effect_agent_gorgon_available	Enables recruitment of a gorgon	true
effects_description_troy_effect_melee_attack_clubs	%+n% to melee attack of club units	true
effects_description_troy_effect_building_unit_upgarde_horsewomen_dummy	{{tr:troy_effect_initiation_rite_tr}} Horsewomen	true
effects_description_troy_effect_hero_campaign_holdout	%+n to siege holdout time (minimum 1 turn)	true
effects_description_troy_effect_faction_unit_recruitment_points_naval	%+n to naval recruitment capacity	true
effects_description_troy_effect_building_melee_attack_mod	%+n to melee attack of all units trained in this province	true
effects_description_troy_dlc1_effect_building_harpy_pool_dummy	More tier %n harpies are available for recruitment after razing their mythic settlements with this army	true
effects_description_troy_effect_decrees_melee_defence_medium_units	%+n% to melee defence of all medium infantry units	true
effects_description_troy_effect_building_resource_stack_bronze_small_cheap	Foreign Traders: +1 small cheap bronze stack	true
effects_description_troy_effect_hero_loyalty_mod	 %+n to {{tr:troy_main_motivation}}	true
effects_description_troy_effect_agent_spy_available	Enables recruitment of spies	true
effects_description_troy_effect_fm_aeneas_aeolian_blood	%+n to diplomatic relations with Aeolian factions	true
effects_description_troy_effect_building_unit_upgarde_initiates_dummy	{{tr:troy_effect_initiation_rite_tr}} Initiates	true
effects_description_troy_effect_agent_add_gold	{{tr:troy_effect_text_agent_add_gold}}	true
effects_description_troy_effect_army_armour_piercing_all_armies_inland_open_field	%+n to armour-piercing damage of all units when fighting in the open	true
effects_description_troy_effect_economy_add_deposit_gold	%+n to gold mine capacity in this province	true
effects_description_troy_effect_hero_agamemnon_unit_knights_vow_spec_shock	%+n% to upkeep cost of Agamemnon's elite units wielding two-handed weapons	true
effects_description_troy_effect_hero_fighter_ability_cleave_replace	Replaces "Cleave" ability	true
effects_description_troy_effect_economy_food_production_inland_regions	 %+n% to food production in inland regions	true
effects_description_troy_effect_hero_unit_morale_spec_clubs	%+n% to morale of club units in Hero's army	true
effects_description_troy_effect_building_unit_upgarde_war_riders_dummy	{{tr:troy_effect_initiation_rite_tr}} War Riders	true
effects_description_troy_trait_loyalty_battle_fight	 %+n to {{tr:troy_main_motivation}} after fighting a battle with this Hero	true
effects_description_troy_effect_dlc1_hero_fighter_ability_battle_song	"Song of Battle" ability	true
effects_description_troy_trait_loyalty_win_alone	 %+n to {{tr:troy_main_motivation}} after winning a battle with this Hero with no reinforcements	true
effects_description_troy_effect_hero_menelaus_unit_knights_vow_spec_shock	%+n% to upkeep cost of Menelaus' elite units wielding two-handed weapons	true
effects_description_troy_trait_loyalty_end_turn_high_tier_settlement	 %+n to {{tr:troy_main_motivation}} if this Hero ends turn in a region with a tier 4 or 5 main settlement building	true
effects_description_troy_effect_campaign_happiness_base	{{tr:public_order_effect}}: %+n	true
effects_description_troy_effect_economy_mod_gold_buildings	%+n% {{tr:troy_effect_gold_per_turn}} from buildings	true
effects_description_troy_effect_hero_campaign_income_post_battle_spec_influence	%+n influence after victory, doubled if battle captives are killed	true
effects_description_troy_effect_agent_cap_increase_spy	%+n to capacity for spies (up to 3)	true
effects_description_troy_effect_hero_campaign_holdout_spec_experience	All units gain double experience when fighting siege battles	true
effects_description_troy_effect_fm_aeneas_speak_with_dead_clubs_charge	%+n% to charge of club units	true
effects_description_troy_effect_minimum_xp_gain_from_eligible_battle	[HIDDEN] Minimum XP gain a unit should receive from a battle for eligible battles (those over a certain CP ratio).	true
effects_description_troy_trait_loyalty_battle_lose	 %+n to {{tr:troy_main_motivation}} after this Hero loses a battle	true
effects_description_troy_effect_building_resource_stack_stone_medium_average	Foreign Traders: +1 medium average stone stack	true
effects_description_troy_effect_building_recruitment_cost_reduction_this_faction	%+n% to recruitment cost of units belonging to the region owner	true
effects_description_troy_effect_economy_buildings_add_gold	%+n {{tr:troy_effect_gold_per_turn}} 	true
effects_description_troy_effect_hero_self_enemy_trojans	%+n melee attack when fighting against factions from the Trojan culture	true
effects_description_troy_effect_priestess_ritual_favour_mod_zeus	%+n% {{tr:troy_effect_desc_favour_from_rituals_mod}} {{tr:hp_title_zeus}}	true
effects_description_troy_effect_hero_self_sunder_replaces	Replaces the sunder ability with specializations.	true
effects_description_troy_effect_building_cost_mod_main_buildings	{{tr:troy_effect_text_building_cost_mod_main_buildings}}	true
effects_description_troy_effect_fm_aeneas_speak_with_dead_spearmen_attack	%+n% to melee attack of spear units	true
effects_description_troy_main_effect_influence_factor_building_adjacent_province	%+n to influence over adjacent provinces	true
effects_description_troy_effect_hero_fighter_ability_blood_sacrifice_spec_morale_damage	"Blood Sacrifice (Morale & Damage)" specialisation	true
effects_description_troy_effect_shielded_unit_melee_defence	%+n% to melee defence of shielded units	true
effects_description_troy_effect_technology_horde_melee_defense_cavalry	%+n% to melee defence for cavalry units	true
effects_description_troy_effect_faction_happiness_in_all_own_territories	%+n to happiness 	true
effects_description_troy_effect_economy_other_add_bronze	{{tr:troy_effect_text_economy_other_add_bronze}}	true
effects_description_troy_effect_hero_warlord_ability_fight_on_spec_radius	"Leader of Men (Radius)" specialisation	true
effects_description_troy_effect_hero_menelaus_unit_knights_vow	%+n% to upkeep cost of Menelaus' elite units	true
effects_description_troy_effect_agent_chance_critical_failure_mod	%+n% to critical failure chance of this agent's actions	true
effects_description_troy_dlc1_effect_building_cost_mod_military_buildings	%+n% to construction cost of all military buildings	true
effects_description_troy_effect_fm_aeneas_speak_with_dead_food	%+n to food	true
effects_description_troy_effect_add_outcome_agent_priestess_successful_wrath_act_again	{{tr:troy_effect_text_agent_priestess_successful_wrath_act_again}}	true
effects_description_troy_trait_loyalty_peace_trojans	 %+n to {{tr:troy_main_motivation}} after signing a peace treaty with a neighbouring Trojan faction	true
effects_description_troy_effect_hero_archer_ability_multishot_replace	Replaces "Triple Shot" ability	true
effects_description_troy_effect_hero_fighter_ability_frenzy	"Frenzy" ability	true
effects_description_troy_effect_army_attrition_from_desertation	%+n% to attrition from desertion	true
effects_description_troy_effect_agent_envoy_melee_attack_mod_passive	%+n to melee attack of all units within the same region	true
effects_description_troy_effect_faction_research_cost_mod	[HIDDEN]	true
effects_description_troy_effect_unit_capacity_myth_harpies_tier_1	Unit capacity: %+n\\nHarpies	true
effects_description_troy_effect_add_outcome_economy_mod_all_resources	{{tr:troy_effect_text_economy_mod_all_resources}}	true
effects_description_troy_effect_hero_fighter_ability_desecrate_the_fallen_spec_reduce_cost	"Humiliate the Dead (Reduce Cost)" specialisation	true
effects_description_troy_effect_hero_warlord_ability_commanding_shout_spec_cd	"Heraclean Roar (Cooldown)" specialisation	true
effects_description_troy_effect_hero_warlord_ability_false_prophecy	"False Portent" ability	true
effects_description_troy_dlc1_horde_building_cost_mod_civil_buildings	%+n% to cost of all administration buildings	true
effects_description_troy_effect_decrees_melee_attack_light_units	%+n% to melee attack of all light infantry units	true
effects_description_troy_effect_morale_all_units_siege_battle	%+n% to morale of all units in siege battles	true
effects_description_troy_effect_hero_all_ability_adrenaline_rush_spec_cooldown	"Blood of Heracles (Cooldown)" specialisation	true
effects_description_troy_effect_hero_campaign_ambush_success_spec_bonuses_charge	Increases the charge of units by %+n% when ambushing	true
effects_description_troy_effect_hero_campaign_recruitment_capacity	%+n to recruitment capacity of Hero's army	true
effects_description_troy_effect_hero_archer_ability_multishot_spec_knockback	"Triple Shot (Range)" specialisation	true
effects_description_troy_effect_hero_all_ability_ignore_pain_replace	Replaces "Pain Barrier" ability	true
effects_description_troy_effect_army_leaves_via_port	Besieged armies can leave the settlement via the port	true
effects_description_troy_effect_hero_self_enemy_danaans	%+n melee attack when fighting against factions from the Danaan culture	true
effects_description_troy_effect_hero_archer_stalk	"In Hades' Shadow" ability	true
effects_description_troy_effect_building_recruitment_rank_swordsmen	%+n to recruit rank of sword units	true
effects_description_troy_effect_economy_mod_all_resources_food	%+n% {{tr:troy_effect_food_per_turn}}	true
effects_description_troy_effect_building_global_recruitment_achilles_dummy	Grants access to global recruitment of Thessalian Marines and Champions of Phthia units	true
effects_description_troy_effect_technology_effect_add_stone	%+n {{tr:troy_effect_stone_per_turn}}	true
effects_description_troy_effect_building_unit_upgarde_anairetes_dummy	{{tr:troy_effect_initiation_rite_tr}} Anairetes	true
effects_description_troy_effect_technology_melee_attack_swords_axes_clubs	%+n% to melee attack of sword, axe and club units	true
effects_description_troy_effect_army_campaign_stance_begin_fatigued_3_winded	Stamina in battle: Winded	true
effects_description_troy_effect_unit_morale_myth_cav_chariot	%+n% to morale for mythic, mounted and chariot units	true
effects_description_troy_effect_agent_spy_poison_enemy_army_mod	{{tr:troy_effect_text_agent_spy_poison_enemy_army_mod}}	true
effects_description_troy_effect_faction_diplomacy_mycenae	%+n to diplomatic relations with Mycenae	true
effects_description_troy_trait_loyalty_favour_aphrodite	 %+n to {{tr:troy_main_motivation}} after this Hero ends turn and {{tr:hp_title_aphrodite}} is Respected by your faction	true
effects_description_troy_effect_hero_archer_ability_strafe_spec_speed	"Strafe (Speed)" specialisation	true
effects_description_troy_effect_add_outcome_construction_time_mod_all	{{tr:troy_effect_text_construction_time_mod_all}}	true
effects_description_troy_effect_gods_hero_personal_aura_size	%+n% to aura size of Hero	true
effects_description_troy_effect_gods_favour_mod_zeus	Favour of Zeus: %+n	true
effects_description_troy_effect_hero_archer_ability_eagle_eye	"Snipe" ability	true
effects_description_troy_effect_hero_defender_ability_heroic_resolve_spec_heal	"Heraclean Resolve (Heal)" specialisation	true
effects_description_troy_effect_dlc1_hero_fighter_ability_battle_song_spec_charge	"Song of Battle (Charge)" specialisation	true
effects_description_troy_effect_agent_spy_poisoning_hero	{{tr:troy_effect_text_agent_spy_poisoning_hero}}	true
effects_description_troy_dlc1_hero_campaign_horde_growth_spec_momentum_post_battle	%+n% to battle glory when killing captives after a land battle	true
effects_description_troy_effect_agent_recruitment_xp_envoy	%+n to recruit rank of envoys in the province containing the Hero	true
effects_description_troy_trait_loyalty_region_with_priest	 %+n to {{tr:troy_main_motivation}} after ending the turn in the same region as a Priestess	true
effects_description_troy_effect_hero_warlord_ability_marked_for_death_replace	Replaces "Zeus' Wrath" ability	true
effects_description_troy_effect_hero_defender_bulwark_replace	Replaces "Fortify" ability	true
effects_description_troy_effect_economy_building_upkeep_add_wood	%+n {{tr:troy_effect_wood_per_turn}}	true
effects_description_troy_effect_hero_self_armour	%+n to armour of Hero	true
effects_description_troy_effect_agent_priestess_ritual_own	[PH] [hidden]	true
effects_description_troy_effect_hero_fighter_ability_batter_spec_cost	"Assault & Battery (Cost)" specialisation	true
effects_description_troy_trait_loyalty_end_turn_low_tier_settlement	 %+n to {{tr:troy_main_motivation}} if this Hero ends turn in a region with a razed or tier 1 main settlement building	true
effects_description_troy_effect_hero_defender_bulwark_spec_armour	"Fortify (Radius)" specialisation	true
effects_description_troy_effect_agent_satyr_passive	[PH] [hidden]	true
effects_description_troy_effect_agent_spy_envoy_priestess_immortality	The agent becomes immortal – they can be wounded but never killed	true
effects_description_troy_effect_technology_horde_upgrade_cost_light	%+n% cost for initiation rites of a unit to a light infantry unit	true
effects_description_troy_effect_region_line_of_sight	%+n% to line of sight 	true
effects_description_troy_effect_technology_construction_time_civil_buildings	%+n to construction time of all administration buildings	true
effects_description_troy_effect_agent_gorgon_satyr_seer_available_building	[Hidden]	true
effects_description_troy_effect_gods_favour_mod_athena	Favour of Athena: %+n	true
effects_description_troy_effect_hero_defender_ability_taunt_spec_duration	"The War-god's Call (Duration)" specialisation	true
effects_description_troy_effect_add_outcome_economy_other_add_bronze	{{tr:troy_effect_text_economy_other_add_bronze}}	true
effects_description_troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	[HIDDEN] %+n% Chance of Success For Enemy Agent Against this Agent (Received Every Level)	true
effects_description_troy_effect_gods_income_raiding_sacking_looting	%+n% to income from raiding, looting and sacking	true
effects_description_troy_effect_hero_archer_ability_apollos_rain_spec_armour_piercing	"Apollo's Rain (Pierce Armour)" specialisation	true
effects_description_troy_trait_loyalty_battle_win_region	 %+n to {{tr:troy_main_motivation}} after this Hero wins a battle for a region	true
effects_description_troy_effect_agent_spy_enemy_settlement_public_order	{{tr:troy_effect_text_agent_spy_enemy_settlement_public_order}}	true
effects_description_troy_effect_add_outcome_economy_buildings_add_gold	%+n {{tr:troy_effect_gold_per_turn}} 	true
effects_description_troy_effect_army_campaign_attrition_desert_resistance	Attrition: %+n% casualties suffered from desert attrition	true
effects_description_troy_effect_hero_self_bloodthirst_spec_in_combat	Boosts rage generation of Hero in battle	true
effects_description_troy_effect_hero_warlord_seize_the_moment	"Seize the Moment" ability	true
effects_description_troy_trait_loyalty_end_turn_raiding_in_region	 %+n to {{tr:troy_main_motivation}} after this Hero fights a battle reinforcements are present for either side	true
effects_description_troy_effect_hero_archer_ability_born_with_the_bow	"Centaur Drill" ability	true
effects_description_troy_effect_economy_buildings_add_stone	%+n {{tr:troy_effect_stone_per_turn}}	true
effects_description_troy_effect_add_outcome_agent_spy_own_settlement_sight_operational	[PH] Tell me what you are	true
effects_description_troy_effect_hero_all_ability_divine_inspiration_spec_cost	"Heavenly Inspiration (Cost)" specialisation	true
effects_description_troy_effect_hero_archer_ability_inspired_shots	"Inspired Aim" ability	true
effects_description_troy_main_effect_influence_factor_faction	{{tr:agent_action_envoy_influence_own_settlement_mod}}	true
effects_description_troy_effect_army_morale_all_enemy_units_generic	{{tr:troy_effect_text_army_morale_all_enemy_units}}	true
effects_description_troy_effect_hero_fighter_ability_terrify	"Terrify" ability	true
effects_description_troy_effect_army_campaign_attrition_all_immunity	Immune to attrition	true
effects_description_troy_effect_economy_wood_faction		true
effects_description_troy_effect_agent_hinder_enemy_army	[PH] [hidden]	true
effects_description_troy_effect_economy_special_gold_mountain_colony	%+n to gold income per turn from mountain trade	true
effects_description_troy_effect_gods_stone_construction_costs	%+n% to stone construction costs	true
effects_description_troy_effect_hero_achilles_experience_for_elite_units	%+n to experience of elite units per turn	true
effects_description_troy_effect_agent_spy_assassinate_gorgon_mod	%+n% to chance of assassinating a foreign gorgon	true
effects_description_troy_effect_hero_archer_ability_eagle_eye_spec_terror	"Snipe (Pierce Armour)" specialisation	true
effects_description_troy_effect_hero_fighter_ability_terrify_replace	Replaces "Terrify" ability	true
