campaign_key	character_skill_key	character_skill_node_set_key	faction_key	indent	key	tier	subculture	points_on_creation	required_num_parents	visible_in_ui	new_field
	troy_agent_envoy_skill_action_influence_enemy_time_mod	troy_agent_envoy_thracians_skill_set		3.0	troy_agent_envoy_skill_action_thracians_influence_enemy_time_mod	5.0	troy_main_sbc_trojan_thracians	0	0	true	0
	troy_agent_envoy_skill_spec_action_influence_own_mod	troy_agent_envoy_thracians_skill_set		4.0	troy_agent_envoy_skill_action_thracians_influence_own_mod	2.0	troy_main_sbc_trojan_thracians	0	0	true	0
	troy_agent_envoy_skill_spec_action_influence_own_mod_2	troy_agent_envoy_thracians_skill_set		5.0	troy_agent_envoy_skill_action_thracians_influence_own_mod_2	8.0	troy_main_sbc_trojan_thracians	0	0	true	0
	troy_agent_envoy_skill_spec_action_influence_own_mod_3	troy_agent_envoy_thracians_skill_set		1.0	troy_agent_envoy_skill_action_thracians_influence_own_mod_3	13.0	troy_main_sbc_trojan_thracians	0	0	true	0
	troy_agent_envoy_skill_action_influence_own_time_mod	troy_agent_envoy_thracians_skill_set		6.0	troy_agent_envoy_skill_action_thracians_influence_own_time_mod	4.0	troy_main_sbc_trojan_thracians	0	0	true	0
	troy_agent_envoy_skill_action_influence_own_time_mod_2	troy_agent_envoy_thracians_skill_set		3.0	troy_agent_envoy_skill_action_thracians_influence_own_time_mod_2	12.0	troy_main_sbc_trojan_thracians	0	0	true	0
	troy_agent_envoy_skill_action_upkeep_armies_mod	troy_agent_envoy_thracians_skill_set		3.0	troy_agent_envoy_skill_action_thracians_movement_own_army_mod	3.0	troy_main_sbc_trojan_thracians	0	0	true	0
	troy_agent_envoy_skill_spec_action_movement_own_army_mod_2	troy_agent_envoy_thracians_skill_set		4.0	troy_agent_envoy_skill_action_thracians_movement_own_army_mod_2	6.0	troy_main_sbc_trojan_thracians	0	0	true	0
	troy_agent_envoy_skill_enemy_critical_failure_mod_2	troy_agent_envoy_thracians_skill_set		2.0	troy_agent_envoy_skill_action_thracians_movement_own_army_mod_3	7.0	troy_main_sbc_trojan_thracians	0	0	true	0
	troy_agent_envoy_skill_spec_action_movement_own_army_mod_4	troy_agent_envoy_thracians_skill_set		2.0	troy_agent_envoy_skill_action_thracians_movement_own_army_mod_4	11.0	troy_main_sbc_trojan_thracians	0	0	true	0
	troy_agent_envoy_skill_spec_action_movement_own_army_mod_5_morale	troy_agent_envoy_thracians_skill_set		1.0	troy_agent_envoy_skill_action_thracians_movement_own_army_mod_5_morale	7.0	troy_main_sbc_trojan_thracians	0	0	true	0
	troy_agent_envoy_skill_spec_action_movement_own_army_mod_6_food	troy_agent_envoy_thracians_skill_set		1.0	troy_agent_envoy_skill_action_thracians_movement_own_army_mod_6_food	11.0	troy_main_sbc_trojan_thracians	0	0	true	0
	troy_agent_envoy_skill_action_plant_informant_cannot_fail	troy_agent_envoy_thracians_skill_set		3.0	troy_agent_envoy_skill_action_thracians_plant_informant_cannot_fail	14.0	troy_main_sbc_trojan_thracians	0	0	true	0
	troy_agent_envoy_skill_spec_action_plant_informant_mod	troy_agent_envoy_thracians_skill_set		1.0	troy_agent_envoy_skill_action_thracians_plant_informant_mod	10.0	troy_main_sbc_trojan_thracians	0	0	true	0
	troy_agent_envoy_skill_spec_action_plant_informant_range_mod	troy_agent_envoy_thracians_skill_set		2.0	troy_agent_envoy_skill_action_thracians_plant_informant_range_mod	2.0	troy_main_sbc_trojan_thracians	0	0	true	0
	troy_agent_envoy_skill_action_hinder_movement_chance_mod_2	troy_agent_envoy_thracians_skill_set		6.0	troy_agent_envoy_skill_action_thracians_plant_informant_range_mod_2	6.0	troy_main_sbc_trojan_thracians	0	0	true	0
	troy_agent_envoy_skill_spec_action_plant_informant_range_mod_3	troy_agent_envoy_thracians_skill_set		2.0	troy_agent_envoy_skill_action_thracians_plant_informant_range_mod_3	10.0	troy_main_sbc_trojan_thracians	0	0	true	0
	troy_agent_envoy_skill_spec_action_plant_informant_successful_stone	troy_agent_envoy_thracians_skill_set		2.0	troy_agent_envoy_skill_action_thracians_plant_informant_successful_stone	9.0	troy_main_sbc_trojan_thracians	0	0	true	0
	troy_agent_envoy_skill_spec_action_plant_informant_successful_wood	troy_agent_envoy_thracians_skill_set		1.0	troy_agent_envoy_skill_action_thracians_plant_informant_successful_wood	9.0	troy_main_sbc_trojan_thracians	0	0	true	0
	troy_agent_envoy_skill_spec_action_successful_influence_enemy_attrition_garrison	troy_agent_envoy_thracians_skill_set		2.0	troy_agent_envoy_skill_action_thracians_successful_influence_enemy_attrition_garrison	5.0	troy_main_sbc_trojan_thracians	0	0	true	0
	troy_agent_envoy_skill_spec_action_successful_influence_enemy_attrition_garrison_gods	troy_agent_envoy_thracians_skill_set		1.0	troy_agent_envoy_skill_action_thracians_successful_influence_enemy_attrition_garrison_gods	5.0	troy_main_sbc_trojan_thracians	0	0	true	0
	troy_agent_envoy_skill_spec_action_successful_own_influence_building_cost_mod	troy_agent_envoy_thracians_skill_set		5.0	troy_agent_envoy_skill_action_thracians_successful_own_influence_building_cost_mod	4.0	troy_main_sbc_trojan_thracians	0	0	true	0
	troy_agent_envoy_skill_spec_action_compromised_maps_time_mod_2	troy_agent_envoy_thracians_skill_set		2.0	troy_agent_envoy_skill_action_thracians_successful_own_influence_building_time_mod	12.0	troy_main_sbc_trojan_thracians	0	0	true	0
	troy_agent_envoy_skill_spec_action_successful_own_influence_building_time_mod_2	troy_agent_envoy_thracians_skill_set		1.0	troy_agent_envoy_skill_action_thracians_successful_own_influence_building_time_mod_2	12.0	troy_main_sbc_trojan_thracians	0	0	true	0
	troy_agent_envoy_skill_spec_action_successful_own_influence_unit_cost_mod	troy_agent_envoy_thracians_skill_set		4.0	troy_agent_envoy_skill_action_thracians_successful_own_influence_unit_cost_mod	4.0	troy_main_sbc_trojan_thracians	0	0	true	0
	troy_agent_envoy_skill_spec_action_successful_own_influence_unit_cost_mod_2	troy_agent_envoy_thracians_skill_set		4.0	troy_agent_envoy_skill_action_thracians_successful_own_influence_unit_cost_mod_2	8.0	troy_main_sbc_trojan_thracians	0	0	true	0
	troy_agent_envoy_skill_action_movement_own_army_mod	troy_agent_envoy_thracians_skill_set		6.0	troy_agent_envoy_skill_action_thracians_upkeep_armies_mod	3.0	troy_main_sbc_trojan_thracians	0	0	true	0
	troy_agent_envoy_skill_spec_action_upkeep_armies_mod_1	troy_agent_envoy_thracians_skill_set		5.0	troy_agent_envoy_skill_action_thracians_upkeep_armies_mod_1	7.0	troy_main_sbc_trojan_thracians	0	0	true	0
	troy_agent_envoy_skill_spec_action_successful_own_influence_building_time_mod	troy_agent_envoy_thracians_skill_set		5.0	troy_agent_envoy_skill_action_thracians_upkeep_armies_mod_2	11.0	troy_main_sbc_trojan_thracians	0	0	true	0
	troy_agent_envoy_skill_spec_action_upkeep_armies_mod_3	troy_agent_envoy_thracians_skill_set		4.0	troy_agent_envoy_skill_action_thracians_upkeep_armies_mod_3	13.0	troy_main_sbc_trojan_thracians	0	0	true	0
	troy_agent_envoy_skill_spec_action_upkeep_armies_mod_melee_attack	troy_agent_envoy_thracians_skill_set		4.0	troy_agent_envoy_skill_action_thracians_upkeep_armies_mod_melee_attack	7.0	troy_main_sbc_trojan_thracians	0	0	true	0
	troy_agent_envoy_skill_spec_action_upkeep_armies_mod_melee_defence	troy_agent_envoy_thracians_skill_set		4.0	troy_agent_envoy_skill_action_thracians_upkeep_armies_mod_melee_defence	11.0	troy_main_sbc_trojan_thracians	0	0	true	0
	troy_agent_envoy_skill_spec_action_agianst_people_cost_mod	troy_agent_envoy_trojan_amazons_skill_set		2.0	troy_agent_envoy_skill_action_trojan_dlc1_agianst_people_cost_mod	6.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_agianst_people_cost_mod_2	troy_agent_envoy_trojan_amazons_skill_set		5.0	troy_agent_envoy_skill_action_trojan_dlc1_agianst_people_cost_mod_2	9.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_action_plant_informant_range_mod_2	troy_agent_envoy_trojan_amazons_skill_set		5.0	troy_agent_envoy_skill_action_trojan_dlc1_agianst_settlements_cost_mod	6.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_agianst_settlements_cost_mod_2	troy_agent_envoy_trojan_amazons_skill_set		4.0	troy_agent_envoy_skill_action_trojan_dlc1_agianst_settlements_cost_mod_2	9.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_arrest_priest_mod	troy_agent_envoy_trojan_amazons_skill_set		1.0	troy_agent_envoy_skill_action_trojan_dlc1_arrest_priest_mod	6.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_arrest_priest_mod_2	troy_agent_envoy_trojan_amazons_skill_set		5.0	troy_agent_envoy_skill_action_trojan_dlc1_arrest_priest_mod_2	13.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_arrest_spy_mod	troy_agent_envoy_trojan_amazons_skill_set		2.0	troy_agent_envoy_skill_action_trojan_dlc1_arrest_spy_mod	4.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_arrest_spy_mod_2	troy_agent_envoy_trojan_amazons_skill_set		2.0	troy_agent_envoy_skill_action_trojan_dlc1_arrest_spy_mod_2	13.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_action_compromised_maps_cannot_fail	troy_agent_envoy_trojan_amazons_skill_set		6.0	troy_agent_envoy_skill_action_trojan_dlc1_compromised_maps_cannot_fail	14.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_compromised_maps_enemy_melee_attack	troy_agent_envoy_trojan_amazons_skill_set		1.0	troy_agent_envoy_skill_action_trojan_dlc1_compromised_maps_enemy_melee_attack	8.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_compromised_maps_enemy_speed	troy_agent_envoy_trojan_amazons_skill_set		4.0	troy_agent_envoy_skill_action_trojan_dlc1_compromised_maps_enemy_speed	5.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_compromised_maps_enemy_speed_1	troy_agent_envoy_trojan_amazons_skill_set		5.0	troy_agent_envoy_skill_action_trojan_dlc1_compromised_maps_enemy_speed_1	14.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_compromised_maps_enemy_vigour	troy_agent_envoy_trojan_amazons_skill_set		5.0	troy_agent_envoy_skill_action_trojan_dlc1_compromised_maps_enemy_vigour	5.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_compromised_maps_time_mod	troy_agent_envoy_trojan_amazons_skill_set		2.0	troy_agent_envoy_skill_action_trojan_dlc1_compromised_maps_time_mod	8.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_enemy_critical_failure_mod_3	troy_agent_envoy_trojan_amazons_skill_set		4.0	troy_agent_envoy_skill_action_trojan_dlc1_compromised_maps_time_mod_2	12.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_embedded_melee_attack_mod	troy_agent_envoy_trojan_amazons_skill_set		2.0	troy_agent_envoy_skill_action_trojan_dlc1_embedded_melee_attack_mod	3.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_embedded_piercing_damage_mod	troy_agent_envoy_trojan_amazons_skill_set		1.0	troy_agent_envoy_skill_action_trojan_dlc1_embedded_piercing_damage_mod	3.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_action_embedded_vigour_mod	troy_agent_envoy_trojan_amazons_skill_set		3.0	troy_agent_envoy_skill_action_trojan_dlc1_embedded_vigour_mod	11.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_hinder_movement_mod	troy_agent_envoy_trojan_amazons_skill_set		3.0	troy_agent_envoy_skill_action_trojan_dlc1_hinder_movement_chance_mod	2.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_agianst_settlements_cost_mod	troy_agent_envoy_trojan_amazons_skill_set		3.0	troy_agent_envoy_skill_action_trojan_dlc1_hinder_movement_chance_mod_2	6.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_action_hinder_movement_chance_mod_3	troy_agent_envoy_trojan_amazons_skill_set		3.0	troy_agent_envoy_skill_action_trojan_dlc1_hinder_movement_chance_mod_3	10.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_action_hinder_movement_cost_mod	troy_agent_envoy_trojan_amazons_skill_set		3.0	troy_agent_envoy_skill_action_trojan_dlc1_hinder_movement_cost_mod	4.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_action_hinder_movement_cost_mod_1	troy_agent_envoy_trojan_amazons_skill_set		3.0	troy_agent_envoy_skill_action_trojan_dlc1_hinder_movement_cost_mod_1	9.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_action_hinder_movement_chance_mod	troy_agent_envoy_trojan_amazons_skill_set		1.0	troy_agent_envoy_skill_action_trojan_dlc1_hinder_movement_mod	2.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_action_hinder_movement_mod_2	troy_agent_envoy_trojan_amazons_skill_set		6.0	troy_agent_envoy_skill_action_trojan_dlc1_hinder_movement_mod_2	5.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_action_hinder_movement_mod_3	troy_agent_envoy_trojan_amazons_skill_set		3.0	troy_agent_envoy_skill_action_trojan_dlc1_hinder_movement_mod_3	8.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_action_hinder_movement_mod_4	troy_agent_envoy_trojan_amazons_skill_set		6.0	troy_agent_envoy_skill_action_trojan_dlc1_hinder_movement_mod_4	12.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_influence_enemy_mod	troy_agent_envoy_trojan_amazons_skill_set		5.0	troy_agent_envoy_skill_action_trojan_dlc1_influence_enemy_mod	2.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_influence_enemy_mod_2	troy_agent_envoy_trojan_amazons_skill_set		5.0	troy_agent_envoy_skill_action_trojan_dlc1_influence_enemy_mod_2	10.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_influence_enemy_mod_3	troy_agent_envoy_trojan_amazons_skill_set		4.0	troy_agent_envoy_skill_action_trojan_dlc1_influence_enemy_mod_3	10.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_action_influence_enemy_time_mod	troy_agent_envoy_trojan_amazons_skill_set		3.0	troy_agent_envoy_skill_action_trojan_dlc1_influence_enemy_time_mod	5.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_influence_own_mod	troy_agent_envoy_trojan_amazons_skill_set		4.0	troy_agent_envoy_skill_action_trojan_dlc1_influence_own_mod	2.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_influence_own_mod_2	troy_agent_envoy_trojan_amazons_skill_set		5.0	troy_agent_envoy_skill_action_trojan_dlc1_influence_own_mod_2	8.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_influence_own_mod_3	troy_agent_envoy_trojan_amazons_skill_set		1.0	troy_agent_envoy_skill_action_trojan_dlc1_influence_own_mod_3	13.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_action_influence_own_time_mod	troy_agent_envoy_trojan_amazons_skill_set		6.0	troy_agent_envoy_skill_action_trojan_dlc1_influence_own_time_mod	4.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_action_influence_own_time_mod_2	troy_agent_envoy_trojan_amazons_skill_set		3.0	troy_agent_envoy_skill_action_trojan_dlc1_influence_own_time_mod_2	12.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_action_upkeep_armies_mod	troy_agent_envoy_trojan_amazons_skill_set		3.0	troy_agent_envoy_skill_action_trojan_dlc1_movement_own_army_mod	3.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_movement_own_army_mod_2	troy_agent_envoy_trojan_amazons_skill_set		4.0	troy_agent_envoy_skill_action_trojan_dlc1_movement_own_army_mod_2	6.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_enemy_critical_failure_mod_2	troy_agent_envoy_trojan_amazons_skill_set		2.0	troy_agent_envoy_skill_action_trojan_dlc1_movement_own_army_mod_3	7.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_movement_own_army_mod_4	troy_agent_envoy_trojan_amazons_skill_set		2.0	troy_agent_envoy_skill_action_trojan_dlc1_movement_own_army_mod_4	11.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_movement_own_army_mod_5_morale	troy_agent_envoy_trojan_amazons_skill_set		1.0	troy_agent_envoy_skill_action_trojan_dlc1_movement_own_army_mod_5_morale	7.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_movement_own_army_mod_6_food	troy_agent_envoy_trojan_amazons_skill_set		1.0	troy_agent_envoy_skill_action_trojan_dlc1_movement_own_army_mod_6_food	11.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_action_plant_informant_cannot_fail	troy_agent_envoy_trojan_amazons_skill_set		3.0	troy_agent_envoy_skill_action_trojan_dlc1_plant_informant_cannot_fail	14.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_plant_informant_mod	troy_agent_envoy_trojan_amazons_skill_set		1.0	troy_agent_envoy_skill_action_trojan_dlc1_plant_informant_mod	10.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_plant_informant_range_mod	troy_agent_envoy_trojan_amazons_skill_set		2.0	troy_agent_envoy_skill_action_trojan_dlc1_plant_informant_range_mod	2.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_action_hinder_movement_chance_mod_2	troy_agent_envoy_trojan_amazons_skill_set		6.0	troy_agent_envoy_skill_action_trojan_dlc1_plant_informant_range_mod_2	6.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_plant_informant_range_mod_3	troy_agent_envoy_trojan_amazons_skill_set		2.0	troy_agent_envoy_skill_action_trojan_dlc1_plant_informant_range_mod_3	10.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_plant_informant_successful_stone	troy_agent_envoy_trojan_amazons_skill_set		2.0	troy_agent_envoy_skill_action_trojan_dlc1_plant_informant_successful_stone	9.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_plant_informant_successful_wood	troy_agent_envoy_trojan_amazons_skill_set		1.0	troy_agent_envoy_skill_action_trojan_dlc1_plant_informant_successful_wood	9.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_successful_influence_enemy_attrition_garrison	troy_agent_envoy_trojan_amazons_skill_set		2.0	troy_agent_envoy_skill_action_trojan_dlc1_successful_influence_enemy_attrition_garrison	5.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_successful_influence_enemy_attrition_garrison_gods	troy_agent_envoy_trojan_amazons_skill_set		1.0	troy_agent_envoy_skill_action_trojan_dlc1_successful_influence_enemy_attrition_garrison_gods	5.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_successful_own_influence_building_cost_mod	troy_agent_envoy_trojan_amazons_skill_set		5.0	troy_agent_envoy_skill_action_trojan_dlc1_successful_own_influence_building_cost_mod	4.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_compromised_maps_time_mod_2	troy_agent_envoy_trojan_amazons_skill_set		2.0	troy_agent_envoy_skill_action_trojan_dlc1_successful_own_influence_building_time_mod	12.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_successful_own_influence_building_time_mod_2	troy_agent_envoy_trojan_amazons_skill_set		1.0	troy_agent_envoy_skill_action_trojan_dlc1_successful_own_influence_building_time_mod_2	12.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_successful_own_influence_unit_cost_mod	troy_agent_envoy_trojan_amazons_skill_set		4.0	troy_agent_envoy_skill_action_trojan_dlc1_successful_own_influence_unit_cost_mod	4.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_successful_own_influence_unit_cost_mod_2	troy_agent_envoy_trojan_amazons_skill_set		4.0	troy_agent_envoy_skill_action_trojan_dlc1_successful_own_influence_unit_cost_mod_2	8.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_action_movement_own_army_mod	troy_agent_envoy_trojan_amazons_skill_set		6.0	troy_agent_envoy_skill_action_trojan_dlc1_upkeep_armies_mod	3.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_upkeep_armies_mod_1	troy_agent_envoy_trojan_amazons_skill_set		5.0	troy_agent_envoy_skill_action_trojan_dlc1_upkeep_armies_mod_1	7.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_successful_own_influence_building_time_mod	troy_agent_envoy_trojan_amazons_skill_set		5.0	troy_agent_envoy_skill_action_trojan_dlc1_upkeep_armies_mod_2	11.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_upkeep_armies_mod_3	troy_agent_envoy_trojan_amazons_skill_set		4.0	troy_agent_envoy_skill_action_trojan_dlc1_upkeep_armies_mod_3	13.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_upkeep_armies_mod_melee_attack	troy_agent_envoy_trojan_amazons_skill_set		4.0	troy_agent_envoy_skill_action_trojan_dlc1_upkeep_armies_mod_melee_attack	7.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_spec_action_upkeep_armies_mod_melee_defence	troy_agent_envoy_trojan_amazons_skill_set		4.0	troy_agent_envoy_skill_action_trojan_dlc1_upkeep_armies_mod_melee_defence	11.0	troy_amazons_sbc_trojan_amazons	0	0	true	0
	troy_agent_envoy_skill_action_vs_settlements_chance_mod	troy_agent_envoy_achaeans_skill_set		6.0	troy_agent_envoy_skill_action_vs_settlements_achaeans_chance_mod	2.0	troy_main_sbc_danaan_achaeans	0	0	true	0
	troy_agent_envoy_skill_action_vs_settlements_chance_mod_2	troy_agent_envoy_achaeans_skill_set		6.0	troy_agent_envoy_skill_action_vs_settlements_achaeans_chance_mod_2	8.0	troy_main_sbc_danaan_achaeans	0	0	true	0
	troy_agent_envoy_skill_action_vs_settlements_chance_mod_3	troy_agent_envoy_achaeans_skill_set		6.0	troy_agent_envoy_skill_action_vs_settlements_achaeans_chance_mod_3	10.0	troy_main_sbc_danaan_achaeans	0	0	true	0
	troy_agent_envoy_skill_action_vs_settlements_chance_mod	troy_agent_envoy_aeolians_skill_set		6.0	troy_agent_envoy_skill_action_vs_settlements_aeolians_chance_mod	2.0	troy_main_sbc_danaan_aeolians	0	0	true	0
	troy_agent_envoy_skill_action_vs_settlements_chance_mod_2	troy_agent_envoy_aeolians_skill_set		6.0	troy_agent_envoy_skill_action_vs_settlements_aeolians_chance_mod_2	8.0	troy_main_sbc_danaan_aeolians	0	0	true	0
	troy_agent_envoy_skill_action_vs_settlements_chance_mod_3	troy_agent_envoy_aeolians_skill_set		6.0	troy_agent_envoy_skill_action_vs_settlements_aeolians_chance_mod_3	10.0	troy_main_sbc_danaan_aeolians	0	0	true	0
	troy_agent_envoy_skill_action_vs_settlements_chance_mod	troy_agent_envoy_dorians_skill_set		6.0	troy_agent_envoy_skill_action_vs_settlements_dorians_chance_mod	2.0	troy_main_sbc_danaan_dorians	0	0	true	0
	troy_agent_envoy_skill_action_vs_settlements_chance_mod_2	troy_agent_envoy_dorians_skill_set		6.0	troy_agent_envoy_skill_action_vs_settlements_dorians_chance_mod_2	8.0	troy_main_sbc_danaan_dorians	0	0	true	0
	troy_agent_envoy_skill_action_vs_settlements_chance_mod_3	troy_agent_envoy_dorians_skill_set		6.0	troy_agent_envoy_skill_action_vs_settlements_dorians_chance_mod_3	10.0	troy_main_sbc_danaan_dorians	0	0	true	0
	troy_agent_envoy_skill_action_vs_settlements_chance_mod	troy_agent_envoy_horde_amazons_skill_set		6.0	troy_agent_envoy_skill_action_vs_settlements_horde_dlc1_chance_mod	2.0	troy_amazons_sbc_horde_amazons	0	0	true	1
	troy_agent_envoy_skill_action_vs_settlements_chance_mod_2	troy_agent_envoy_horde_amazons_skill_set		6.0	troy_agent_envoy_skill_action_vs_settlements_horde_dlc1_chance_mod_2	8.0	troy_amazons_sbc_horde_amazons	0	0	true	7
	troy_agent_envoy_skill_action_vs_settlements_chance_mod_3	troy_agent_envoy_horde_amazons_skill_set		6.0	troy_agent_envoy_skill_action_vs_settlements_horde_dlc1_chance_mod_3	10.0	troy_amazons_sbc_horde_amazons	0	0	true	9
	troy_agent_envoy_skill_action_vs_settlements_chance_mod	troy_agent_envoy_ionians_skill_set		6.0	troy_agent_envoy_skill_action_vs_settlements_ionians_chance_mod	2.0	troy_main_sbc_danaan_ionians	0	0	true	0
	troy_agent_envoy_skill_action_vs_settlements_chance_mod_2	troy_agent_envoy_ionians_skill_set		6.0	troy_agent_envoy_skill_action_vs_settlements_ionians_chance_mod_2	8.0	troy_main_sbc_danaan_ionians	0	0	true	0
	troy_agent_envoy_skill_action_vs_settlements_chance_mod_3	troy_agent_envoy_ionians_skill_set		6.0	troy_agent_envoy_skill_action_vs_settlements_ionians_chance_mod_3	10.0	troy_main_sbc_danaan_ionians	0	0	true	0
	troy_agent_envoy_skill_action_vs_settlements_chance_mod	troy_agent_envoy_leleges_skill_set		6.0	troy_agent_envoy_skill_action_vs_settlements_leleges_chance_mod	2.0	troy_main_sbc_trojan_leleges	0	0	true	0
	troy_agent_envoy_skill_action_vs_settlements_chance_mod_2	troy_agent_envoy_leleges_skill_set		6.0	troy_agent_envoy_skill_action_vs_settlements_leleges_chance_mod_2	8.0	troy_main_sbc_trojan_leleges	0	0	true	0
	troy_agent_envoy_skill_action_vs_settlements_chance_mod_3	troy_agent_envoy_leleges_skill_set		6.0	troy_agent_envoy_skill_action_vs_settlements_leleges_chance_mod_3	10.0	troy_main_sbc_trojan_leleges	0	0	true	0
	troy_agent_envoy_skill_action_vs_settlements_chance_mod	troy_agent_envoy_maeonians_skill_set		6.0	troy_agent_envoy_skill_action_vs_settlements_maeonians_chance_mod	2.0	troy_main_sbc_trojan_maeonians	0	0	true	0
	troy_agent_envoy_skill_action_vs_settlements_chance_mod_2	troy_agent_envoy_maeonians_skill_set		6.0	troy_agent_envoy_skill_action_vs_settlements_maeonians_chance_mod_2	8.0	troy_main_sbc_trojan_maeonians	0	0	true	0
